Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Quarterly Results,Sales,271,311,304,238,248,290,303,302,336,391,429,415,469,,,,,
Quarterly Results,Expenses,236,275,268,199,207,247,258,250,284,333,363,348,389,,,,,
Quarterly Results,Operating Profit,35,35,37,39,41,42,45,51,52,58,66,67,80,,,,,
Quarterly Results,OPM %,13%,11%,12%,16%,16%,15%,15%,17%,15%,15%,15%,16%,17%,,,,,
Quarterly Results,Other Income,15,1,0,1,16,1,13,3,32,3,26,6,4,,,,,
Quarterly Results,Interest,12,11,12,12,10,12,11,14,14,17,19,13,19,,,,,
Quarterly Results,Depreciation,11,10,11,11,13,13,13,16,16,17,20,21,22,,,,,
Quarterly Results,Profit before tax,27,15,14,17,34,19,33,25,54,28,53,39,42,,,,,
Quarterly Results,Tax %,27%,22%,29%,28%,26%,25%,32%,38%,14%,30%,28%,26%,14%,,,,,
Quarterly Results,Net Profit,20,12,10,12,25,14,22,16,46,19,38,29,36,,,,,
Quarterly Results,EPS in Rs,6.17,3.65,3.17,3.78,7.75,4.36,6.87,4.90,14.35,6.04,10.72,7.64,9.60,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,954,,,,1100,,,,1202,,,,1705,525,518,,,
Profit & Loss,Expenses,821,,,,949,,,,1024,,,,1433,447,439,,,
Profit & Loss,Operating Profit,133,,,,151,,,,178,,,,271,78,80,,,
Profit & Loss,OPM %,14%,,,,14%,,,,15%,,,,16%,15%,15%,,,
Profit & Loss,Other Income,16,,,,18,,,,48,,,,39,4,19,,,
Profit & Loss,Interest,40,,,,45,,,,50,,,,68,34,30,,,
Profit & Loss,Depreciation,39,,,,45,,,,54,,,,81,27,30,,,
Profit & Loss,Profit before tax,71,,,,80,,,,122,,,,162,20,39,,,
Profit & Loss,Tax %,26%,,,,26%,,,,26%,,,,24%,14%,25%,,,
Profit & Loss,Net Profit,52,,,,59,,,,90,,,,122,17,29,,,
