Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,70.78%,70.78%,71.02%,71.25%,71.27%,71.27%,71.27%,71.27%,71.27%,71.27%,71.27%,71.27%,,,,,,
Shareholding Pattern (Quarterly),FIIs,3.15%,3.11%,2.99%,2.82%,2.87%,3.24%,3.39%,3.32%,3.36%,3.41%,3.27%,3.07%,,,,,,
Shareholding Pattern (Quarterly),DIIs,7.07%,7.43%,7.64%,7.96%,8.34%,8.53%,8.86%,9.33%,9.54%,9.98%,10.54%,10.55%,,,,,,
Shareholding Pattern (Quarterly),Public,19.00%,18.68%,18.34%,17.98%,17.51%,16.96%,16.47%,16.07%,15.82%,15.34%,14.92%,15.13%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,328969,345741,361927,358700,343295,316135,291401,269388,252981,239245,237195,236677,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,71.25%,,,,71.27%,,,,71.27%,74.93%,74.25%,71.02%,70.98%,70.92%,70.78%
Shareholding Pattern (Yearly),FIIs,,,,2.82%,,,,3.32%,,,,3.07%,4.47%,4.62%,2.74%,2.95%,3.88%,3.22%
Shareholding Pattern (Yearly),DIIs,,,,7.96%,,,,9.33%,,,,10.55%,1.79%,2.17%,6.15%,6.42%,7.00%,6.94%
Shareholding Pattern (Yearly),Public,,,,17.98%,,,,16.07%,,,,15.13%,18.81%,18.97%,20.09%,19.65%,18.20%,19.06%
Shareholding Pattern (Yearly),No. of Shareholders,,,,358700,,,,269388,,,,236677,10784,11183,17191,68573,122448,310079
,,,,,,,,,,,,,,,,,,,
