Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,594,514,514,591,583,479,494,467,580,489,638,608,674,,,,,
Quarterly Results,Expenses,546,470,468,548,531,443,471,426,519,457,591,569,612,,,,,
Quarterly Results,Operating Profit,48,44,46,43,52,37,23,41,61,32,47,39,62,,,,,
Quarterly Results,OPM %,8%,9%,9%,7%,9%,8%,5%,9%,11%,6%,7%,6%,9%,,,,,
Quarterly Results,Other Income,23,18,15,17,35,22,18,23,34,9,9,16,35,,,,,
Quarterly Results,Interest,25,22,24,24,27,21,22,24,24,26,26,27,25,,,,,
Quarterly Results,Depreciation,6,6,6,6,6,6,6,6,6,7,7,7,7,,,,,
Quarterly Results,Profit before tax,41,35,32,31,54,32,14,33,65,8,23,21,65,,,,,
Quarterly Results,Tax %,24%,23%,18%,21%,24%,25%,17%,28%,25%,33%,21%,25%,23%,,,,,
Quarterly Results,Net Profit,31,27,26,24,41,24,12,24,49,6,18,16,50,,,,,
Quarterly Results,EPS in Rs,8.97,7.72,7.47,7.04,11.83,6.93,3.36,6.91,14.00,1.61,5.27,4.56,14.32,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1813,,,,2202,,,,2020,,,,2408,817,1180,1415,1568,1280
Profit & Loss,Expenses,1690,,,,2016,,,,1859,,,,2229,742,1073,1240,1402,1189
Profit & Loss,Operating Profit,123,,,,185,,,,162,,,,180,75,107,175,166,91
Profit & Loss,OPM %,7%,,,,8%,,,,8%,,,,7%,9%,9%,12%,11%,7%
Profit & Loss,Other Income,78,,,,86,,,,98,,,,69,52,52,79,81,88
Profit & Loss,Interest,78,,,,97,,,,91,,,,104,44,53,62,77,63
Profit & Loss,Depreciation,24,,,,22,,,,24,,,,27,19,21,21,23,26
Profit & Loss,Profit before tax,99,,,,152,,,,144,,,,117,65,84,170,147,90
Profit & Loss,Tax %,24%,,,,22%,,,,25%,,,,24%,-9%,2%,20%,39%,25%
Profit & Loss,Net Profit,75,,,,118,,,,108,,,,89,70,83,136,90,67
Profit & Loss,EPS in Rs,21.60,,,,34.05,,,,31.19,,,,25.76,20.32,23.84,39.16,25.96,19.38
Profit & Loss,Dividend Payout %,7%,,,,9%,,,,10%,,,,16%,0%,6%,5%,8%,5%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,35,,,,35,,,,35,,,,35,35,35,35,35,35
Balance Sheet,Reserves,1260,,,,1462,,,,1740,,,,1737,647,800,964,955,1101
Balance Sheet,Borrowings,694,,,,657,,,,771,,,,849,288,394,541,621,609
Balance Sheet,Other Liabilities,770,,,,657,,,,774,,,,799,175,299,310,571,606
Balance Sheet,Total Liabilities,2758,,,,2810,,,,3320,,,,3419,1144,1527,1851,2183,2351
Balance Sheet,Fixed Assets,167,,,,161,,,,200,,,,256,134,122,155,172,187
Balance Sheet,CWIP,2,,,,11,,,,0,,,,34,0,17,2,17,0
Balance Sheet,Investments,1190,,,,1359,,,,1652,,,,1618,518,634,740,847,1025
Balance Sheet,Other Assets,1400,,,,1280,,,,1467,,,,1511,492,756,954,1146,1138
Balance Sheet,Total Assets,2758,,,,2810,,,,3320,,,,3419,1144,1527,1851,2183,2351
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-12,,,,143,,,,33,,,,176,70,-42,-59,38,90
Cash Flows,Cash from Investing Activity,-7,,,,-15,,,,-50,,,,-141,-13,-18,-27,-42,-16
Cash Flows,Cash from Financing Activity,16,,,,-127,,,,18,,,,-31,-61,62,84,4,-72
Cash Flows,Net Cash Flow,-3,,,,0,,,,1,,,,4,-3,2,-1,-0,2
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,195,,,,148,,,,195,,,,138,139,159,157,187,229
Ratios,Inventory Days,79,,,,61,,,,70,,,,79,89,71,101,89,101
Ratios,Days Payable,118,,,,63,,,,82,,,,64,95,114,96,106,124
Ratios,Cash Conversion Cycle,155,,,,146,,,,183,,,,153,133,116,162,169,206
Ratios,Working Capital Days,171,,,,149,,,,183,,,,149,134,125,163,163,215
Ratios,ROCE %,9%,,,,12%,,,,10%,,,,9%,,12%,17%,14%,9%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,61.89%,61.89%,61.89%,61.89%,61.89%,61.89%,61.89%,61.89%,61.89%,61.89%,61.89%,61.89%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.11%,0.35%,0.36%,0.35%,0.31%,0.34%,0.30%,0.37%,0.18%,0.24%,0.18%,,,,,
Shareholding Pattern (Quarterly),DIIs,,2.04%,2.05%,2.40%,2.55%,2.48%,3.01%,5.25%,6.18%,5.24%,6.63%,6.58%,6.62%,,,,,
Shareholding Pattern (Quarterly),Public,,36.07%,35.96%,35.36%,35.20%,35.28%,34.80%,32.50%,31.62%,32.49%,31.28%,31.28%,31.31%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,16658,14552,13229,13639,14276,16606,14919,14939,15850,19031,17976,17933,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,61.89%,,,,61.89%,,,,61.89%,,,,61.89%,61.83%,61.83%,61.89%,61.89%,61.89%
Shareholding Pattern (Yearly),FIIs,0.03%,,,,0.36%,,,,0.30%,,,,0.18%,0.00%,0.00%,0.09%,0.06%,0.09%
Shareholding Pattern (Yearly),DIIs,1.94%,,,,2.55%,,,,6.18%,,,,6.62%,2.51%,2.59%,2.11%,2.65%,2.59%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.87%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,36.14%,,,,35.20%,,,,31.62%,,,,31.31%,35.66%,34.71%,35.91%,35.40%,35.43%
