Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,16414,23163,19509,16055,18009,14745,16545,17376,17720,17095,12086,12925,17249,,,,,,,
Quarterly Results,Expenses,14826,19757,19284,15621,16382,13795,14740,16696,16678,16432,12761,12683,16464,,,,,,,
Quarterly Results,Operating Profit,1588,3405,225,434,1627,950,1804,680,1042,663,-675,242,785,,,,,,,
Quarterly Results,OPM %,10%,15%,1%,3%,9%,6%,11%,4%,6%,4%,-6%,2%,5%,,,,,,,
Quarterly Results,Other Income,14,2,4,3,10,10,10,8,19,19,19,15,32,,,,,,,
Quarterly Results,Interest,96,76,61,108,84,57,65,50,51,48,52,79,66,,,,,,,
Quarterly Results,Depreciation,132,133,143,141,157,147,157,151,151,150,153,153,150,,,,,,,
Quarterly Results,Profit before tax,1374,3198,25,188,1396,756,1593,486,859,484,-862,24,602,,,,,,,
Quarterly Results,Tax %,27%,26%,31%,23%,27%,26%,25%,25%,27%,26%,-26%,15%,22%,,,,,,,
Quarterly Results,Net Profit,1002,2358,17,144,1013,556,1195,365,628,357,-634,21,470,,,,,,,
Quarterly Results,EPS in Rs,67.28,158.32,1.14,9.68,68.01,37.37,80.28,24.53,42.17,23.98,-42.55,1.40,31.56,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,43068,,,,76271,,,,66024,,,,59356,41899,25716,27522,32370,41113,36973,22222
Profit & Loss,Expenses,40336,,,,70574,,,,61548,,,,58341,42016,24367,25646,30288,40596,39130,20210
Profit & Loss,Operating Profit,2732,,,,5698,,,,4476,,,,1016,-117,1349,1877,2082,517,-2157,2012
Profit & Loss,OPM %,6%,,,,7%,,,,7%,,,,2%,-0%,5%,7%,6%,1%,-6%,9%
Profit & Loss,Other Income,26,,,,13,,,,47,,,,84,25,56,62,52,67,45,127
Profit & Loss,Interest,413,,,,331,,,,224,,,,245,405,353,274,322,421,415,376
Profit & Loss,Depreciation,504,,,,573,,,,606,,,,606,229,274,279,340,453,468,466
Profit & Loss,Profit before tax,1841,,,,4806,,,,3694,,,,249,-727,778,1386,1473,-290,-2995,1296
Profit & Loss,Tax %,27%,,,,27%,,,,26%,,,,14%,-95%,2%,24%,37%,-29%,-31%,80%
Profit & Loss,Net Profit,1352,,,,3532,,,,2745,,,,214,-33,762,1051,927,-205,-2056,257
Profit & Loss,EPS in Rs,90.79,,,,237.16,,,,184.34,,,,14.38,-2.23,51.14,70.57,62.27,-13.79,-138.10,17.28
Profit & Loss,Dividend Payout %,2%,,,,11%,,,,30%,,,,35%,0%,8%,30%,30%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,149,,,,149,,,,149,,,,149,149,149,149,149,149,149,149
Balance Sheet,Reserves,2838,,,,6326,,,,8672,,,,8058,1594,2320,3292,3848,3308,1210,1462
Balance Sheet,Borrowings,9238,,,,4260,,,,2786,,,,3117,5399,4567,5501,4491,6668,8698,9167
Balance Sheet,Other Liabilities,5298,,,,5345,,,,6768,,,,5741,3959,3430,2681,5851,4013,2818,3487
Balance Sheet,Total Liabilities,17523,,,,16079,,,,18375,,,,17065,11101,10465,11623,14339,14138,12875,14265
Balance Sheet,Fixed Assets,6967,,,,7637,,,,7506,,,,7325,4102,4119,3883,5914,6977,7034,7142
Balance Sheet,CWIP,1210,,,,331,,,,210,,,,208,784,1679,2763,1410,1199,1598,1550
Balance Sheet,Investments,208,,,,206,,,,240,,,,280,14,119,140,153,159,179,199
Balance Sheet,Other Assets,9139,,,,7905,,,,10419,,,,9252,6201,4547,4837,6863,5802,4064,5374
Balance Sheet,Total Assets,17523,,,,16079,,,,18375,,,,17065,11101,10465,11623,14339,14138,12875,14265
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1026,,,,5749,,,,2694,,,,1352,1083,2292,609,2757,-144,-620,452
Cash Flows,Cash from Investing Activity,-676,,,,-403,,,,-589,,,,-649,-480,-1142,-1169,-969,-1273,-963,-548
Cash Flows,Cash from Financing Activity,-343,,,,-5354,,,,-2106,,,,-519,-609,-1152,561,-1788,1417,1583,97
