Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,254,249,142,68,98,146,134,164,173,190,216,276,300,,,,,,,
Quarterly Results,Expenses,198,208,114,70,104,132,115,132,139,150,161,222,249,,,,,,,
Quarterly Results,Operating Profit,55,42,27,-2,-6,14,19,33,35,40,55,54,51,,,,,,,
Quarterly Results,OPM %,22%,17%,19%,-2%,-7%,10%,14%,20%,20%,21%,25%,20%,17%,,,,,,,
Quarterly Results,Other Income,14,15,9,3,17,2,6,2,3,3,3,8,5,,,,,,,
Quarterly Results,Interest,3,1,1,2,0,1,2,2,3,2,3,4,5,,,,,,,
Quarterly Results,Depreciation,5,5,5,5,5,5,5,5,5,5,4,4,3,,,,,,,
Quarterly Results,Profit before tax,60,50,30,-5,5,10,19,28,30,36,50,55,48,,,,,,,
Quarterly Results,Tax %,27%,26%,27%,-19%,45%,24%,29%,47%,34%,27%,27%,27%,33%,,,,,,,
Quarterly Results,Net Profit,44,37,22,-4,3,8,13,15,20,27,37,41,32,,,,,,,
Quarterly Results,EPS in Rs,2.22,1.84,1.09,-0.20,0.17,0.39,0.67,0.76,1.01,1.37,1.87,2.06,1.66,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,788,,,,557,,,,617,,,,983,511,546,546,557,607,739,455
Profit & Loss,Expenses,618,,,,496,,,,516,,,,782,340,357,376,423,468,607,355
Profit & Loss,Operating Profit,171,,,,61,,,,101,,,,201,171,189,170,134,139,132,100
Profit & Loss,OPM %,22%,,,,11%,,,,16%,,,,20%,34%,35%,31%,24%,23%,18%,22%
Profit & Loss,Other Income,27,,,,44,,,,14,,,,19,13,20,3,2,22,39,4
Profit & Loss,Interest,4,,,,4,,,,7,,,,14,21,16,9,6,4,7,3
Profit & Loss,Depreciation,21,,,,21,,,,21,,,,16,21,21,22,23,27,26,23
Profit & Loss,Profit before tax,173,,,,79,,,,87,,,,190,142,171,142,107,130,138,79
Profit & Loss,Tax %,28%,,,,28%,,,,36%,,,,28%,30%,34%,35%,35%,37%,25%,31%
Profit & Loss,Net Profit,125,,,,57,,,,56,,,,136,99,110,83,64,71,103,54
Profit & Loss,EPS in Rs,6.27,,,,2.88,,,,2.82,,,,6.95,4.94,5.50,4.18,3.19,3.58,5.18,2.72
Profit & Loss,Dividend Payout %,8%,,,,17%,,,,18%,,,,0%,6%,6%,9%,16%,14%,10%,18%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,7,,,,7,,,,7,,,,20,5,5,5,7,7,7,7
Balance Sheet,Reserves,806,,,,852,,,,898,,,,1013,259,360,440,492,557,635,689
Balance Sheet,Borrowings,73,,,,25,,,,681,,,,1082,161,110,8,8,90,96,0
Balance Sheet,Other Liabilities,108,,,,251,,,,339,,,,471,110,101,102,93,104,98,92
Balance Sheet,Total Liabilities,994,,,,1134,,,,1925,,,,2587,535,576,555,600,758,835,787
Balance Sheet,Fixed Assets,243,,,,264,,,,244,,,,232,188,173,173,172,214,234,227
Balance Sheet,CWIP,12,,,,292,,,,886,,,,1391,0,1,16,34,40,21,20
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,2,1,9,0,0,0
Balance Sheet,Other Assets,739,,,,578,,,,795,,,,964,347,400,366,385,503,581,540
Balance Sheet,Total Assets,994,,,,1134,,,,1925,,,,2587,535,576,555,600,758,835,787
