Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,2406,3194,3554,3711,3682,3407,3459,3556,3597,3521,3698,3759,3951,,,,,,,
Quarterly Results,Expenses,1905,2576,3026,3282,3221,2765,2802,2994,3076,2940,3163,3397,3455,,,,,,,
Quarterly Results,Operating Profit,500,618,528,428,461,642,657,562,521,580,535,362,496,,,,,,,
Quarterly Results,OPM %,21%,19%,15%,12%,13%,19%,19%,16%,14%,16%,14%,10%,13%,,,,,,,
Quarterly Results,Other Income,147,91,121,112,139,129,152,140,161,153,174,170,198,,,,,,,
Quarterly Results,Interest,5,2,3,3,3,2,2,2,3,2,2,2,4,,,,,,,
Quarterly Results,Depreciation,75,86,91,92,94,99,102,102,111,114,119,122,121,,,,,,,
Quarterly Results,Profit before tax,567,621,554,445,503,670,704,599,569,617,588,408,570,,,,,,,
Quarterly Results,Tax %,24%,22%,23%,25%,21%,22%,22%,21%,24%,22%,23%,20%,20%,,,,,,,
Quarterly Results,Net Profit,431,481,427,334,398,522,553,475,433,480,454,325,453,,,,,,,
Quarterly Results,EPS in Rs,3.08,3.44,3.05,2.39,2.84,3.73,3.95,3.40,3.10,3.44,3.25,2.33,3.25,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,7710,,,,14133,,,,14000,,,,14928,3681,3686,3815,4535,5765,6485,4941
Profit & Loss,Expenses,5816,,,,12089,,,,11612,,,,12955,2887,2910,2851,3409,4506,4949,3446
Profit & Loss,Operating Profit,1894,,,,2044,,,,2388,,,,1973,794,775,964,1126,1259,1536,1495
Profit & Loss,OPM %,25%,,,,14%,,,,17%,,,,13%,22%,21%,25%,25%,22%,24%,30%
