Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,69.92%,69.93%,69.93%,69.93%,72.34%,72.34%,72.34%,72.34%,72.34%,72.34%,72.34%,72.34%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.28%,0.34%,0.19%,0.04%,0.03%,0.90%,0.68%,0.45%,0.92%,0.83%,0.66%,0.56%,,,,,,
Shareholding Pattern (Quarterly),DIIs,2.05%,2.00%,1.74%,1.48%,0.91%,2.21%,2.21%,2.21%,2.21%,2.20%,2.20%,2.20%,,,,,,
Shareholding Pattern (Quarterly),Public,27.75%,27.72%,28.15%,28.54%,26.70%,24.54%,24.76%,24.99%,24.52%,24.60%,24.78%,24.89%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,25290,25105,25437,25173,25369,23374,24224,26001,27370,29021,28222,27657,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,69.93%,,,,72.34%,,,,72.34%,69.92%,69.92%,69.92%,69.92%,69.92%,69.92%
Shareholding Pattern (Yearly),FIIs,,,,0.04%,,,,0.45%,,,,0.56%,0.19%,0.44%,0.37%,0.40%,0.29%,0.30%
Shareholding Pattern (Yearly),DIIs,,,,1.48%,,,,2.21%,,,,2.20%,5.56%,5.28%,4.75%,3.67%,2.55%,2.05%
Shareholding Pattern (Yearly),Public,,,,28.54%,,,,24.99%,,,,24.89%,24.33%,24.36%,24.96%,26.01%,27.24%,27.73%
Shareholding Pattern (Yearly),No. of Shareholders,,,,25173,,,,26001,,,,27657,14334,20378,19331,20401,24360,25002
,,,,,,,,,,,,,,,,,,,
