Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,136,39,55,40,142,53,61,73,278,179,160,139,41,,,,,,
Quarterly Results,Expenses,146,57,23,51,135,25,29,64,268,122,103,92,164,,,,,,
Quarterly Results,Operating Profit,-10,-17,32,-11,7,28,32,9,11,56,57,47,-123,,,,,,
Quarterly Results,OPM %,-7%,-44%,59%,-28%,5%,53%,52%,12%,4%,32%,35%,34%,-297%,,,,,,
Quarterly Results,Other Income,93,257,264,140,63,27,76,12,12,51,106,61,16,,,,,,
Quarterly Results,Interest,2,1,1,2,2,1,1,8,6,2,20,-8,16,,,,,,
Quarterly Results,Depreciation,5,5,5,6,6,6,6,7,11,11,11,11,10,,,,,,
Quarterly Results,Profit before tax,77,234,290,121,62,48,101,6,6,94,132,106,-133,,,,,,
Quarterly Results,Tax %,35%,27%,23%,26%,27%,16%,22%,114%,162%,18%,37%,15%,-18%,,,,,,
Quarterly Results,Net Profit,50,170,224,90,45,41,79,-1,-4,77,83,89,-109,,,,,,
Quarterly Results,EPS in Rs,-8.33,145.90,220.76,86.81,26.68,38.38,74.92,-9.86,-23.29,76.51,87.30,80.51,-95.45,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,280,,,,243,,,,465,,,,518,32,2506,2805,741,77,211
Profit & Loss,Expenses,202,,,,232,,,,358,,,,471,14,2267,2577,738,114,72
Profit & Loss,Operating Profit,78,,,,11,,,,108,,,,47,19,239,227,3,-37,139
Profit & Loss,OPM %,28%,,,,5%,,,,23%,,,,9%,58%,10%,8%,0%,-49%,66%
Profit & Loss,Other Income,363,,,,723,,,,99,,,,223,0,460,21,65,36,197
Profit & Loss,Interest,5,,,,6,,,,16,,,,29,0,64,52,23,7,5
