Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,60.17,40.60,28.93,32.16,41.96,21.27,24.70,22.70,20.68,21.78,15.57,26.14,37.79,,,,,,,
Quarterly Results,Expenses,58.89,38.64,27.88,33.37,41.73,20.11,24.04,22.32,20.48,20.85,15.01,25.57,37.06,,,,,,,
Quarterly Results,Operating Profit,1.28,1.96,1.05,-1.21,0.23,1.16,0.66,0.38,0.20,0.93,0.56,0.57,0.73,,,,,,,
Quarterly Results,OPM %,2.13%,4.83%,3.63%,-3.76%,0.55%,5.45%,2.67%,1.67%,0.97%,4.27%,3.60%,2.18%,1.93%,,,,,,,
Quarterly Results,Other Income,0.82,0.04,0.25,6.20,0.19,0.01,0.02,0.00,-2.20,0.00,0.04,0.23,0.78,,,,,,,
Quarterly Results,Interest,0.36,0.07,0.19,0.03,0.09,0.19,0.22,0.08,0.16,0.23,0.04,0.11,0.32,,,,,,,
Quarterly Results,Depreciation,0.32,0.23,0.23,0.29,0.29,0.21,0.21,0.21,0.21,0.18,0.18,0.40,0.57,,,,,,,
Quarterly Results,Profit before tax,1.42,1.70,0.88,4.67,0.04,0.77,0.25,0.09,-2.37,0.52,0.38,0.29,0.62,,,,,,,
Quarterly Results,Tax %,2.11%,2.35%,4.55%,0.64%,-575.00%,-3.90%,-12.00%,-33.33%,-1.27%,-5.77%,-7.89%,-17.24%,8.06%,,,,,,,
Quarterly Results,Net Profit,1.39,1.66,0.85,4.64,0.26,0.80,0.28,0.12,-2.34,0.55,0.41,0.34,0.57,,,,,,,
Quarterly Results,EPS in Rs,0.88,0.84,0.40,2.18,0.12,0.38,0.13,0.06,-1.10,0.26,0.17,0.14,0.24,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,181,,,,144,,,,89,,,,101,80,90,78,204,131,276,196
Profit & Loss,Expenses,174,,,,142,,,,87,,,,98,83,89,77,213,150,265,189
Profit & Loss,Operating Profit,7,,,,2,,,,2,,,,3,-3,0,1,-9,-19,11,7
Profit & Loss,OPM %,4%,,,,2%,,,,3%,,,,3%,-4%,0%,1%,-4%,-14%,4%,4%
