Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,33.45%,33.45%,33.86%,33.86%,33.86%,33.86%,33.72%,33.72%,33.69%,33.69%,33.69%,33.69%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.63%,0.76%,0.82%,0.88%,1.68%,2.07%,2.14%,2.32%,3.60%,4.79%,5.30%,3.79%,,,,,,
Shareholding Pattern (Quarterly),DIIs,9.37%,8.17%,6.81%,6.06%,5.04%,5.66%,7.82%,9.19%,12.70%,16.31%,17.77%,17.34%,,,,,,
Shareholding Pattern (Quarterly),Public,56.55%,57.61%,58.50%,59.20%,59.43%,58.40%,56.33%,54.77%,50.02%,45.23%,43.26%,45.19%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,23249,23847,24255,26130,29125,34479,36698,39723,50790,53433,39233,43518,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,33.86%,,,,33.72%,,,,33.69%,33.85%,33.63%,33.45%,33.45%,33.45%,33.45%
Shareholding Pattern (Yearly),FIIs,,,,0.88%,,,,2.32%,,,,3.79%,1.15%,0.47%,0.00%,0.00%,0.00%,0.60%
Shareholding Pattern (Yearly),DIIs,,,,6.06%,,,,9.19%,,,,17.34%,15.56%,18.05%,18.70%,16.54%,15.55%,10.22%
Shareholding Pattern (Yearly),Government,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.31%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,,,,59.20%,,,,54.77%,,,,45.19%,49.45%,47.54%,47.85%,50.01%,51.00%,55.73%
Shareholding Pattern (Yearly),No. of Shareholders,,,,26130,,,,39723,,,,43518,20344,19091,18695,18581,17328,22931
,,,,,,,,,,,,,,,,,,,
