Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Quarterly Results,Sales,545,346,212,557,560,371,381,399,565,494,518,328,731,,,,,
Quarterly Results,Expenses,393,222,148,443,374,278,260,293,339,305,343,220,465,,,,,
Quarterly Results,Operating Profit,152,125,64,114,186,93,121,107,226,188,175,108,267,,,,,
Quarterly Results,OPM %,28%,36%,30%,20%,33%,25%,32%,27%,40%,38%,34%,33%,36%,,,,,
Quarterly Results,Other Income,16,11,22,12,52,14,11,10,20,7,9,16,46,,,,,
Quarterly Results,Interest,5,4,4,5,3,4,4,4,4,3,1,1,2,,,,,
Quarterly Results,Depreciation,55,55,50,9,61,41,46,30,59,38,48,38,52,,,,,
Quarterly Results,Profit before tax,109,76,32,111,174,62,83,82,184,154,135,84,259,,,,,
Quarterly Results,Tax %,18%,25%,19%,28%,24%,24%,27%,23%,32%,26%,25%,26%,27%,,,,,
Quarterly Results,Net Profit,89,57,26,80,132,47,61,63,124,113,102,63,187,,,,,
Quarterly Results,EPS in Rs,0.92,0.59,0.27,0.83,1.37,0.49,0.63,0.65,1.29,1.17,1.05,0.65,1.94,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1822,,,,1677,,,,1717,,,,2071,1816,832,1787,,
Profit & Loss,Expenses,1310,,,,1185,,,,1170,,,,1333,1310,1074,1375,,
Profit & Loss,Operating Profit,512,,,,492,,,,547,,,,738,506,-242,411,,
Profit & Loss,OPM %,28%,,,,29%,,,,32%,,,,36%,28%,-29%,23%,,
Profit & Loss,Other Income,50,,,,96,,,,55,,,,77,37,57,35,,
Profit & Loss,Interest,30,,,,17,,,,17,,,,7,60,62,64,,
Profit & Loss,Depreciation,150,,,,175,,,,175,,,,176,253,291,295,,
Profit & Loss,Profit before tax,382,,,,396,,,,411,,,,632,230,-538,87,,
Profit & Loss,Tax %,2%,,,,25%,,,,28%,,,,26%,37%,6%,-26%,,
Profit & Loss,Net Profit,374,,,,295,,,,295,,,,465,145,-569,110,,
Profit & Loss,EPS in Rs,3.87,,,,3.06,,,,3.05,,,,4.81,1.57,-6.16,1.19,,
Profit & Loss,Dividend Payout %,30%,,,,30%,,,,30%,,,,0%,33%,0%,29%,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,484,,,,484,,,,484,,,,484,463,463,463,,
Balance Sheet,Reserves,1428,,,,1599,,,,1802,,,,2177,1174,497,627,,
Balance Sheet,Borrowings,409,,,,156,,,,222,,,,166,1070,1564,1137,,
Balance Sheet,Other Liabilities,844,,,,956,,,,971,,,,673,636,802,819,,
Balance Sheet,Total Liabilities,3164,,,,3194,,,,3479,,,,3501,3343,3326,3046,,
Balance Sheet,Fixed Assets,282,,,,1326,,,,1430,,,,1731,317,337,322,,
Balance Sheet,CWIP,683,,,,731,,,,917,,,,766,1022,1232,1179,,
Balance Sheet,Investments,1,,,,10,,,,29,,,,27,0,0,1,,
Balance Sheet,Other Assets,2199,,,,1127,,,,1102,,,,976,2005,1757,1544,,
Balance Sheet,Total Assets,3164,,,,3194,,,,3479,,,,3501,3343,3326,3046,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1052,,,,674,,,,292,,,,544,252,86,832,,
Cash Flows,Cash from Investing Activity,-404,,,,-337,,,,-476,,,,-402,-587,-430,-364,,
Cash Flows,Cash from Financing Activity,-251,,,,-339,,,,-39,,,,-152,445,42,133,,
Cash Flows,Net Cash Flow,397,,,,-3,,,,-222,,,,-10,110,-302,601,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,16,,,,14,,,,29,,,,30,73,36,34,,
Ratios,Inventory Days,602,,,,,,,,,,,,,1176,,409,,
Ratios,Days Payable,378,,,,,,,,,,,,,354,,145,,
Ratios,Cash Conversion Cycle,239,,,,14,,,,29,,,,30,894,36,298,,
Ratios,Working Capital Days,25,,,,2,,,,66,,,,30,169,311,93,,
Ratios,ROCE %,18%,,,,18%,,,,18%,,,,24%,,-18%,6%,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,66.14%,66.14%,66.14%,66.14%,66.14%,66.14%,66.14%,66.14%,66.14%,66.14%,66.14%,66.14%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.67%,1.32%,1.45%,1.51%,1.80%,2.18%,2.05%,3.13%,3.22%,3.30%,3.41%,3.27%,,,,,
Shareholding Pattern (Quarterly),DIIs,,15.61%,15.95%,15.92%,16.44%,15.89%,13.29%,13.70%,12.28%,9.34%,9.24%,9.06%,8.57%,,,,,
Shareholding Pattern (Quarterly),Public,,17.58%,16.59%,16.49%,15.90%,16.18%,18.39%,18.11%,18.45%,21.30%,21.32%,21.38%,22.00%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,350892,332048,326981,325454,320901,316684,364291,428801,592285,607887,628085,635955,,,,,
,,,,,,,,,,,,,,,,,,,
