Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Revenue,318,302,314,327,340,364,380,387,393,408,415,436,426,,,,,,,
Quarterly Results,Interest,168,165,169,181,186,203,207,215,220,233,240,248,246,,,,,,,
Quarterly Results,Expenses,95,53,50,37,42,40,40,39,33,43,26,45,28,,,,,,,
Quarterly Results,Financing Profit,56,84,95,109,113,122,132,133,140,132,149,143,152,,,,,,,
Quarterly Results,Financing Margin %,17%,28%,30%,33%,33%,33%,35%,34%,36%,32%,36%,33%,36%,,,,,,,
Quarterly Results,Other Income,6,5,3,4,3,2,1,6,5,8,9,9,9,,,,,,,
Quarterly Results,Depreciation,3,4,3,4,4,4,4,5,6,4,9,8,7,,,,,,,
Quarterly Results,Profit before tax,58,84,95,109,112,120,129,134,139,137,149,144,154,,,,,,,
Quarterly Results,Tax %,28%,26%,25%,26%,27%,26%,26%,26%,22%,23%,27%,26%,25%,,,,,,,
Quarterly Results,Net Profit,41,74,70,83,84,95,100,104,114,113,115,113,121,,,,,,,
Quarterly Results,EPS in Rs,6.50,11.75,11.15,13.29,13.42,15.26,15.98,16.63,18.18,17.99,18.40,18.09,19.29,,,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,1292,,,,1285,,,,1528,,,,1685,693,882,1046,1109,1191,1348,1376
Profit & Loss,Interest,690,,,,701,,,,846,,,,966,431,548,646,649,720,825,807
Profit & Loss,Expenses,344,,,,182,,,,152,,,,143,72,99,116,151,110,153,182
Profit & Loss,Financing Profit,258,,,,402,,,,530,,,,577,189,234,284,309,361,370,386
Profit & Loss,Financing Margin %,20%,,,,31%,,,,35%,,,,34%,27%,27%,27%,28%,30%,27%,28%
Profit & Loss,Other Income,15,,,,14,,,,13,,,,36,0,0,0,1,4,3,17
Profit & Loss,Depreciation,13,,,,15,,,,18,,,,29,3,4,4,3,5,13,13
Profit & Loss,Profit before tax,260,,,,401,,,,525,,,,584,186,230,280,307,360,360,390
Profit & Loss,Tax %,26%,,,,26%,,,,25%,,,,25%,34%,35%,35%,35%,35%,22%,26%
Profit & Loss,Net Profit,194,,,,316,,,,416,,,,461,125,154,188,201,249,298,300
Profit & Loss,EPS in Rs,31.03,,,,50.56,,,,66.54,,,,73.76,20.10,24.63,30.00,32.13,39.81,47.66,47.99
Profit & Loss,Dividend Payout %,8%,,,,5%,,,,5%,,,,5%,7%,7%,7%,7%,6%,5%,5%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,63,,,,63,,,,63,,,,63,62,63,63,63,63,63,63
Balance Sheet,Reserves,2227,,,,2527,,,,2923,,,,3364,755,901,1087,1263,1494,1767,2050
Balance Sheet,Borrowing,9692,,,,9924,,,,10701,,,,11139,5104,6538,7560,8134,9349,10109,10197
Balance Sheet,Other Liabilities,70,,,,83,,,,110,,,,150,159,270,345,288,81,99,108
Balance Sheet,Total Liabilities,12052,,,,12596,,,,13797,,,,14716,6081,7772,9055,9748,10987,12038,12418
Balance Sheet,Fixed Assets,35,,,,40,,,,58,,,,81,9,9,9,14,16,37,31
Balance Sheet,CWIP,0,,,,4,,,,4,,,,0,0,0,0,0,0,0,0
Balance Sheet,Investments,86,,,,105,,,,123,,,,325,18,21,28,33,52,65,76
Balance Sheet,Other Assets,11930,,,,12448,,,,13612,,,,14310,6054,7742,9018,9702,10919,11935,12311
Balance Sheet,Total Assets,12052,,,,12596,,,,13797,,,,14716,6081,7772,9055,9748,10987,12038,12418
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1379,,,,-363,,,,-685,,,,-610,-1193,-1414,-1001,-557,-1015,349,849
Cash Flows,Cash from Investing Activity,-8,,,,160,,,,-109,,,,-10,-7,-7,-6,0,-11,-3,12
Cash Flows,Cash from Financing Activity,-1219,,,,205,,,,747,,,,408,1195,1424,1009,562,1058,-79,-730
Cash Flows,Net Cash Flow,153,,,,2,,,,-46,,,,-212,-5,3,2,5,32,267,131
,,,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,9%,,,,13%,,,,15%,,,,14%,,17%,18%,16%,17%,18%,15%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,37.13%,37.13%,37.13%,37.13%,37.13%,37.13%,37.13%,37.13%,37.13%,37.13%,37.13%,37.13%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,16.31%,18.84%,16.64%,14.55%,13.41%,15.29%,13.78%,13.95%,14.04%,12.90%,12.52%,11.25%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,16.64%,16.86%,16.96%,18.03%,19.55%,18.40%,19.09%,19.57%,18.79%,19.90%,20.56%,21.09%,,,,,,,
Shareholding Pattern (Quarterly),Public,,29.91%,27.15%,29.26%,30.28%,29.91%,29.17%,29.98%,29.34%,30.02%,30.05%,29.77%,30.53%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,47243,48709,47491,48174,44530,43101,41571,42934,45257,54142,54951,57155,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,37.13%,,,,37.13%,,,,37.13%,,,,37.13%,,,37.13%,37.13%,37.13%,37.13%,37.13%
Shareholding Pattern (Yearly),FIIs,17.91%,,,,14.55%,,,,13.95%,,,,11.25%,,,24.17%,23.10%,23.45%,28.76%,20.35%
Shareholding Pattern (Yearly),DIIs,19.71%,,,,18.03%,,,,19.57%,,,,21.09%,,,24.02%,24.69%,25.42%,24.28%,20.10%
Shareholding Pattern (Yearly),Public,25.24%,,,,30.28%,,,,29.34%,,,,30.53%,,,14.67%,15.08%,14.00%,9.83%,22.42%
Shareholding Pattern (Yearly),No. of Shareholders,44840,,,,48174,,,,42934,,,,57155,,,21537,28585,29036,22047,33353
,,,,,,,,,,,,,,,,,,,,,
