Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,65.01%,65.01%,65.02%,65.02%,65.02%,65.02%,65.02%,65.02%,65.02%,65.02%,65.02%,65.02%,,,,,,
Shareholding Pattern (Quarterly),FIIs,1.25%,1.37%,1.36%,1.26%,1.53%,1.25%,1.27%,1.27%,1.55%,1.83%,1.80%,2.20%,,,,,,
Shareholding Pattern (Quarterly),DIIs,0.04%,0.03%,0.03%,0.03%,0.01%,0.01%,0.04%,0.01%,0.01%,0.01%,0.01%,0.01%,,,,,,
Shareholding Pattern (Quarterly),Public,33.70%,33.59%,33.59%,33.71%,33.45%,33.72%,33.68%,33.70%,33.42%,33.15%,33.17%,32.77%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,23028,23368,23037,22797,23304,23758,24147,28868,27989,32416,31329,30856,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,65.02%,,,,65.02%,,,,65.02%,65.02%,65.02%,65.02%,65.02%,65.02%,65.02%
Shareholding Pattern (Yearly),FIIs,,,,1.26%,,,,1.27%,,,,2.20%,2.76%,0.77%,0.50%,0.23%,0.39%,0.88%
Shareholding Pattern (Yearly),DIIs,,,,0.03%,,,,0.01%,,,,0.01%,0.09%,0.75%,0.02%,0.07%,0.02%,0.02%
Shareholding Pattern (Yearly),Public,,,,33.71%,,,,33.70%,,,,32.77%,32.13%,33.46%,34.46%,34.68%,34.57%,34.08%
Shareholding Pattern (Yearly),No. of Shareholders,,,,22797,,,,28868,,,,30856,14628,18745,18970,18314,20741,23156
,,,,,,,,,,,,,,,,,,,
