Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1872,2058,1962,1991,1961,1768,1778,2009,2126,2167,2032,1903,2180,,,,,,,
Quarterly Results,Expenses,1462,1702,1691,1676,1613,1559,1476,1705,1825,1858,1734,1735,1863,,,,,,,
Quarterly Results,Operating Profit,410,356,271,315,348,210,302,305,301,309,298,169,317,,,,,,,
Quarterly Results,OPM %,22%,17%,14%,16%,18%,12%,17%,15%,14%,14%,15%,9%,15%,,,,,,,
Quarterly Results,Other Income,4,10,12,13,13,32,17,14,99,19,21,21,23,,,,,,,
Quarterly Results,Interest,7,9,6,6,4,2,3,3,4,6,6,6,9,,,,,,,
Quarterly Results,Depreciation,45,42,42,41,41,38,39,42,46,47,48,48,51,,,,,,,
Quarterly Results,Profit before tax,362,315,235,281,315,202,277,274,349,275,264,135,279,,,,,,,
Quarterly Results,Tax %,26%,26%,26%,26%,26%,26%,26%,26%,27%,26%,26%,27%,27%,,,,,,,
Quarterly Results,Net Profit,267,235,174,209,234,150,205,202,254,203,194,98,202,,,,,,,
Quarterly Results,EPS in Rs,19.59,17.20,12.79,15.33,17.15,10.99,15.04,14.81,18.61,14.85,14.24,7.19,14.84,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,6802,,,,7972,,,,7682,,,,8282,1327,1373,1371,1651,2700,4230,4360
Profit & Loss,Expenses,5196,,,,6680,,,,6555,,,,7190,1187,1204,1231,1447,2278,3194,3108
Profit & Loss,Operating Profit,1607,,,,1292,,,,1127,,,,1092,140,169,139,204,421,1035,1252
Profit & Loss,OPM %,24%,,,,16%,,,,15%,,,,13%,11%,12%,10%,12%,16%,24%,29%
Profit & Loss,Other Income,42,,,,46,,,,156,,,,84,1,-0,80,7,11,29,20
Profit & Loss,Interest,36,,,,27,,,,15,,,,28,38,40,37,47,87,118,77
Profit & Loss,Depreciation,178,,,,166,,,,166,,,,195,36,40,48,53,78,140,153
Profit & Loss,Profit before tax,1434,,,,1146,,,,1102,,,,953,67,89,135,111,268,806,1042
Profit & Loss,Tax %,26%,,,,26%,,,,26%,,,,27%,21%,29%,28%,29%,35%,24%,26%
Profit & Loss,Net Profit,1067,,,,852,,,,811,,,,697,53,63,96,79,174,611,776
Profit & Loss,EPS in Rs,78.20,,,,62.47,,,,59.45,,,,51.12,5.06,5.39,7.37,5.79,12.73,44.80,56.88
Profit & Loss,Dividend Payout %,9%,,,,12%,,,,13%,,,,15%,20%,22%,16%,22%,16%,10%,10%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,27,,,,27,,,,27,,,,27,21,23,26,27,27,27,27
