Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,72.74%,72.74%,72.72%,72.74%,72.74%,72.74%,72.74%,72.74%,72.74%,72.74%,72.74%,72.74%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.01%,0.01%,0.33%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,,,,,,
Shareholding Pattern (Quarterly),Public,27.25%,27.26%,26.95%,26.76%,26.77%,26.76%,26.77%,26.75%,26.75%,26.76%,26.76%,26.75%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,9533,9650,9294,9315,9393,9030,8990,8909,8848,9425,9091,8798,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,72.74%,,,,72.74%,,,,72.74%,59.77%,59.77%,64.66%,67.35%,70.05%,72.74%
Shareholding Pattern (Yearly),FIIs,,,,0.50%,,,,0.50%,,,,0.50%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%
Shareholding Pattern (Yearly),Public,,,,26.76%,,,,26.75%,,,,26.75%,40.22%,40.22%,35.33%,32.64%,29.94%,27.25%
Shareholding Pattern (Yearly),No. of Shareholders,,,,9315,,,,8909,,,,8798,5787,5093,5019,4804,6400,9531
,,,,,,,,,,,,,,,,,,,
