Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,507,586,628,509,609,749,725,571,724,804,895,639,875,,,,,,,,
Quarterly Results,Expenses,427,519,569,369,511,653,602,482,610,671,689,581,660,,,,,,,,
Quarterly Results,Operating Profit,80,67,59,140,98,97,122,89,114,133,206,58,214,,,,,,,,
Quarterly Results,OPM %,16%,11%,9%,28%,16%,13%,17%,16%,16%,17%,23%,9%,24%,,,,,,,,
Quarterly Results,Other Income,-1,1,10,1,3,16,3,12,6,2,17,5,19,,,,,,,,
Quarterly Results,Interest,3,2,1,3,7,5,6,4,7,7,6,5,8,,,,,,,,
Quarterly Results,Depreciation,24,12,12,13,20,15,16,17,28,19,19,20,36,,,,,,,,
Quarterly Results,Profit before tax,53,55,56,126,74,93,104,81,86,109,197,39,190,,,,,,,,
Quarterly Results,Tax %,23%,37%,8%,22%,31%,26%,36%,15%,20%,37%,30%,21%,19%,,,,,,,,
Quarterly Results,Net Profit,40,35,52,98,51,69,66,68,68,69,139,31,154,,,,,,,,
Quarterly Results,EPS in Rs,2.81,2.42,3.62,6.87,3.57,4.81,4.62,4.78,4.77,4.80,9.70,2.16,10.73,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1958,,,,2332,,,,2768,,,,3213,1116,1129,1148,1239,1336,1567,1422,1533
Profit & Loss,Expenses,1686,,,,1966,,,,2340,,,,2601,951,1027,1002,1096,1157,1405,1300,1354
Profit & Loss,Operating Profit,272,,,,366,,,,428,,,,611,165,102,146,144,179,161,122,178
Profit & Loss,OPM %,14%,,,,16%,,,,15%,,,,19%,15%,9%,13%,12%,13%,10%,9%,12%
Profit & Loss,Other Income,5,,,,14,,,,32,,,,43,9,53,11,32,18,10,25,9
Profit & Loss,Interest,5,,,,13,,,,21,,,,26,19,8,3,2,2,4,3,4
Profit & Loss,Depreciation,48,,,,56,,,,76,,,,94,32,34,35,33,28,29,33,34
