Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,46.14%,46.10%,45.78%,44.34%,44.34%,44.34%,44.34%,44.34%,44.34%,44.32%,44.29%,44.28%,,,,,,
Shareholding Pattern (Quarterly),FIIs,18.19%,11.51%,11.18%,14.17%,14.82%,14.28%,14.32%,15.32%,15.46%,16.02%,17.32%,17.48%,,,,,,
Shareholding Pattern (Quarterly),DIIs,25.56%,31.51%,32.67%,31.82%,30.97%,32.64%,34.00%,33.99%,32.62%,32.79%,32.45%,32.93%,,,,,,
Shareholding Pattern (Quarterly),Public,10.10%,10.87%,10.36%,9.67%,9.86%,8.75%,7.35%,6.37%,7.59%,6.89%,5.94%,5.33%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,24141,26156,25611,24763,26022,25603,25268,22471,18023,20674,29869,18137,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,44.34%,,,,44.34%,,,,44.28%,54.48%,12.73%,52.99%,51.99%,46.67%,46.20%
Shareholding Pattern (Yearly),FIIs,,,,14.17%,,,,15.32%,,,,17.48%,27.91%,31.27%,30.90%,23.49%,24.35%,20.23%
Shareholding Pattern (Yearly),DIIs,,,,31.82%,,,,33.99%,,,,32.93%,3.19%,2.79%,5.62%,15.11%,20.83%,23.23%
Shareholding Pattern (Yearly),Public,,,,9.67%,,,,6.37%,,,,5.33%,14.42%,53.21%,10.48%,9.41%,8.15%,10.33%
Shareholding Pattern (Yearly),No. of Shareholders,,,,24763,,,,22471,,,,18137,4030,6036,20574,21940,22083,24225
,,,,,,,,,,,,,,,,,,,
