Section,,Mar 2018,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2935,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,2351,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,584,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,20%,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,15,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,89,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,121,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,388,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,1%,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,386,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,24.62,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,0%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,157,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,2579,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,818,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,339,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,3893,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,2377,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,690,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,0,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,825,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,3893,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,476,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,-480,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,10,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,12,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,50,,,,,,,,,,,,,,,,,
Ratios,Days Payable,28,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,34,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,9,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,43.29%,43.29%,43.31%,43.31%,44.11%,44.24%,44.24%,44.24%,44.24%,44.27%,44.27%,44.27%,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.74%,1.83%,1.92%,3.42%,3.57%,6.35%,5.90%,4.91%,4.95%,3.95%,3.69%,3.82%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.01%,0.03%,0.03%,0.03%,0.03%,0.01%,0.01%,0.09%,0.11%,0.01%,0.02%,0.01%,,,,,
Shareholding Pattern (Quarterly),Public,,54.96%,54.84%,54.74%,53.24%,52.29%,49.39%,49.84%,50.75%,50.70%,51.77%,52.02%,51.90%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,97478,97331,95621,91790,89470,85172,91963,94294,91577,102493,102316,99524,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,39.66%,,,,43.31%,,,,44.24%,,,,44.27%,44.97%,39.30%,42.10%,40.98%,42.94%
Shareholding Pattern (Yearly),FIIs,7.29%,,,,3.42%,,,,4.91%,,,,3.82%,5.29%,5.21%,3.74%,2.84%,1.53%
Shareholding Pattern (Yearly),DIIs,0.04%,,,,0.03%,,,,0.09%,,,,0.01%,0.11%,0.22%,0.03%,0.02%,0.01%
Shareholding Pattern (Yearly),Public,53.02%,,,,53.24%,,,,50.75%,,,,51.90%,49.64%,55.27%,54.13%,56.16%,55.52%
Shareholding Pattern (Yearly),No. of Shareholders,95476,,,,91790,,,,94294,,,,99524,49569,91204,86388,84958,99851
,,,,,,,,,,,,,,,,,,,
