Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,65.64%,65.64%,65.64%,65.64%,65.64%,65.64%,65.64%,65.64%,65.64%,65.64%,65.64%,65.84%,,,,,,
Shareholding Pattern (Quarterly),FIIs,5.28%,4.67%,4.31%,3.96%,1.75%,1.68%,1.47%,1.58%,1.54%,1.76%,1.84%,0.92%,,,,,,
Shareholding Pattern (Quarterly),DIIs,15.03%,15.21%,15.26%,15.88%,18.90%,19.44%,19.25%,20.43%,19.95%,19.39%,19.38%,19.59%,,,,,,
Shareholding Pattern (Quarterly),Public,14.04%,14.46%,14.79%,14.51%,13.69%,13.22%,13.63%,12.33%,12.86%,13.21%,13.14%,13.67%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,65686,67449,70074,70984,69297,68069,72458,77590,68437,65912,62289,62800,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,65.64%,,,,65.64%,,,,65.84%,65.02%,65.02%,65.33%,65.64%,65.64%,65.64%
Shareholding Pattern (Yearly),FIIs,,,,3.96%,,,,1.58%,,,,0.92%,19.55%,19.42%,11.67%,6.50%,6.20%,6.00%
Shareholding Pattern (Yearly),DIIs,,,,15.88%,,,,20.43%,,,,19.59%,1.49%,1.86%,6.96%,14.98%,15.86%,14.52%
Shareholding Pattern (Yearly),Public,,,,14.51%,,,,12.33%,,,,13.67%,13.94%,13.69%,16.04%,12.88%,12.29%,13.83%
Shareholding Pattern (Yearly),No. of Shareholders,,,,70984,,,,77590,,,,62800,9866,12515,16366,17280,31065,62594
,,,,,,,,,,,,,,,,,,,
