Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,35.32%,35.32%,35.32%,35.32%,35.32%,35.32%,35.32%,35.32%,35.32%,35.32%,35.32%,35.32%,,,,,,
Shareholding Pattern (Quarterly),FIIs,1.78%,3.25%,3.58%,4.05%,3.76%,4.63%,4.90%,4.67%,4.80%,4.28%,4.93%,5.37%,,,,,,
Shareholding Pattern (Quarterly),DIIs,20.86%,17.98%,17.05%,15.24%,12.64%,10.84%,12.65%,15.46%,15.51%,14.22%,12.94%,12.38%,,,,,,
Shareholding Pattern (Quarterly),Government,4.06%,4.06%,4.06%,4.06%,4.06%,4.06%,4.06%,4.06%,4.06%,4.06%,4.06%,4.06%,,,,,,
Shareholding Pattern (Quarterly),Public,37.98%,39.39%,39.97%,41.31%,44.21%,45.13%,43.07%,40.48%,40.30%,42.12%,42.74%,42.88%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,40418,39960,40483,40986,42695,49813,43595,43293,43595,47707,53160,52956,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,35.32%,,,,35.32%,,,,35.32%,35.32%,35.32%,35.32%,35.32%,35.32%,35.32%
Shareholding Pattern (Yearly),FIIs,,,,4.05%,,,,4.67%,,,,5.37%,12.28%,8.73%,6.52%,5.04%,1.05%,1.45%
Shareholding Pattern (Yearly),DIIs,,,,15.24%,,,,15.46%,,,,12.38%,21.15%,30.14%,30.84%,30.85%,25.55%,20.09%
Shareholding Pattern (Yearly),Government,,,,4.06%,,,,4.06%,,,,4.06%,4.06%,4.06%,4.06%,4.06%,4.06%,4.06%
Shareholding Pattern (Yearly),Public,,,,41.31%,,,,40.48%,,,,42.88%,27.20%,21.75%,23.26%,24.73%,34.02%,39.08%
Shareholding Pattern (Yearly),No. of Shareholders,,,,40986,,,,43293,,,,52956,32447,28538,32607,34966,40606,41119
,,,,,,,,,,,,,,,,,,,
