Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2018,Mar 2019
Quarterly Results,Sales,48.76,53.91,45.81,47.66,52.21,48.64,49.95,56.86,50.92,52.28,51.79,55.02,56.17,,,,
Quarterly Results,Expenses,44.44,49.41,42.99,43.82,46.67,43.23,45.89,51.80,46.22,47.77,33.57,51.46,50.18,,,,
Quarterly Results,Operating Profit,4.32,4.50,2.82,3.84,5.54,5.41,4.06,5.06,4.70,4.51,18.22,3.56,5.99,,,,
Quarterly Results,OPM %,8.86%,8.35%,6.16%,8.06%,10.61%,11.12%,8.13%,8.90%,9.23%,8.63%,35.18%,6.47%,10.66%,,,,
Quarterly Results,Other Income,0.00,0.00,0.51,0.29,-0.23,0.17,0.58,0.07,0.63,1.57,-0.06,0.19,0.81,,,,
Quarterly Results,Interest,1.15,0.65,1.09,1.04,1.41,1.12,1.22,1.23,1.65,1.92,0.31,1.02,2.24,,,,
Quarterly Results,Depreciation,0.79,0.82,0.83,0.84,0.84,0.84,0.85,0.88,1.31,1.04,21.48,1.21,1.17,,,,
Quarterly Results,Profit before tax,2.38,3.03,1.41,2.25,3.06,3.62,2.57,3.02,2.37,3.12,-3.63,1.52,3.39,,,,
Quarterly Results,Tax %,21.43%,27.06%,26.95%,25.33%,20.26%,27.62%,35.41%,37.42%,29.96%,33.33%,-10.74%,18.42%,17.99%,,,,
Quarterly Results,Net Profit,1.88,2.21,1.04,1.69,2.45,2.62,1.66,1.88,1.67,2.07,-3.24,1.24,2.78,,,,
Quarterly Results,EPS in Rs,1.25,1.47,0.69,1.13,1.63,1.75,1.11,1.25,1.11,1.38,-2.16,0.83,1.85,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,168,,,,198,,,,205,,,,214,105,133,,
Profit & Loss,Expenses,153,,,,181,,,,185,,,,201,97,121,,
Profit & Loss,Operating Profit,15,,,,17,,,,19,,,,14,9,12,,
Profit & Loss,OPM %,9%,,,,8%,,,,9%,,,,6%,8%,9%,,
Profit & Loss,Other Income,0,,,,1,,,,1,,,,3,1,1,,
Profit & Loss,Interest,3,,,,4,,,,5,,,,7,2,2,,
Profit & Loss,Depreciation,3,,,,3,,,,4,,,,5,2,2,,
Profit & Loss,Profit before tax,9,,,,10,,,,12,,,,4,6,8,,
Profit & Loss,Tax %,29%,,,,24%,,,,32%,,,,36%,25%,29%,,
Profit & Loss,Net Profit,6,,,,7,,,,8,,,,3,5,5,,
Profit & Loss,EPS in Rs,4.33,,,,4.93,,,,5.23,,,,1.80,3.19,3.64,,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,,
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,15,,,,15,,,,15,,,,15,15,15,,
Balance Sheet,Reserves,41,,,,49,,,,55,,,,58,29,35,,
Balance Sheet,Borrowings,51,,,,63,,,,79,,,,90,34,38,,
Balance Sheet,Other Liabilities,53,,,,35,,,,42,,,,53,29,42,,
Balance Sheet,Total Liabilities,159,,,,162,,,,192,,,,216,107,130,,
Balance Sheet,Fixed Assets,37,,,,36,,,,45,,,,58,11,38,,
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,15,0,,
Balance Sheet,Investments,0,,,,1,,,,0,,,,0,0,0,,
Balance Sheet,Other Assets,122,,,,126,,,,147,,,,158,82,92,,
Balance Sheet,Total Assets,159,,,,162,,,,192,,,,216,107,130,,
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-6,,,,-5,,,,-1,,,,14,4,20,,
Cash Flows,Cash from Investing Activity,-4,,,,-3,,,,-13,,,,-18,-14,-14,,
Cash Flows,Cash from Financing Activity,9,,,,8,,,,11,,,,4,9,-2,,
Cash Flows,Net Cash Flow,-1,,,,-0,,,,-2,,,,-0,-1,4,,
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,113,,,,91,,,,98,,,,99,146,114,,
Ratios,Inventory Days,194,,,,175,,,,212,,,,224,181,165,,
Ratios,Days Payable,129,,,,64,,,,79,,,,91,115,132,,
Ratios,Cash Conversion Cycle,178,,,,202,,,,232,,,,232,212,146,,
Ratios,Working Capital Days,149,,,,166,,,,191,,,,184,178,130,,
Ratios,ROCE %,13%,,,,12%,,,,12%,,,,7%,,12%,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,52.45%,52.48%,52.48%,52.49%,52.73%,53.01%,53.01%,53.02%,53.02%,53.03%,49.46%,53.14%,,,,
Shareholding Pattern (Quarterly),Public,,47.55%,47.51%,47.52%,47.51%,47.27%,46.99%,46.99%,46.98%,46.98%,46.97%,50.54%,46.86%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,2507,3505,4402,4125,4161,3821,3550,4613,4424,4334,4829,4607,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,52.25%,,,,52.49%,,,,53.02%,,,,53.14%,52.01%,52.23%,51.09%,52.01%
Shareholding Pattern (Yearly),Public,47.75%,,,,47.51%,,,,46.98%,,,,46.86%,47.99%,47.78%,48.91%,47.99%
Shareholding Pattern (Yearly),No. of Shareholders,2428,,,,4125,,,,4613,,,,4607,578,537,657,618
,,,,,,,,,,,,,,,,,,
