Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,228,207,196,194,194,190,190,204,176,161,163,158,151,,,,,,
Quarterly Results,Expenses,61,25,17,36,48,34,14,32,64,12,15,-2,7,,,,,,
Quarterly Results,Operating Profit,167,182,179,158,146,156,177,172,113,149,148,160,144,,,,,,
Quarterly Results,OPM %,73%,88%,91%,81%,75%,82%,93%,84%,64%,92%,91%,101%,96%,,,,,,
Quarterly Results,Other Income,3,0,0,0,6,3,12,0,0,0,0,0,5,,,,,,
Quarterly Results,Interest,135,113,107,108,105,108,107,103,92,88,83,78,72,,,,,,
Quarterly Results,Depreciation,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,
Quarterly Results,Profit before tax,34,68,70,49,45,49,80,67,19,59,63,81,75,,,,,,
Quarterly Results,Tax %,26%,25%,25%,26%,20%,25%,25%,25%,28%,25%,25%,17%,23%,,,,,,
Quarterly Results,Net Profit,25,51,53,36,36,37,60,50,14,44,47,67,58,,,,,,
Quarterly Results,EPS in Rs,0.39,0.79,0.82,0.56,0.57,0.57,0.93,0.78,0.22,0.69,0.74,1.05,0.91,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,968,,,,797,,,,761,,,,633,1187,1351,1185,1336,1364,1139
Profit & Loss,Expenses,209,,,,127,,,,144,,,,32,121,175,647,108,243,289
Profit & Loss,Operating Profit,759,,,,670,,,,617,,,,602,1066,1176,538,1228,1122,851
Profit & Loss,OPM %,78%,,,,84%,,,,81%,,,,95%,90%,87%,45%,92%,82%,75%
Profit & Loss,Other Income,1,,,,0,,,,16,,,,5,-0,1,0,0,5,0
Profit & Loss,Interest,580,,,,432,,,,410,,,,321,530,645,685,944,948,752
Profit & Loss,Depreciation,6,,,,6,,,,6,,,,7,4,3,3,3,6,6
Profit & Loss,Profit before tax,174,,,,232,,,,216,,,,279,531,529,-150,281,172,93
Profit & Loss,Tax %,25%,,,,24%,,,,26%,,,,22%,26%,35%,-33%,34%,36%,73%
Profit & Loss,Net Profit,130,,,,176,,,,161,,,,217,391,345,-100,184,110,26
Profit & Loss,EPS in Rs,2.02,,,,2.74,,,,2.50,,,,3.38,6.96,5.38,-1.56,2.87,1.71,0.40
Profit & Loss,Dividend Payout %,0%,,,,37%,,,,0%,,,,0%,17%,28%,-13%,28%,26%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,642,,,,642,,,,642,,,,642,562,642,642,642,642,642
Balance Sheet,Reserves,1622,,,,1800,,,,1896,,,,2112,1180,1777,1297,1424,1473,1477
Balance Sheet,Borrowings,7121,,,,5122,,,,3926,,,,2861,6845,8123,10229,10918,9275,9174
Balance Sheet,Other Liabilities,131,,,,70,,,,61,,,,67,235,209,147,208,252,238
Balance Sheet,Total Liabilities,9516,,,,7634,,,,6525,,,,5683,8823,10752,12315,13193,11642,11532
