Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,30.14%,31.95%,31.95%,31.95%,34.35%,36.32%,36.63%,36.94%,36.94%,36.94%,37.82%,39.53%,,,,,,
Shareholding Pattern (Quarterly),FIIs,6.62%,6.64%,6.33%,6.41%,6.75%,6.82%,6.20%,5.70%,6.32%,6.17%,6.07%,5.81%,,,,,,
Shareholding Pattern (Quarterly),DIIs,2.60%,2.60%,2.60%,2.60%,2.62%,2.62%,3.40%,4.36%,4.75%,4.78%,4.79%,4.98%,,,,,,
Shareholding Pattern (Quarterly),Public,60.64%,58.81%,59.10%,59.04%,56.28%,54.26%,53.76%,53.00%,51.97%,52.10%,51.33%,49.69%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,37884,36965,36553,36201,35831,34988,32210,34065,32431,33027,33427,31750,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,31.95%,,,,36.94%,,,,39.53%,13.28%,16.51%,18.21%,20.83%,24.50%,26.63%
Shareholding Pattern (Yearly),FIIs,,,,6.41%,,,,5.70%,,,,5.81%,11.41%,10.54%,8.16%,11.77%,4.89%,6.52%
Shareholding Pattern (Yearly),DIIs,,,,2.60%,,,,4.36%,,,,4.98%,4.43%,3.78%,3.02%,2.94%,2.88%,2.60%
Shareholding Pattern (Yearly),Public,,,,59.04%,,,,53.00%,,,,49.69%,70.88%,69.17%,70.61%,64.46%,67.73%,64.25%
Shareholding Pattern (Yearly),No. of Shareholders,,,,36201,,,,34065,,,,31750,22309,19035,17673,16599,19179,37377
,,,,,,,,,,,,,,,,,,,
