Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2019
Quarterly Results,Sales,54,61,73,65,68,73,84,72,83,79,106,89,101,,,
Quarterly Results,Expenses,45,46,54,51,55,56,62,59,66,65,87,73,82,,,
Quarterly Results,Operating Profit,9,15,19,14,13,17,21,14,16,14,19,15,19,,,
Quarterly Results,OPM %,17%,25%,26%,22%,19%,24%,25%,19%,20%,18%,18%,17%,19%,,,
Quarterly Results,Other Income,1,1,2,1,1,1,1,2,2,1,1,2,1,,,
Quarterly Results,Interest,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Quarterly Results,Depreciation,1,1,1,1,1,1,2,2,2,2,2,2,2,,,
Quarterly Results,Profit before tax,9,15,20,14,13,18,21,14,17,14,18,16,18,,,
Quarterly Results,Tax %,32%,24%,26%,26%,27%,27%,26%,24%,26%,27%,26%,26%,22%,,,
Quarterly Results,Net Profit,6,12,14,11,9,13,16,11,13,10,13,11,14,,,
Quarterly Results,EPS in Rs,1.13,2.13,2.63,1.92,1.73,2.35,2.83,1.92,2.28,1.86,2.42,2.09,2.57,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,196,,,,264,,,,311,,,,374,134,141,
Profit & Loss,Expenses,158,,,,202,,,,243,,,,307,103,128,
Profit & Loss,Operating Profit,38,,,,62,,,,69,,,,67,31,12,
Profit & Loss,OPM %,19%,,,,23%,,,,22%,,,,18%,23%,9%,
Profit & Loss,Other Income,4,,,,5,,,,6,,,,5,6,14,
Profit & Loss,Interest,0,,,,0,,,,0,,,,0,0,0,
Profit & Loss,Depreciation,4,,,,4,,,,6,,,,7,2,4,
Profit & Loss,Profit before tax,38,,,,62,,,,69,,,,65,34,23,
Profit & Loss,Tax %,27%,,,,26%,,,,26%,,,,25%,26%,27%,
Profit & Loss,Net Profit,28,,,,46,,,,51,,,,49,25,17,
Profit & Loss,EPS in Rs,5.06,,,,8.41,,,,9.38,,,,8.95,4.59,3.03,
Profit & Loss,Dividend Payout %,20%,,,,9%,,,,16%,,,,17%,16%,25%,
,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,27,,,,27,,,,55,,,,55,27,27,
Balance Sheet,Reserves,198,,,,238,,,,254,,,,295,157,174,
Balance Sheet,Borrowings,0,,,,0,,,,0,,,,0,0,13,
Balance Sheet,Other Liabilities,37,,,,47,,,,42,,,,101,25,40,
Balance Sheet,Total Liabilities,262,,,,312,,,,351,,,,451,210,255,
Balance Sheet,Fixed Assets,53,,,,54,,,,58,,,,164,50,41,
Balance Sheet,CWIP,1,,,,5,,,,6,,,,0,0,2,
Balance Sheet,Investments,0,,,,0,,,,0,,,,2,0,0,
Balance Sheet,Other Assets,208,,,,252,,,,287,,,,285,160,212,
Balance Sheet,Total Assets,262,,,,312,,,,351,,,,451,210,255,
,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,35,,,,-19,,,,32,,,,54,-8,19,
Cash Flows,Cash from Investing Activity,-11,,,,9,,,,-12,,,,-45,5,15,
Cash Flows,Cash from Financing Activity,-17,,,,-6,,,,-8,,,,-8,-8,-0,
Cash Flows,Net Cash Flow,7,,,,-15,,,,12,,,,1,-11,34,
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,85,,,,71,,,,77,,,,91,124,112,
Ratios,Inventory Days,217,,,,248,,,,206,,,,198,265,282,
Ratios,Days Payable,98,,,,90,,,,70,,,,71,105,151,
Ratios,Cash Conversion Cycle,204,,,,229,,,,213,,,,218,285,242,
Ratios,Working Capital Days,159,,,,209,,,,201,,,,162,216,235,
Ratios,ROCE %,18%,,,,25%,,,,24%,,,,20%,,11%,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,67.55%,67.55%,67.55%,67.55%,67.55%,67.55%,67.55%,67.55%,67.55%,67.55%,67.55%,67.55%,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,5.80%,5.59%,5.55%,5.90%,5.94%,5.93%,5.48%,5.36%,4.61%,4.09%,4.28%,,,
Shareholding Pattern (Quarterly),DIIs,,5.90%,3.81%,4.41%,3.88%,0.00%,0.00%,0.80%,0.75%,0.69%,0.69%,0.00%,0.00%,,,
Shareholding Pattern (Quarterly),Public,,26.55%,22.85%,22.45%,23.03%,26.56%,26.51%,25.73%,26.22%,26.41%,27.15%,28.36%,28.17%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,12369,14509,17831,20882,35583,45025,51911,57376,57689,56926,53079,52101,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,67.55%,,,,67.55%,,,,67.55%,,,,67.55%,67.55%,67.55%,67.32%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,5.55%,,,,5.48%,,,,4.28%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,5.57%,,,,3.88%,,,,0.75%,,,,0.00%,6.28%,5.63%,6.10%
Shareholding Pattern (Yearly),Public,26.88%,,,,23.03%,,,,26.22%,,,,28.17%,26.17%,26.82%,26.58%
Shareholding Pattern (Yearly),No. of Shareholders,13054,,,,20882,,,,57376,,,,52101,2056,5825,612
,,,,,,,,,,,,,,,,,
