Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2009,Mar 2010,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,209,160,246,172,227,296,220,227,282,321,306,311,329,,,,,,,
Quarterly Results,Expenses,197,151,231,160,208,275,201,208,263,296,281,284,299,,,,,,,
Quarterly Results,Operating Profit,12,9,15,12,19,20,19,19,20,25,26,27,29,,,,,,,
Quarterly Results,OPM %,6%,5%,6%,7%,8%,7%,9%,8%,7%,8%,8%,9%,9%,,,,,,,
Quarterly Results,Other Income,0,0,0,1,1,1,1,1,2,1,2,1,2,,,,,,,
Quarterly Results,Interest,3,3,3,3,3,2,2,2,2,2,2,3,6,,,,,,,
Quarterly Results,Depreciation,1,0,0,0,0,0,0,0,0,0,2,0,1,,,,,,,
Quarterly Results,Profit before tax,9,6,12,10,16,19,17,18,19,24,24,25,25,,,,,,,
Quarterly Results,Tax %,30%,25%,25%,25%,25%,25%,27%,26%,24%,25%,24%,25%,27%,,,,,,,
Quarterly Results,Net Profit,6,5,9,8,12,14,13,13,14,18,18,18,18,,,,,,,
Quarterly Results,EPS in Rs,5.69,4.02,7.16,5.93,9.71,11.04,9.90,10.36,11.09,13.85,14.35,14.43,14.30,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,654,,,,804,,,,1024,,,,1267,39,59,158,214,311,329,436
Profit & Loss,Expenses,623,,,,750,,,,946,,,,1162,36,55,154,207,298,314,417
Profit & Loss,Operating Profit,31,,,,55,,,,78,,,,105,3,4,5,7,13,15,19
Profit & Loss,OPM %,5%,,,,7%,,,,8%,,,,8%,8%,6%,3%,3%,4%,4%,4%
Profit & Loss,Other Income,2,,,,2,,,,4,,,,7,-0,-0,0,1,1,2,1
Profit & Loss,Interest,9,,,,11,,,,9,,,,13,1,1,3,4,6,8,7
Profit & Loss,Depreciation,1,,,,1,,,,2,,,,2,1,2,1,1,1,1,1
Profit & Loss,Profit before tax,22,,,,45,,,,72,,,,97,1,1,2,3,7,8,11
Profit & Loss,Tax %,25%,,,,25%,,,,25%,,,,25%,35%,27%,25%,31%,30%,24%,26%
Profit & Loss,Net Profit,16,,,,33,,,,54,,,,72,0,1,1,2,5,6,9
Profit & Loss,EPS in Rs,14.57,,,,26.35,,,,42.34,,,,56.89,,,1.90,3.04,5.64,6.22,8.43
Profit & Loss,Dividend Payout %,3%,,,,2%,,,,0%,,,,0%,0%,0%,0%,0%,0%,8%,6%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,11,,,,13,,,,13,,,,13,30,30,6,7,9,9,10
Balance Sheet,Reserves,57,,,,92,,,,145,,,,218,5,6,14,16,23,28,39
Balance Sheet,Borrowings,64,,,,69,,,,36,,,,139,9,10,20,35,35,37,44
Balance Sheet,Other Liabilities,167,,,,229,,,,394,,,,407,3,7,13,11,34,49,88
Balance Sheet,Total Liabilities,299,,,,403,,,,587,,,,777,47,53,54,70,101,123,181
Balance Sheet,Fixed Assets,6,,,,7,,,,6,,,,9,12,13,3,3,2,4,6
Balance Sheet,CWIP,0,,,,0,,,,0,,,,24,9,11,0,0,0,0,0
Balance Sheet,Investments,1,,,,0,,,,1,,,,1,5,5,0,0,0,0,0
Balance Sheet,Other Assets,292,,,,395,,,,581,,,,743,20,23,51,67,98,119,174
Balance Sheet,Total Assets,299,,,,403,,,,587,,,,777,47,53,54,70,101,123,181
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-13,,,,13,,,,29,,,,66,-0,4,4,-13,4,4,9
Cash Flows,Cash from Investing Activity,-1,,,,-0,,,,-1,,,,-28,-2,-5,-0,-1,-0,-0,-3
Cash Flows,Cash from Financing Activity,14,,,,-5,,,,-42,,,,-6,4,0,-1,13,-3,-8,-0
Cash Flows,Net Cash Flow,-1,,,,7,,,,-13,,,,32,2,-0,3,-1,1,-4,6
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,98,,,,137,,,,143,,,,126,97,90,68,68,70,93,85
