Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1059,1018,987,982,1139,1215,1134,1165,1343,1477,1294,1269,1538,,,,,
Quarterly Results,Expenses,947,936,913,915,1042,1110,1041,1064,1215,1321,1184,1165,1395,,,,,
Quarterly Results,Operating Profit,112,82,73,67,97,105,92,102,128,156,110,104,143,,,,,
Quarterly Results,OPM %,11%,8%,7%,7%,9%,9%,8%,9%,10%,11%,9%,8%,9%,,,,,
Quarterly Results,Other Income,3,5,3,5,4,12,14,3,5,7,4,5,4,,,,,
Quarterly Results,Interest,2,2,2,2,10,11,9,9,10,9,8,6,3,,,,,
Quarterly Results,Depreciation,13,14,15,17,19,20,20,19,22,22,22,25,27,,,,,
Quarterly Results,Profit before tax,100,72,59,53,72,86,78,76,101,132,85,79,118,,,,,
Quarterly Results,Tax %,10%,26%,26%,26%,27%,25%,24%,24%,24%,25%,25%,24%,23%,,,,,
Quarterly Results,Net Profit,90,53,44,39,53,64,59,58,76,99,63,60,91,,,,,
Quarterly Results,EPS in Rs,2.08,1.24,1.01,0.91,1.22,1.48,1.36,1.34,1.75,2.28,1.46,1.38,2.09,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3500,,,,4127,,,,4857,,,,5578,2086,2326,2594,2503,2721
Profit & Loss,Expenses,3159,,,,3807,,,,4429,,,,5065,1876,2135,2369,2244,2409
Profit & Loss,Operating Profit,341,,,,320,,,,428,,,,513,210,191,225,259,312
Profit & Loss,OPM %,10%,,,,8%,,,,9%,,,,9%,10%,8%,9%,10%,11%
Profit & Loss,Other Income,10,,,,16,,,,33,,,,21,12,10,20,24,20
Profit & Loss,Interest,8,,,,16,,,,40,,,,25,2,2,2,4,6
Profit & Loss,Depreciation,49,,,,64,,,,81,,,,96,16,20,23,29,39
Profit & Loss,Profit before tax,294,,,,256,,,,340,,,,414,204,180,220,250,288
