Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2012,Mar 2013,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,27.21,209.35,21.73,25.30,44.99,235.28,22.57,31.74,43.04,243.88,32.19,36.87,51.97,,,,,,,
Quarterly Results,Expenses,48.52,174.91,16.98,19.68,41.06,198.26,17.58,26.09,39.11,207.34,27.38,28.83,51.55,,,,,,,
Quarterly Results,Operating Profit,-21.31,34.44,4.75,5.62,3.93,37.02,4.99,5.65,3.93,36.54,4.81,8.04,0.42,,,,,,,
Quarterly Results,OPM %,-78.32%,16.45%,21.86%,22.21%,8.74%,15.73%,22.11%,17.80%,9.13%,14.98%,14.94%,21.81%,0.81%,,,,,,,
Quarterly Results,Other Income,-88.05,0.04,0.20,0.06,0.26,0.12,0.06,2.54,1.36,0.13,0.08,0.48,4.40,,,,,,,
Quarterly Results,Interest,2.47,2.88,2.75,2.96,1.53,2.76,2.44,2.84,1.07,2.24,2.98,3.90,1.37,,,,,,,
Quarterly Results,Depreciation,1.05,0.67,0.67,0.67,0.99,0.76,0.76,0.76,0.98,0.83,0.83,0.83,1.34,,,,,,,
Quarterly Results,Profit before tax,-112.88,30.93,1.53,2.05,1.67,33.62,1.85,4.59,3.24,33.60,1.08,3.79,2.11,,,,,,,
Quarterly Results,Tax %,3.07%,0.55%,3.92%,34.15%,13.77%,0.65%,18.92%,16.78%,19.14%,0.74%,-2.78%,30.08%,29.86%,,,,,,,
Quarterly Results,Net Profit,-116.33,30.76,1.47,1.35,1.43,33.41,1.50,3.82,2.62,33.35,1.11,2.65,1.48,,,,,,,
Quarterly Results,EPS in Rs,-61.21,16.19,0.77,0.71,0.76,17.59,0.79,2.02,1.38,17.55,0.58,1.39,0.78,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,230,,,,234,,,,248,,,,365,97,109,,,,,
Profit & Loss,Expenses,193,,,,185,,,,198,,,,315,82,89,,,,,
Profit & Loss,Operating Profit,37,,,,49,,,,50,,,,50,15,20,,,,,
Profit & Loss,OPM %,16%,,,,21%,,,,20%,,,,14%,15%,18%,,,,,
Profit & Loss,Other Income,-87,,,,1,,,,4,,,,5,1,1,,,,,
Profit & Loss,Interest,11,,,,10,,,,9,,,,10,2,4,,,,,
Profit & Loss,Depreciation,3,,,,3,,,,3,,,,4,5,5,,,,,
Profit & Loss,Profit before tax,-63,,,,36,,,,42,,,,41,9,12,,,,,
Profit & Loss,Tax %,6%,,,,3%,,,,5%,,,,5%,-1%,4%,,,,,
Profit & Loss,Net Profit,-67,,,,35,,,,40,,,,39,9,12,,,,,
Profit & Loss,EPS in Rs,-35.46,,,,18.43,,,,20.85,,,,20.31,5.75,7.34,,,,,
Profit & Loss,Dividend Payout %,-6%,,,,11%,,,,10%,,,,10%,0%,0%,,,,,
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,19,,,,19,,,,19,,,,19,16,16,,,,,
Balance Sheet,Reserves,523,,,,554,,,,591,,,,625,30,41,,,,,
Balance Sheet,Borrowings,93,,,,105,,,,110,,,,122,11,19,,,,,
Balance Sheet,Other Liabilities,105,,,,114,,,,160,,,,259,63,82,,,,,
Balance Sheet,Total Liabilities,739,,,,793,,,,880,,,,1026,120,158,,,,,
Balance Sheet,Fixed Assets,245,,,,244,,,,249,,,,250,21,38,,,,,
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,,,,,
Balance Sheet,Investments,5,,,,5,,,,6,,,,6,1,0,,,,,
Balance Sheet,Other Assets,490,,,,543,,,,625,,,,770,99,121,,,,,
Balance Sheet,Total Assets,739,,,,793,,,,880,,,,1026,120,158,,,,,
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,17,,,,38,,,,75,,,,18,,,,,,,
Cash Flows,Cash from Investing Activity,-20,,,,-3,,,,-27,,,,-4,,,,,,,
Cash Flows,Cash from Financing Activity,-22,,,,-2,,,,-8,,,,-2,,,,,,,
Cash Flows,Net Cash Flow,-25,,,,34,,,,39,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,136,,,,152,,,,139,,,,89,47,70,,,,,
Ratios,Inventory Days,,,,,4388,,,,,,,,,587,667,,,,,
Ratios,Days Payable,,,,,586,,,,,,,,,146,239,,,,,
Ratios,Cash Conversion Cycle,136,,,,3954,,,,139,,,,89,487,499,,,,,
Ratios,Working Capital Days,573,,,,579,,,,497,,,,345,109,122,,,,,
Ratios,ROCE %,,,,,7%,,,,7%,,,,7%,,24%,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,41.07%,45.59%,45.59%,45.59%,45.59%,45.59%,45.59%,45.59%,45.59%,45.59%,45.59%,45.59%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.11%,0.01%,0.15%,0.13%,0.07%,0.22%,0.32%,0.27%,0.21%,0.18%,0.19%,0.21%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,4.62%,4.62%,4.62%,4.62%,4.62%,4.37%,4.37%,4.37%,4.37%,4.37%,4.37%,3.94%,,,,,,,
Shareholding Pattern (Quarterly),Public,,54.20%,49.77%,49.62%,49.65%,49.71%,49.81%,49.72%,49.76%,49.80%,49.83%,49.83%,50.24%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,35484,35470,34749,33960,33502,34365,34263,35132,35834,35423,35056,34911,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,41.05%,,,,45.59%,,,,45.59%,,,,45.59%,,,51.23%,40.69%,40.72%,41.79%,40.86%
Shareholding Pattern (Yearly),FIIs,0.07%,,,,0.13%,,,,0.27%,,,,0.21%,,,0.00%,0.82%,3.16%,0.17%,0.18%
Shareholding Pattern (Yearly),DIIs,4.85%,,,,4.62%,,,,4.37%,,,,3.94%,,,0.12%,7.81%,9.06%,8.86%,10.87%
Shareholding Pattern (Yearly),Public,54.02%,,,,49.65%,,,,49.76%,,,,50.24%,,,48.64%,50.68%,47.06%,49.18%,48.10%
Shareholding Pattern (Yearly),No. of Shareholders,35610,,,,33960,,,,35132,,,,34911,,,25964,26207,24654,23660,25630
,,,,,,,,,,,,,,,,,,,,,
