Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,517,660,569,518,605,555,502,488,554,585,583,558,480,,,,,,
Quarterly Results,Expenses,404,540,484,469,541,496,476,494,528,523,520,511,433,,,,,,
Quarterly Results,Operating Profit,113,120,85,49,64,59,26,-6,26,62,63,47,47,,,,,,
Quarterly Results,OPM %,22%,18%,15%,9%,11%,11%,5%,-1%,5%,11%,11%,8%,10%,,,,,,
Quarterly Results,Other Income,2,4,6,6,6,7,7,7,9,9,4,8,5,,,,,,
Quarterly Results,Interest,4,4,5,9,7,6,7,8,9,9,16,3,11,,,,,,
Quarterly Results,Depreciation,12,12,12,12,12,12,13,12,15,16,16,16,16,,,,,,
Quarterly Results,Profit before tax,100,108,75,34,51,48,14,-20,11,45,34,36,25,,,,,,
Quarterly Results,Tax %,26%,25%,26%,26%,25%,26%,28%,-24%,20%,23%,24%,21%,23%,,,,,,
Quarterly Results,Net Profit,74,81,55,25,38,36,10,-15,9,35,26,29,19,,,,,,
Quarterly Results,EPS in Rs,23.91,26.31,17.98,8.28,12.39,11.57,3.27,-4.95,2.94,11.37,8.50,9.27,6.16,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1883,,,,2352,,,,2099,,,,2206,953,1037,1144,1304,1059,1124
Profit & Loss,Expenses,1476,,,,2035,,,,1994,,,,1987,840,869,877,1078,987,825
Profit & Loss,Operating Profit,407,,,,318,,,,105,,,,219,113,168,267,226,72,299
Profit & Loss,OPM %,22%,,,,14%,,,,5%,,,,10%,12%,16%,23%,17%,7%,27%
Profit & Loss,Other Income,6,,,,22,,,,30,,,,26,4,3,4,-1,6,3
Profit & Loss,Interest,13,,,,24,,,,30,,,,39,23,18,15,12,16,15
Profit & Loss,Depreciation,44,,,,47,,,,52,,,,65,18,21,26,26,30,34
Profit & Loss,Profit before tax,356,,,,268,,,,53,,,,141,77,132,230,187,32,253
Profit & Loss,Tax %,26%,,,,25%,,,,26%,,,,23%,21%,23%,37%,37%,35%,26%
Profit & Loss,Net Profit,264,,,,200,,,,40,,,,109,60,102,146,117,21,188
Profit & Loss,EPS in Rs,85.89,,,,64.95,,,,12.83,,,,35.30,19.55,32.98,47.42,37.94,6.78,61.08
Profit & Loss,Dividend Payout %,12%,,,,15%,,,,58%,,,,28%,10%,0%,8%,11%,30%,12%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,31,,,,31,,,,31,,,,31,31,31,31,31,31,31
Balance Sheet,Reserves,1031,,,,1204,,,,1216,,,,1308,261,361,497,598,602,791
Balance Sheet,Borrowings,173,,,,254,,,,368,,,,269,116,82,87,194,230,165
Balance Sheet,Other Liabilities,416,,,,503,,,,520,,,,603,171,184,245,323,299,337
Balance Sheet,Total Liabilities,1651,,,,1992,,,,2135,,,,2211,578,658,860,1146,1161,1324
Balance Sheet,Fixed Assets,736,,,,717,,,,1030,,,,1016,322,324,403,389,471,702
Balance Sheet,CWIP,118,,,,349,,,,158,,,,234,4,11,89,283,339,132
Balance Sheet,Investments,81,,,,182,,,,144,,,,134,0,17,60,70,12,16
Balance Sheet,Other Assets,716,,,,745,,,,803,,,,826,252,306,308,404,339,475
Balance Sheet,Total Assets,1651,,,,1992,,,,2135,,,,2211,578,658,860,1146,1161,1324
