Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,1548,1863,1700,1516,1791,1877,1782,1693,1961,2138,1896,1769,2061,,,,,
Quarterly Results,Expenses,1319,1643,1506,1364,1580,1691,1608,1543,1757,1905,1693,1581,1796,,,,,
Quarterly Results,Operating Profit,229,220,193,152,211,186,175,150,204,232,203,188,264,,,,,
Quarterly Results,OPM %,15%,12%,11%,10%,12%,10%,10%,9%,10%,11%,11%,11%,13%,,,,,
Quarterly Results,Other Income,9,4,18,21,17,20,15,17,16,24,18,12,16,,,,,
Quarterly Results,Interest,11,23,30,29,27,21,22,22,16,16,12,10,10,,,,,
Quarterly Results,Depreciation,14,28,28,30,30,29,32,32,35,37,38,38,40,,,,,
Quarterly Results,Profit before tax,213,174,153,115,170,156,136,112,169,203,171,151,231,,,,,
Quarterly Results,Tax %,17%,28%,15%,23%,23%,22%,26%,24%,21%,25%,25%,26%,26%,,,,,
Quarterly Results,Net Profit,177,126,131,88,132,122,101,85,133,152,128,112,172,,,,,
Quarterly Results,EPS in Rs,2.79,1.91,1.98,1.34,2.06,1.85,1.52,1.34,2.15,2.36,1.94,1.71,2.63,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,5394,,,,6870,,,,7313,,,,7864,4080,4479,4520,4804,
Profit & Loss,Expenses,4625,,,,6099,,,,6599,,,,6975,3549,3895,3921,4083,
Profit & Loss,Operating Profit,769,,,,770,,,,714,,,,888,531,584,599,720,
Profit & Loss,OPM %,14%,,,,11%,,,,10%,,,,11%,13%,13%,13%,15%,
Profit & Loss,Other Income,60,,,,67,,,,67,,,,69,31,48,59,76,
Profit & Loss,Interest,35,,,,109,,,,79,,,,48,64,60,41,43,
Profit & Loss,Depreciation,42,,,,116,,,,129,,,,153,13,13,27,30,
