Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,202.87,233.55,220.76,199.42,195.34,195.69,226.82,197.41,216.48,215.76,236.77,222.57,253.16,,,,,
Quarterly Results,Expenses,180.72,217.13,206.19,185.39,186.16,194.76,215.81,183.30,195.60,193.65,208.15,200.02,233.89,,,,,
Quarterly Results,Operating Profit,22.15,16.42,14.57,14.03,9.18,0.93,11.01,14.11,20.88,22.11,28.62,22.55,19.27,,,,,
Quarterly Results,OPM %,10.92%,7.03%,6.60%,7.04%,4.70%,0.48%,4.85%,7.15%,9.65%,10.25%,12.09%,10.13%,7.61%,,,,,
Quarterly Results,Other Income,2.26,2.03,2.35,0.61,0.74,0.57,2.81,2.16,1.74,1.69,2.10,0.09,0.24,,,,,
Quarterly Results,Interest,2.69,2.40,3.32,4.16,3.15,4.60,5.46,6.87,3.43,4.06,6.34,6.36,8.62,,,,,
Quarterly Results,Depreciation,4.62,4.67,4.81,4.98,4.97,4.81,4.94,4.96,5.08,4.89,5.16,6.40,7.23,,,,,
Quarterly Results,Profit before tax,17.10,11.38,8.79,5.50,1.80,-7.91,3.42,4.44,14.11,14.85,19.22,9.88,3.66,,,,,
Quarterly Results,Tax %,38.71%,26.10%,27.99%,30.91%,33.89%,-23.64%,29.24%,41.22%,28.28%,26.13%,23.10%,27.73%,60.93%,,,,,
Quarterly Results,Net Profit,10.48,8.41,6.34,3.80,1.19,-6.05,2.42,2.61,10.12,10.98,14.78,7.14,1.42,,,,,
Quarterly Results,EPS in Rs,3.11,2.50,1.88,1.13,0.35,-1.80,0.72,0.78,3.01,3.26,4.39,2.12,0.42,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,873,,,,854,,,,842,,,,928,458,506,755,760,709
Profit & Loss,Expenses,780,,,,799,,,,795,,,,835,400,441,639,633,553
Profit & Loss,Operating Profit,93,,,,54,,,,47,,,,93,57,65,116,127,156
Profit & Loss,OPM %,11%,,,,6%,,,,6%,,,,10%,13%,13%,15%,17%,22%
Profit & Loss,Other Income,4,,,,6,,,,7,,,,3,6,-0,-2,7,1
Profit & Loss,Interest,4,,,,13,,,,20,,,,25,5,7,13,12,2
Profit & Loss,Depreciation,17,,,,19,,,,20,,,,24,14,15,18,19,17
Profit & Loss,Profit before tax,76,,,,27,,,,14,,,,48,44,43,83,103,137
Profit & Loss,Tax %,30%,,,,28%,,,,35%,,,,28%,37%,42%,31%,16%,26%
Profit & Loss,Net Profit,53,,,,20,,,,9,,,,34,28,25,57,86,102
Profit & Loss,EPS in Rs,15.84,,,,5.87,,,,2.70,,,,10.20,13.54,7.43,16.98,25.61,30.29
Profit & Loss,Dividend Payout %,9%,,,,9%,,,,18%,,,,5%,3%,7%,6%,10%,8%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,17,,,,17,,,,17,,,,17,5,8,17,17,17
Balance Sheet,Reserves,588,,,,608,,,,616,,,,646,311,329,375,447,540
Balance Sheet,Borrowings,140,,,,231,,,,206,,,,353,105,132,183,51,78
Balance Sheet,Other Liabilities,120,,,,130,,,,157,,,,129,69,103,98,93,110
Balance Sheet,Total Liabilities,865,,,,986,,,,995,,,,1145,490,573,673,608,745
Balance Sheet,Fixed Assets,265,,,,273,,,,270,,,,480,211,212,245,236,236
Balance Sheet,CWIP,25,,,,53,,,,173,,,,5,15,40,1,2,13
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,0,0,0
Balance Sheet,Other Assets,574,,,,661,,,,551,,,,660,264,321,428,370,496
Balance Sheet,Total Assets,865,,,,986,,,,995,,,,1145,490,573,673,608,745
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-1,,,,-22,,,,142,,,,-34,,16,-23,181,17
Cash Flows,Cash from Investing Activity,-59,,,,-46,,,,-99,,,,-86,,-31,-12,-10,-35
Cash Flows,Cash from Financing Activity,51,,,,78,,,,-48,,,,121,,15,36,-159,16
Cash Flows,Net Cash Flow,-9,,,,9,,,,-5,,,,-0,,0,0,12,-2
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,81,,,,81,,,,78,,,,74,80,97,77,73,97
Ratios,Inventory Days,183,,,,233,,,,177,,,,238,141,148,149,124,211
Ratios,Days Payable,52,,,,55,,,,52,,,,50,41,68,39,43,66
Ratios,Cash Conversion Cycle,213,,,,259,,,,203,,,,262,180,177,187,154,242
Ratios,Working Capital Days,190,,,,223,,,,169,,,,206,166,163,166,130,194
Ratios,ROCE %,12%,,,,5%,,,,4%,,,,8%,,11%,19%,21%,24%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.17%,74.17%,74.17%,74.17%,74.17%,74.17%,74.17%,74.17%,74.17%,74.17%,74.17%,74.17%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.14%,0.14%,0.13%,0.13%,0.13%,0.11%,0.10%,0.10%,0.10%,0.05%,0.08%,0.07%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.76%,0.76%,0.76%,0.78%,0.75%,0.61%,0.39%,0.39%,0.00%,0.00%,0.00%,0.00%,,,,,
Shareholding Pattern (Quarterly),Public,,24.93%,24.92%,24.92%,24.91%,24.96%,25.11%,25.34%,25.33%,25.72%,25.78%,25.76%,25.76%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,28338,29029,28579,27024,26561,26730,26545,25875,25715,25898,27213,27118,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.17%,,,,74.17%,,,,74.17%,,,,74.17%,57.66%,74.17%,74.17%,74.17%,74.17%
Shareholding Pattern (Yearly),FIIs,0.11%,,,,0.13%,,,,0.10%,,,,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.64%,,,,0.78%,,,,0.39%,,,,0.00%,0.06%,0.26%,0.23%,0.23%,0.09%
Shareholding Pattern (Yearly),Public,25.09%,,,,24.91%,,,,25.33%,,,,25.76%,42.27%,25.57%,25.60%,25.60%,25.74%
Shareholding Pattern (Yearly),No. of Shareholders,28415,,,,27024,,,,25875,,,,27118,19522,16145,15684,15051,19999
,,,,,,,,,,,,,,,,,,,
