Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,4669,5170,3976,3684,3929,3782,3845,3929,4134,4450,3782,4153,4102,,,,,,,
Quarterly Results,Expenses,3972,4563,3334,3102,3368,3394,3349,3528,3543,3915,3268,3772,3652,,,,,,,
Quarterly Results,Operating Profit,697,607,643,582,560,388,497,401,591,536,514,380,450,,,,,,,
Quarterly Results,OPM %,15%,12%,16%,16%,14%,10%,13%,10%,14%,12%,14%,9%,11%,,,,,,,
Quarterly Results,Other Income,6,20,19,32,33,25,28,24,88,39,40,58,75,,,,,,,
Quarterly Results,Interest,14,14,13,8,6,7,8,7,7,8,8,9,7,,,,,,,
Quarterly Results,Depreciation,102,103,106,109,109,115,118,120,121,123,130,129,129,,,,,,,
Quarterly Results,Profit before tax,587,510,542,498,478,290,399,297,551,444,417,300,389,,,,,,,
Quarterly Results,Tax %,24%,25%,25%,25%,22%,26%,26%,26%,25%,26%,26%,26%,26%,,,,,,,
Quarterly Results,Net Profit,444,382,404,372,370,216,296,221,410,331,309,221,288,,,,,,,
Quarterly Results,EPS in Rs,6.46,5.55,5.87,5.40,5.38,3.14,4.30,3.21,5.96,4.80,4.48,3.21,4.18,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,16456,,,,16759,,,,15690,,,,16487,9006,6106,5093,6174,7754,10300,9866
Profit & Loss,Expenses,14354,,,,14338,,,,13787,,,,14607,7894,5367,4331,5261,6758,8652,7761
Profit & Loss,Operating Profit,2103,,,,2422,,,,1904,,,,1880,1112,739,762,913,997,1649,2105
Profit & Loss,OPM %,13%,,,,14%,,,,12%,,,,11%,12%,12%,15%,15%,13%,16%,21%
Profit & Loss,Other Income,79,,,,101,,,,161,,,,213,101,12,18,29,95,82,70
Profit & Loss,Interest,82,,,,67,,,,54,,,,32,334,250,218,206,208,205,134
Profit & Loss,Depreciation,385,,,,428,,,,474,,,,511,238,245,257,272,288,318,344
Profit & Loss,Profit before tax,1715,,,,2028,,,,1537,,,,1549,641,256,305,464,596,1208,1698
Profit & Loss,Tax %,25%,,,,25%,,,,26%,,,,26%,31%,26%,28%,37%,30%,1%,25%
Profit & Loss,Net Profit,1287,,,,1528,,,,1144,,,,1148,447,190,221,292,418,1199,1270
Profit & Loss,EPS in Rs,18.70,,,,22.20,,,,16.61,,,,16.68,0.99,2.76,3.20,4.25,6.08,17.41,18.45
Profit & Loss,Dividend Payout %,11%,,,,30%,,,,34%,,,,35%,15%,18%,19%,19%,16%,7%,11%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,138,,,,138,,,,138,,,,138,138,138,138,138,138,138,138
Balance Sheet,Reserves,5492,,,,6890,,,,7585,,,,8352,1872,1386,1526,1729,2068,3180,4340
Balance Sheet,Borrowings,629,,,,152,,,,150,,,,150,3226,2357,2359,2328,2213,2055,983
