Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Quarterly Results,Sales,98.01,92.32,72.40,64.86,60.58,79.47,68.26,71.07,69.63,76.89,86.65,86.49,97.79,,,,,
Quarterly Results,Expenses,87.50,84.61,68.34,59.84,53.78,72.89,60.84,67.07,60.89,70.02,78.79,77.04,86.41,,,,,
Quarterly Results,Operating Profit,10.51,7.71,4.06,5.02,6.80,6.58,7.42,4.00,8.74,6.87,7.86,9.45,11.38,,,,,
Quarterly Results,OPM %,10.72%,8.35%,5.61%,7.74%,11.22%,8.28%,10.87%,5.63%,12.55%,8.93%,9.07%,10.93%,11.64%,,,,,
Quarterly Results,Other Income,1.23,0.53,0.31,0.65,0.14,0.27,0.56,0.24,2.27,0.85,0.80,0.13,2.25,,,,,
Quarterly Results,Interest,1.48,1.27,1.54,1.64,1.69,1.63,2.05,1.65,3.08,2.33,2.10,2.74,2.20,,,,,
Quarterly Results,Depreciation,2.52,2.37,2.38,2.31,2.56,2.63,2.71,2.79,2.81,3.00,2.67,2.64,0.52,,,,,
Quarterly Results,Profit before tax,7.74,4.60,0.45,1.72,2.69,2.59,3.22,-0.20,5.12,2.39,3.89,4.20,10.91,,,,,
Quarterly Results,Tax %,21.19%,11.52%,77.78%,11.63%,11.52%,1.93%,27.02%,30.00%,37.11%,19.67%,7.71%,16.19%,26.12%,,,,,
Quarterly Results,Net Profit,6.10,4.08,0.10,1.52,2.39,2.54,2.35,-0.25,3.22,1.93,3.60,3.52,8.07,,,,,
Quarterly Results,EPS in Rs,1.64,1.07,0.02,0.38,0.60,0.64,0.59,-0.06,0.81,0.48,0.90,0.88,2.02,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,323,,,,290,,,,288,,,,348,191,213,,,
Profit & Loss,Expenses,289,,,,266,,,,261,,,,312,167,187,,,
Profit & Loss,Operating Profit,34,,,,24,,,,27,,,,36,24,26,,,
Profit & Loss,OPM %,10%,,,,8%,,,,9%,,,,10%,12%,12%,,,
Profit & Loss,Other Income,4,,,,2,,,,3,,,,4,2,-0,,,
Profit & Loss,Interest,7,,,,6,,,,8,,,,9,4,4,,,
Profit & Loss,Depreciation,9,,,,10,,,,11,,,,9,7,8,,,
Profit & Loss,Profit before tax,21,,,,9,,,,11,,,,21,14,15,,,
Profit & Loss,Tax %,14%,,,,14%,,,,27%,,,,20%,21%,17%,,,
Profit & Loss,Net Profit,18,,,,8,,,,8,,,,17,11,12,,,
Profit & Loss,EPS in Rs,4.92,,,,2.02,,,,1.97,,,,4.29,3.22,3.37,,,
Profit & Loss,Dividend Payout %,14%,,,,0%,,,,0%,,,,0%,0%,20%,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,12,,,,40,,,,40,,,,40,12,12,,,
Balance Sheet,Reserves,93,,,,81,,,,89,,,,110,57,67,,,
Balance Sheet,Borrowings,84,,,,76,,,,109,,,,115,52,86,,,
Balance Sheet,Other Liabilities,32,,,,31,,,,36,,,,43,19,32,,,
Balance Sheet,Total Liabilities,222,,,,227,,,,273,,,,308,140,197,,,
Balance Sheet,Fixed Assets,94,,,,99,,,,108,,,,100,58,87,,,
Balance Sheet,CWIP,0,,,,13,,,,0,,,,2,14,0,,,
Balance Sheet,Investments,-0,,,,-0,,,,22,,,,23,0,0,,,
Balance Sheet,Other Assets,128,,,,116,,,,143,,,,183,68,109,,,
Balance Sheet,Total Assets,222,,,,227,,,,273,,,,308,140,197,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,6,,,,38,,,,6,,,,1,27,-9,,,
Cash Flows,Cash from Investing Activity,-7,,,,-30,,,,-29,,,,-0,-17,-17,,,
Cash Flows,Cash from Financing Activity,-1,,,,-8,,,,23,,,,0,-10,28,,,
Cash Flows,Net Cash Flow,-2,,,,-1,,,,0,,,,1,-0,2,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,40,,,,35,,,,54,,,,48,35,37,,,
Ratios,Inventory Days,115,,,,129,,,,164,,,,160,110,190,,,
Ratios,Days Payable,30,,,,34,,,,39,,,,37,21,39,,,
Ratios,Cash Conversion Cycle,125,,,,130,,,,179,,,,172,124,187,,,
Ratios,Working Capital Days,98,,,,88,,,,117,,,,131,70,119,,,
Ratios,ROCE %,16%,,,,8%,,,,9%,,,,12%,,13%,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,61.46%,58.66%,58.66%,58.66%,58.66%,58.79%,58.79%,58.79%,58.79%,58.79%,58.79%,58.79%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,,,,,
Shareholding Pattern (Quarterly),Public,,38.54%,41.34%,41.33%,41.35%,41.34%,41.22%,41.22%,41.10%,41.21%,41.22%,41.22%,41.21%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,2803,2590,5427,4749,4875,4921,4698,4711,4671,5735,5864,5240,,,,,
,,,,,,,,,,,,,,,,,,,
