Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,425,454,454,488,459,455,459,511,510,444,447,516,481,,,,,,,,
Quarterly Results,Expenses,340,377,368,406,451,385,387,406,484,379,379,423,547,,,,,,,,
Quarterly Results,Operating Profit,85,77,86,82,9,69,72,105,25,66,68,93,-66,,,,,,,,
Quarterly Results,OPM %,20%,17%,19%,17%,2%,15%,16%,20%,5%,15%,15%,18%,-14%,,,,,,,,
Quarterly Results,Other Income,17,13,19,60,53,22,18,27,24,23,27,21,34,,,,,,,,
Quarterly Results,Interest,8,8,10,10,11,7,6,6,8,6,5,5,5,,,,,,,,
Quarterly Results,Depreciation,30,28,27,26,26,27,27,28,29,26,27,27,28,,,,,,,,
Quarterly Results,Profit before tax,64,54,68,106,25,57,57,97,12,58,62,82,-65,,,,,,,,
Quarterly Results,Tax %,17%,25%,25%,22%,8%,23%,27%,24%,51%,29%,33%,24%,-21%,,,,,,,,
Quarterly Results,Net Profit,53,40,51,82,23,44,42,73,6,41,42,63,-51,,,,,,,,
Quarterly Results,EPS in Rs,2.06,1.57,1.96,3.12,0.93,2.05,1.95,3.39,1.05,1.89,1.97,2.88,-0.73,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1616,,,,1856,,,,1934,,,,1888,1703,1770,2079,2283,2304,2363,2097,1289
Profit & Loss,Expenses,1256,,,,1602,,,,1663,,,,1728,1336,1323,1489,1643,1721,1829,1665,1061
Profit & Loss,Operating Profit,360,,,,254,,,,271,,,,160,366,446,590,640,583,534,433,228
Profit & Loss,OPM %,22%,,,,14%,,,,14%,,,,8%,22%,25%,28%,28%,25%,23%,21%,18%
Profit & Loss,Other Income,73,,,,145,,,,90,,,,106,53,112,94,41,47,41,32,42
Profit & Loss,Interest,31,,,,39,,,,28,,,,21,35,37,55,35,27,26,33,34
Profit & Loss,Depreciation,119,,,,107,,,,111,,,,108,79,104,122,129,136,128,146,129
Profit & Loss,Profit before tax,282,,,,253,,,,223,,,,137,306,418,508,517,467,421,286,107
Profit & Loss,Tax %,23%,,,,22%,,,,26%,,,,31%,26%,26%,31%,32%,33%,35%,2%,27%
Profit & Loss,Net Profit,217,,,,197,,,,165,,,,94,226,308,351,349,311,274,281,78
Profit & Loss,EPS in Rs,8.44,,,,7.58,,,,8.44,,,,6.02,6.92,9.42,10.73,10.63,9.63,8.79,9.72,3.19
Profit & Loss,Dividend Payout %,0%,,,,44%,,,,59%,,,,100%,58%,37%,0%,28%,31%,40%,0%,0%
,,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,53,,,,44,,,,44,,,,44,65,65,65,65,62,59,56,56
Balance Sheet,Reserves,2085,,,,1704,,,,1885,,,,1904,899,1071,1566,2090,1977,1816,1862,1940
Balance Sheet,Borrowings,352,,,,443,,,,247,,,,186,490,648,591,308,148,406,281,318
Balance Sheet,Other Liabilities,653,,,,739,,,,652,,,,601,471,469,442,748,785,814,738,648
Balance Sheet,Total Liabilities,3142,,,,2930,,,,2827,,,,2734,1925,2253,2664,3212,2972,3096,2938,2961
Balance Sheet,Fixed Assets,1269,,,,1068,,,,908,,,,751,791,773,1422,1492,1476,1493,1455,1346
Balance Sheet,CWIP,2,,,,2,,,,6,,,,9,114,72,145,76,12,3,2,2
Balance Sheet,Investments,1029,,,,1020,,,,926,,,,1068,332,357,362,535,523,506,526,839
Balance Sheet,Other Assets,842,,,,839,,,,986,,,,906,688,1051,734,1109,961,1093,955,774
Balance Sheet,Total Assets,3142,,,,2930,,,,2827,,,,2734,1925,2253,2664,3212,2972,3096,2938,2961
,,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,322,,,,272,,,,297,,,,224,331,439,425,477,391,285,404,348
Cash Flows,Cash from Investing Activity,-204,,,,249,,,,28,,,,-14,-170,-441,156,-419,102,-58,37,-332
Cash Flows,Cash from Financing Activity,-123,,,,-517,,,,-307,,,,-222,-188,17,-573,63,-605,-224,-462,-2
Cash Flows,Net Cash Flow,-5,,,,4,,,,18,,,,-12,-28,15,7,121,-113,2,-21,15
,,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,98,,,,89,,,,92,,,,87,73,75,79,82,96,98,98,122
Ratios,Inventory Days,72,,,,60,,,,38,,,,52,60,54,39,52,36,84,113,64
Ratios,Days Payable,122,,,,111,,,,128,,,,122,76,66,48,82,73,82,107,114
Ratios,Cash Conversion Cycle,48,,,,38,,,,2,,,,17,57,63,69,53,59,100,104,72
Ratios,Working Capital Days,57,,,,41,,,,49,,,,187,44,5,50,33,70,73,82,81
Ratios,ROCE %,11%,,,,8%,,,,9%,,,,7%,21%,22%,24%,21%,18%,17%,12%,5%
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,69.41%,69.42%,69.42%,69.00%,69.00%,69.00%,69.00%,69.00%,69.00%,69.00%,69.00%,69.00%,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,3.18%,3.12%,3.33%,3.39%,3.31%,3.34%,3.54%,3.05%,3.04%,2.48%,2.39%,2.53%,,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,10.40%,10.44%,11.21%,11.48%,11.09%,11.21%,10.74%,10.61%,9.62%,9.12%,9.17%,8.94%,,,,,,,,
Shareholding Pattern (Quarterly),Public,,17.01%,17.01%,16.05%,16.13%,16.60%,16.45%,16.72%,17.33%,18.36%,19.43%,19.46%,19.55%,,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,50008,49267,47510,43623,42825,42141,43291,48726,50935,52948,56347,60406,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,69.40%,,,,69.00%,,,,69.00%,,,,69.00%,,,60.76%,60.76%,60.85%,61.31%,65.02%,65.78%
Shareholding Pattern (Yearly),FIIs,3.13%,,,,3.39%,,,,3.05%,,,,2.53%,,,15.69%,14.31%,7.29%,5.06%,4.45%,1.70%
Shareholding Pattern (Yearly),DIIs,11.14%,,,,11.48%,,,,10.61%,,,,8.94%,,,12.60%,11.98%,16.41%,17.35%,20.33%,17.02%
Shareholding Pattern (Yearly),Public,16.33%,,,,16.13%,,,,17.33%,,,,19.55%,,,10.95%,12.95%,15.45%,16.28%,10.20%,15.50%
Shareholding Pattern (Yearly),No. of Shareholders,49706,,,,43623,,,,48726,,,,60406,,,31310,34767,37366,44204,44775,54084
,,,,,,,,,,,,,,,,,,,,,,
