Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,46.86%,46.85%,46.85%,46.85%,46.85%,46.85%,46.85%,42.83%,42.83%,42.25%,42.25%,42.25%,,,,,,
Shareholding Pattern (Quarterly),FIIs,4.46%,4.46%,4.46%,4.46%,4.15%,0.00%,0.02%,0.15%,1.84%,2.15%,2.26%,2.15%,,,,,,
Shareholding Pattern (Quarterly),DIIs,0.94%,0.94%,0.94%,0.94%,0.94%,0.94%,0.94%,0.80%,0.00%,0.00%,0.00%,0.00%,,,,,,
Shareholding Pattern (Quarterly),Public,47.75%,47.75%,47.75%,47.75%,48.05%,52.21%,52.19%,56.22%,55.33%,55.60%,55.48%,55.60%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,18141,18504,17999,17665,17180,18468,19405,18128,17981,17332,16138,16036,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,46.85%,,,,42.83%,,,,42.25%,45.29%,46.50%,46.50%,46.86%,46.86%,46.86%
Shareholding Pattern (Yearly),FIIs,,,,4.46%,,,,0.15%,,,,2.15%,9.07%,23.61%,9.80%,6.89%,5.10%,4.46%
Shareholding Pattern (Yearly),DIIs,,,,0.94%,,,,0.80%,,,,0.00%,3.30%,5.74%,1.40%,1.39%,0.94%,0.94%
Shareholding Pattern (Yearly),Public,,,,47.75%,,,,56.22%,,,,55.60%,42.34%,24.16%,42.30%,44.86%,47.11%,47.75%
Shareholding Pattern (Yearly),No. of Shareholders,,,,17665,,,,18128,,,,16036,8789,13595,17004,15629,14991,17192
,,,,,,,,,,,,,,,,,,,
