Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2006,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,170,155,226,199,199,178,262,200,219,151,308,255,288,,,,,,,
Quarterly Results,Expenses,138,125,176,166,160,144,201,161,177,124,244,208,236,,,,,,,
Quarterly Results,Operating Profit,32,29,50,34,39,34,62,39,42,28,64,47,52,,,,,,,
Quarterly Results,OPM %,19%,19%,22%,17%,20%,19%,24%,19%,19%,18%,21%,18%,18%,,,,,,,
Quarterly Results,Other Income,4,0,6,7,8,11,8,9,9,11,34,2,3,,,,,,,
Quarterly Results,Interest,1,1,1,2,2,2,1,1,1,1,3,3,4,,,,,,,
Quarterly Results,Depreciation,2,2,2,2,2,2,3,3,3,3,9,10,10,,,,,,,
Quarterly Results,Profit before tax,33,26,52,36,42,41,66,44,48,35,86,36,41,,,,,,,
Quarterly Results,Tax %,25%,18%,25%,25%,26%,18%,25%,25%,21%,28%,22%,27%,26%,,,,,,,
Quarterly Results,Net Profit,25,22,39,27,31,34,50,33,38,25,68,26,30,,,,,,,
Quarterly Results,EPS in Rs,4.01,3.50,6.34,4.37,5.11,5.47,8.06,5.39,6.14,4.09,10.63,3.99,4.73,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,608,,,,779,,,,860,,,,1003,87,444,466,460,503,530,303
Profit & Loss,Expenses,508,,,,628,,,,683,,,,812,68,340,368,362,391,435,284
Profit & Loss,Operating Profit,100,,,,152,,,,177,,,,191,20,104,99,98,112,95,19
Profit & Loss,OPM %,16%,,,,19%,,,,21%,,,,19%,23%,23%,21%,21%,22%,18%,6%
Profit & Loss,Other Income,17,,,,20,,,,37,,,,49,1,7,17,21,22,18,17
Profit & Loss,Interest,5,,,,6,,,,4,,,,10,1,3,3,5,7,9,7
Profit & Loss,Depreciation,7,,,,9,,,,10,,,,32,2,4,5,6,8,8,7
Profit & Loss,Profit before tax,105,,,,157,,,,199,,,,198,18,104,108,108,119,96,23
Profit & Loss,Tax %,22%,,,,24%,,,,23%,,,,25%,34%,34%,31%,33%,33%,24%,12%
Profit & Loss,Net Profit,82,,,,119,,,,154,,,,149,12,68,75,73,80,73,20
Profit & Loss,EPS in Rs,13.25,,,,19.31,,,,25.00,,,,23.44,,11.03,12.10,11.88,13.03,11.86,3.21
Profit & Loss,Dividend Payout %,143%,,,,26%,,,,8%,,,,9%,12%,109%,31%,56%,52%,73%,143%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,62,,,,62,,,,62,,,,62,9,12,12,12,12,12,12
Balance Sheet,Reserves,416,,,,485,,,,614,,,,758,28,286,362,387,418,434,421
Balance Sheet,Borrowings,82,,,,66,,,,20,,,,164,16,29,41,48,93,88,50
Balance Sheet,Other Liabilities,183,,,,204,,,,142,,,,442,493,96,98,109,122,102,100
Balance Sheet,Total Liabilities,743,,,,817,,,,837,,,,1426,546,424,513,556,645,636,582
Balance Sheet,Fixed Assets,86,,,,109,,,,117,,,,486,18,60,65,70,82,83,82
Balance Sheet,CWIP,1,,,,1,,,,0,,,,0,8,3,7,9,2,3,1
Balance Sheet,Investments,140,,,,152,,,,177,,,,174,2,160,205,230,235,195,131
