Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,937,1067,1137,1142,1215,1285,1363,1335,1423,1543,1707,1868,1910,,,,,
Quarterly Results,Expenses,729,802,818,828,874,948,976,949,1041,1156,1257,1369,1398,,,,,
Quarterly Results,Operating Profit,209,265,319,314,340,337,387,386,382,387,451,499,512,,,,,
Quarterly Results,OPM %,22%,25%,28%,28%,28%,26%,28%,29%,27%,25%,26%,27%,27%,,,,,
Quarterly Results,Other Income,26,31,26,45,40,41,45,46,45,35,41,-40,47,,,,,
Quarterly Results,Interest,22,22,22,20,20,19,9,11,21,24,34,52,55,,,,,
Quarterly Results,Depreciation,58,57,58,57,60,56,58,61,70,77,84,98,101,,,,,
Quarterly Results,Profit before tax,154,216,265,281,301,303,366,360,336,321,374,309,402,,,,,
Quarterly Results,Tax %,20%,20%,-72%,21%,17%,21%,24%,20%,25%,26%,25%,23%,21%,,,,,
Quarterly Results,Net Profit,124,173,457,222,251,240,277,289,252,236,282,239,319,,,,,
Quarterly Results,EPS in Rs,1.28,1.78,4.72,2.29,2.58,2.47,2.85,2.98,2.59,2.43,2.90,2.46,3.28,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3937,,,,4563,,,,5406,,,,7028,1608,1729,1691,1884,2508
Profit & Loss,Expenses,2986,,,,3322,,,,3914,,,,5180,1467,1616,1535,1595,2101
Profit & Loss,Operating Profit,951,,,,1241,,,,1492,,,,1849,141,113,156,289,407
Profit & Loss,OPM %,24%,,,,27%,,,,28%,,,,26%,9%,7%,9%,15%,16%
Profit & Loss,Other Income,110,,,,139,,,,178,,,,82,59,65,56,72,-122
Profit & Loss,Interest,101,,,,84,,,,60,,,,165,100,99,101,153,179
Profit & Loss,Depreciation,221,,,,232,,,,245,,,,359,96,94,103,120,174
Profit & Loss,Profit before tax,739,,,,1064,,,,1365,,,,1406,5,-15,8,89,-69
Profit & Loss,Tax %,18%,,,,-4%,,,,23%,,,,24%,-236%,65%,102%,-7%,67%
