Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Quarterly Results,Sales,287,293,313,273,302,254,278,285,306,337,387,398,344,,,,,
Quarterly Results,Expenses,254,266,278,241,268,229,253,245,258,289,332,341,293,,,,,
Quarterly Results,Operating Profit,33,27,35,32,34,26,25,40,47,48,55,57,51,,,,,
Quarterly Results,OPM %,11%,9%,11%,12%,11%,10%,9%,14%,15%,14%,14%,14%,15%,,,,,
Quarterly Results,Other Income,27,1,2,7,4,3,3,4,4,4,4,5,5,,,,,
Quarterly Results,Interest,2,3,3,4,7,11,12,13,9,8,10,11,10,,,,,
Quarterly Results,Depreciation,7,7,7,7,9,12,12,12,12,13,14,14,14,,,,,
Quarterly Results,Profit before tax,50,18,27,28,22,5,4,19,31,30,36,37,32,,,,,
Quarterly Results,Tax %,12%,28%,26%,25%,29%,29%,38%,33%,29%,25%,25%,20%,27%,,,,,
Quarterly Results,Net Profit,44,13,20,21,15,3,3,13,22,23,27,30,24,,,,,
Quarterly Results,EPS in Rs,20.21,6.08,9.02,9.67,7.05,1.58,1.28,5.83,8.52,8.90,10.70,11.72,9.33,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1021,,,,1180,,,,1123,,,,1466,889,751,,,
Profit & Loss,Expenses,907,,,,1052,,,,985,,,,1255,777,666,,,
Profit & Loss,Operating Profit,114,,,,128,,,,138,,,,211,112,85,,,
Profit & Loss,OPM %,11%,,,,11%,,,,12%,,,,14%,13%,11%,,,
Profit & Loss,Other Income,7,,,,13,,,,15,,,,18,7,9,,,
Profit & Loss,Interest,10,,,,17,,,,45,,,,38,8,9,,,
Profit & Loss,Depreciation,28,,,,29,,,,49,,,,55,28,27,,,
Profit & Loss,Profit before tax,83,,,,95,,,,59,,,,135,83,58,,,
Profit & Loss,Tax %,25%,,,,27%,,,,31%,,,,24%,24%,25%,,,
Profit & Loss,Net Profit,62,,,,69,,,,41,,,,103,64,44,,,
Profit & Loss,EPS in Rs,28.39,,,,31.82,,,,16.01,,,,40.51,29.17,19.94,,,
Profit & Loss,Dividend Payout %,7%,,,,6%,,,,19%,,,,7%,7%,10%,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,22,,,,22,,,,25,,,,25,22,22,,,
Balance Sheet,Reserves,552,,,,616,,,,1027,,,,1125,456,495,,,
Balance Sheet,Borrowings,358,,,,505,,,,399,,,,556,92,127,,,
Balance Sheet,Other Liabilities,163,,,,179,,,,174,,,,227,96,103,,,
Balance Sheet,Total Liabilities,1095,,,,1323,,,,1625,,,,1934,666,747,,,
Balance Sheet,Fixed Assets,300,,,,523,,,,780,,,,927,303,311,,,
Balance Sheet,CWIP,276,,,,235,,,,71,,,,51,2,17,,,
Balance Sheet,Investments,69,,,,55,,,,33,,,,40,83,72,,,
Balance Sheet,Other Assets,449,,,,510,,,,740,,,,916,277,346,,,
Balance Sheet,Total Assets,1095,,,,1323,,,,1625,,,,1934,666,747,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,65,,,,20,,,,43,,,,41,80,27,,,
Cash Flows,Cash from Investing Activity,-253,,,,-166,,,,-227,,,,-125,-72,-49,,,
Cash Flows,Cash from Financing Activity,208,,,,128,,,,223,,,,157,-23,23,,,
Cash Flows,Net Cash Flow,20,,,,-18,,,,39,,,,73,-15,1,,,
,,,,,,,,,,,,,,,,,,,
