Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,73.47%,73.47%,73.47%,73.47%,73.47%,73.47%,73.47%,73.47%,73.47%,73.47%,73.47%,73.47%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.39%,0.23%,0.36%,0.36%,0.15%,0.25%,0.11%,0.30%,0.34%,0.18%,0.18%,0.45%,,,,,,
Shareholding Pattern (Quarterly),DIIs,2.32%,2.31%,2.31%,7.12%,7.12%,6.36%,5.30%,5.14%,5.09%,5.63%,6.60%,6.60%,,,,,,
Shareholding Pattern (Quarterly),Government,0.00%,0.00%,0.04%,0.07%,0.07%,0.07%,0.07%,0.08%,0.08%,0.08%,0.08%,0.08%,,,,,,
Shareholding Pattern (Quarterly),Public,23.82%,24.00%,23.83%,18.98%,19.19%,19.86%,21.06%,21.01%,21.02%,20.65%,19.67%,19.40%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,55757,54699,51267,47832,47469,50174,49264,45571,45346,48625,46379,46265,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,73.47%,,,,73.47%,,,,73.47%,73.47%,73.47%,73.47%,73.47%,73.47%,73.47%
Shareholding Pattern (Yearly),FIIs,,,,0.36%,,,,0.30%,,,,0.45%,0.50%,0.86%,0.25%,0.02%,0.04%,0.22%
Shareholding Pattern (Yearly),DIIs,,,,7.12%,,,,5.14%,,,,6.60%,12.20%,8.56%,8.82%,7.23%,6.70%,2.31%
Shareholding Pattern (Yearly),Government,,,,0.07%,,,,0.08%,,,,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,,,,18.98%,,,,21.01%,,,,19.40%,13.83%,17.10%,17.46%,19.28%,19.78%,24.00%
Shareholding Pattern (Yearly),No. of Shareholders,,,,47832,,,,45571,,,,46265,46616,51525,52662,53465,54038,56661
,,,,,,,,,,,,,,,,,,,
