Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,639,706,720,781,792,812,802,818,870,894,864,920,953,,,,,
Quarterly Results,Expenses,550,622,639,691,705,719,702,707,752,781,757,798,824,,,,,
Quarterly Results,Operating Profit,89,85,80,90,88,93,100,110,117,113,107,123,129,,,,,
Quarterly Results,OPM %,14%,12%,11%,12%,11%,11%,13%,14%,13%,13%,12%,13%,14%,,,,,
Quarterly Results,Other Income,12,9,10,14,14,14,17,17,20,18,24,34,23,,,,,
Quarterly Results,Interest,5,10,10,10,7,4,7,8,6,5,7,15,10,,,,,
Quarterly Results,Depreciation,9,9,10,10,11,11,11,13,16,13,13,13,16,,,,,
Quarterly Results,Profit before tax,86,74,70,84,84,92,99,107,115,114,111,129,125,,,,,
Quarterly Results,Tax %,26%,26%,25%,26%,26%,26%,26%,26%,24%,26%,26%,25%,26%,,,,,
Quarterly Results,Net Profit,63,55,52,63,62,68,74,79,87,84,83,97,93,,,,,
Quarterly Results,EPS in Rs,12.57,11.27,10.66,12.78,12.68,13.87,15.00,16.32,17.54,17.49,17.00,19.86,18.70,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2192,,,,2999,,,,3301,,,,3631,,,,,
Profit & Loss,Expenses,1906,,,,2656,,,,2880,,,,3159,,,,,
Profit & Loss,Operating Profit,285,,,,343,,,,421,,,,472,,,,,
Profit & Loss,OPM %,13%,,,,11%,,,,13%,,,,13%,,,,,
Profit & Loss,Other Income,44,,,,47,,,,68,,,,99,,,,,
Profit & Loss,Interest,10,,,,38,,,,26,,,,36,,,,,
Profit & Loss,Depreciation,36,,,,40,,,,51,,,,56,,,,,
Profit & Loss,Profit before tax,284,,,,313,,,,412,,,,479,,,,,
Profit & Loss,Tax %,26%,,,,26%,,,,25%,,,,25%,,,,,
Profit & Loss,Net Profit,211,,,,232,,,,308,,,,357,,,,,
Profit & Loss,EPS in Rs,41.85,,,,47.39,,,,62.63,,,,72.99,,,,,
Profit & Loss,Dividend Payout %,12%,,,,53%,,,,57%,,,,66%,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,10,,,,10,,,,10,,,,10,,,,,
Balance Sheet,Reserves,1033,,,,1169,,,,1285,,,,1452,,,,,
Balance Sheet,Borrowings,390,,,,373,,,,365,,,,467,,,,,
Balance Sheet,Other Liabilities,399,,,,520,,,,749,,,,829,,,,,
Balance Sheet,Total Liabilities,1831,,,,2072,,,,2408,,,,2758,,,,,
Balance Sheet,Fixed Assets,273,,,,277,,,,368,,,,407,,,,,
Balance Sheet,CWIP,3,,,,3,,,,15,,,,2,,,,,
Balance Sheet,Investments,36,,,,88,,,,91,,,,89,,,,,
Balance Sheet,Other Assets,1519,,,,1703,,,,1935,,,,2260,,,,,
Balance Sheet,Total Assets,1831,,,,2072,,,,2408,,,,2758,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-24,,,,273,,,,341,,,,395,,,,,
Cash Flows,Cash from Investing Activity,-17,,,,30,,,,-51,,,,77,,,,,
Cash Flows,Cash from Financing Activity,98,,,,-202,,,,-238,,,,-150,,,,,
Cash Flows,Net Cash Flow,57,,,,102,,,,53,,,,323,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,56,,,,50,,,,55,,,,50,,,,,
Ratios,Inventory Days,152,,,,105,,,,106,,,,88,,,,,
Ratios,Days Payable,86,,,,87,,,,106,,,,97,,,,,
Ratios,Cash Conversion Cycle,121,,,,68,,,,55,,,,41,,,,,
Ratios,Working Capital Days,88,,,,63,,,,57,,,,46,,,,,
Ratios,ROCE %,,,,,23%,,,,26%,,,,28%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,72.02%,72.02%,72.02%,72.02%,72.00%,71.94%,71.94%,71.80%,71.76%,67.22%,67.14%,67.14%,,,,,
Shareholding Pattern (Quarterly),FIIs,,3.66%,3.64%,3.41%,3.57%,3.69%,4.42%,4.98%,7.08%,5.65%,7.07%,7.29%,7.52%,,,,,
Shareholding Pattern (Quarterly),DIIs,,7.00%,6.98%,7.03%,7.02%,6.40%,5.77%,4.03%,5.02%,5.87%,9.55%,9.59%,9.53%,,,,,
Shareholding Pattern (Quarterly),Government,,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,,,,,
Shareholding Pattern (Quarterly),Public,,17.02%,17.07%,17.24%,17.10%,17.58%,17.56%,18.78%,15.80%,16.42%,15.85%,15.67%,15.51%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,67494,64726,62220,60186,59100,58012,60822,57928,70211,74113,74675,85503,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,71.82%,,,,72.02%,,,,71.80%,,,,67.14%,69.86%,72.88%,72.73%,72.29%,71.99%
Shareholding Pattern (Yearly),FIIs,5.18%,,,,3.57%,,,,7.08%,,,,7.52%,4.35%,8.91%,9.27%,11.96%,11.31%
Shareholding Pattern (Yearly),DIIs,5.80%,,,,7.02%,,,,5.02%,,,,9.53%,11.10%,5.65%,5.59%,5.42%,6.22%
Shareholding Pattern (Yearly),Government,0.30%,,,,0.30%,,,,0.30%,,,,0.30%,0.30%,0.30%,0.00%,0.30%,0.30%
Shareholding Pattern (Yearly),Public,16.90%,,,,17.10%,,,,15.80%,,,,15.51%,14.39%,12.26%,12.40%,10.04%,10.18%
Shareholding Pattern (Yearly),No. of Shareholders,82342,,,,60186,,,,57928,,,,85503,58347,54951,53773,48498,50830
,,,,,,,,,,,,,,,,,,,
