Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Revenue,3021,2788,2825,3010,3275,3472,3606,3820,4164,4474,4929,5190,5622,,,,,,,
Quarterly Results,Interest,1032,1051,1020,1047,1091,1236,1335,1412,1447,1595,1807,1900,2111,,,,,,,
Quarterly Results,Expenses,636,624,596,715,829,847,805,872,1121,1226,1324,1405,1575,,,,,,,
Quarterly Results,Financing Profit,1353,1113,1208,1248,1355,1389,1467,1536,1596,1653,1798,1885,1936,,,,,,,
Quarterly Results,Financing Margin %,45%,40%,43%,41%,41%,40%,41%,40%,38%,37%,36%,36%,34%,,,,,,,
Quarterly Results,Other Income,20,16,17,21,23,37,26,23,16,19,29,32,31,,,,,,,
Quarterly Results,Depreciation,21,17,18,20,23,19,22,24,27,26,25,31,35,,,,,,,
Quarterly Results,Profit before tax,1352,1112,1207,1249,1355,1407,1470,1534,1585,1646,1802,1886,1932,,,,,,,
Quarterly Results,Tax %,26%,26%,25%,25%,26%,26%,26%,25%,25%,27%,27%,26%,25%,,,,,,,
Quarterly Results,Net Profit,1006,825,902,934,1009,1045,1095,1145,1182,1196,1321,1392,1444,,,,,,,
Quarterly Results,EPS in Rs,24.84,20.41,22.22,23.11,24.25,25.46,26.39,27.49,28.37,28.99,31.67,34.60,36.81,,,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,12186,,,,11898,,,,15062,,,,20214,4336,4936,5935,6714,7594,9684,11535
Profit & Loss,Interest,4268,,,,4225,,,,5452,,,,7412,2114,2288,2374,2132,2543,3180,4109
Profit & Loss,Expenses,2490,,,,2747,,,,3622,,,,5530,1110,1268,1554,1656,1747,2207,2259
Profit & Loss,Financing Profit,5428,,,,4926,,,,5988,,,,7272,1112,1381,2007,2927,3305,4298,5167
Profit & Loss,Financing Margin %,45%,,,,41%,,,,40%,,,,36%,26%,28%,34%,44%,44%,44%,45%
Profit & Loss,Other Income,52,,,,75,,,,101,,,,110,1,5,3,67,6,22,32
Profit & Loss,Depreciation,70,,,,78,,,,92,,,,116,84,59,52,52,52,59,67
Profit & Loss,Profit before tax,5410,,,,4923,,,,5996,,,,7266,1029,1327,1959,2942,3260,4260,5131
Profit & Loss,Tax %,25%,,,,25%,,,,26%,,,,26%,35%,38%,38%,37%,35%,26%,26%
Profit & Loss,Net Profit,4031,,,,3670,,,,4468,,,,5352,672,818,1200,1844,2103,3169,3819
Profit & Loss,EPS in Rs,100.08,,,,89.98,,,,107.71,,,,132.84,16.86,20.41,30.03,45.74,51.86,78.25,94.83
Profit & Loss,Dividend Payout %,20%,,,,24%,,,,22%,,,,20%,36%,29%,20%,22%,23%,19%,21%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,401,,,,401,,,,401,,,,401,398,399,399,400,401,401,401
Balance Sheet,Reserves,18384,,,,21264,,,,24706,,,,28965,4686,5223,6139,7457,9531,11428,15174
Balance Sheet,Borrowing,54569,,,,55804,,,,68274,,,,99383,19621,18854,22177,23891,30128,40952,50414
Balance Sheet,Other Liabilities,2946,,,,2664,,,,3072,,,,4110,2292,2918,3469,1925,1675,2085,2638
Balance Sheet,Total Liabilities,76300,,,,80134,,,,96453,,,,132860,26996,27395,32184,33672,41734,54867,68627
Balance Sheet,Fixed Assets,342,,,,386,,,,482,,,,682,269,235,257,251,259,314,327
Balance Sheet,CWIP,52,,,,67,,,,89,,,,13,7,11,10,6,23,29,39
Balance Sheet,Investments,523,,,,546,,,,712,,,,2401,20,49,97,177,211,630,809
Balance Sheet,Other Assets,75382,,,,79135,,,,95170,,,,129764,26700,27100,31820,33237,41241,53894,67453
Balance Sheet,Total Assets,76300,,,,80134,,,,96453,,,,132860,26996,27395,32184,33672,41734,54867,68627
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-1596,,,,-2804,,,,-13754,,,,-26376,-479,108,-2186,-1432,-4824,-4970,-7814
Cash Flows,Cash from Investing Activity,410,,,,180,,,,48,,,,-1376,21,-43,-177,-126,-162,-385,37
Cash Flows,Cash from Financing Activity,3445,,,,395,,,,11958,,,,29893,249,-1102,3027,824,6351,9193,9712
Cash Flows,Net Cash Flow,2260,,,,-2229,,,,-1749,,,,2140,-209,-1036,664,-734,1364,3838,1935
,,,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,23%,,,,18%,,,,18%,,,,20%,,15%,20%,25%,23%,29%,28%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,73.37%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,,,,,,,
