Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,201,225,241,251,269,282,295,305,315,331,348,354,355,,,,,,,
Quarterly Results,Expenses,150,167,184,191,213,215,226,227,238,223,226,230,236,,,,,,,
Quarterly Results,Operating Profit,51,57,56,61,56,67,69,78,77,108,122,124,119,,,,,,,
Quarterly Results,OPM %,26%,25%,23%,24%,21%,24%,23%,26%,24%,33%,35%,35%,34%,,,,,,,
Quarterly Results,Other Income,30,1,47,102,31,55,35,42,77,53,66,45,109,,,,,,,
Quarterly Results,Interest,1,1,3,2,2,2,2,2,2,2,2,2,2,,,,,,,
Quarterly Results,Depreciation,3,6,8,9,9,7,8,8,13,8,8,8,8,,,,,,,
Quarterly Results,Profit before tax,77,51,93,152,76,112,93,110,139,151,177,159,218,,,,,,,
Quarterly Results,Tax %,25%,8%,26%,26%,26%,26%,26%,25%,28%,25%,24%,24%,17%,,,,,,,
Quarterly Results,Net Profit,57,47,68,113,56,83,69,82,100,114,135,121,181,,,,,,,
Quarterly Results,EPS in Rs,9.39,7.63,11.18,18.43,9.12,13.57,11.57,13.65,16.61,19.01,22.52,20.16,30.08,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,753,,,,985,,,,1197,,,,1388,176,254,318,411,507,639,670
Profit & Loss,Expenses,458,,,,755,,,,906,,,,915,228,373,391,487,490,472,344
Profit & Loss,Operating Profit,296,,,,230,,,,291,,,,474,-52,-119,-74,-76,17,167,326
Profit & Loss,OPM %,39%,,,,23%,,,,24%,,,,34%,-29%,-47%,-23%,-19%,3%,26%,49%
Profit & Loss,Other Income,112,,,,181,,,,209,,,,272,23,8,14,19,41,69,87
Profit & Loss,Interest,5,,,,8,,,,9,,,,7,0,1,0,0,0,3,7
Profit & Loss,Depreciation,12,,,,31,,,,36,,,,33,3,4,5,3,4,21,16
Profit & Loss,Profit before tax,390,,,,371,,,,454,,,,706,-32,-115,-64,-60,54,211,389
Profit & Loss,Tax %,24%,,,,24%,,,,26%,,,,22%,0%,0%,0%,-191%,63%,30%,28%
Profit & Loss,Net Profit,298,,,,284,,,,334,,,,551,-32,-116,-64,55,20,147,280
Profit & Loss,EPS in Rs,48.71,,,,46.38,,,,55.68,,,,91.73,-17.43,-63.34,-35.16,27.38,3.50,25.50,46.09
Profit & Loss,Dividend Payout %,2%,,,,22%,,,,36%,,,,54%,0%,0%,0%,0%,0%,20%,16%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,31,,,,31,,,,60,,,,60,9,9,9,10,29,29,30
Balance Sheet,Reserves,1844,,,,2028,,,,1676,,,,2125,-152,-153,-399,-331,131,246,1581
Balance Sheet,Borrowings,56,,,,46,,,,41,,,,33,49,66,0,0,0,77,63
Balance Sheet,Other Liabilities,1019,,,,1338,,,,1672,,,,1912,196,268,611,864,661,771,837
Balance Sheet,Total Liabilities,2949,,,,3442,,,,3449,,,,4130,102,191,221,543,821,1123,2511
Balance Sheet,Fixed Assets,56,,,,553,,,,536,,,,515,6,10,9,8,9,86,65
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0,0,0,0
Balance Sheet,Investments,2722,,,,2784,,,,2746,,,,3453,60,125,136,311,607,901,2254
Balance Sheet,Other Assets,171,,,,106,,,,166,,,,161,36,56,76,223,204,136,192
Balance Sheet,Total Assets,2949,,,,3442,,,,3449,,,,4130,102,191,221,543,821,1123,2511
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,402,,,,476,,,,559,,,,623,7,-55,-1,179,255,261,322
Cash Flows,Cash from Investing Activity,-335,,,,-324,,,,162,,,,-486,-4,-75,-8,-165,-276,-233,-1338
Cash Flows,Cash from Financing Activity,-58,,,,-143,,,,-695,,,,-148,-0,133,7,15,14,-51,1038
