Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1334,1129,1226,1309,1292,1112,1113,1228,1188,1155,1118,1290,1265,,,,,,
Quarterly Results,Expenses,1271,1056,1130,1204,1197,1045,1038,1171,1138,1080,1067,1202,1172,,,,,,
Quarterly Results,Operating Profit,63,73,96,106,95,68,75,58,50,75,52,87,93,,,,,,
Quarterly Results,OPM %,5%,6%,8%,8%,7%,6%,7%,5%,4%,7%,5%,7%,7%,,,,,,
Quarterly Results,Other Income,17,7,18,10,20,20,6,43,22,11,15,13,38,,,,,,
Quarterly Results,Interest,11,7,10,15,12,12,14,20,18,16,17,19,18,,,,,,
Quarterly Results,Depreciation,18,17,19,17,22,23,27,30,30,32,35,36,41,,,,,,
Quarterly Results,Profit before tax,52,57,84,83,80,53,41,50,24,38,15,45,71,,,,,,
Quarterly Results,Tax %,26%,28%,26%,27%,35%,29%,33%,26%,-20%,27%,12%,27%,17%,,,,,,
Quarterly Results,Net Profit,39,41,62,61,52,37,27,37,29,28,13,33,59,,,,,,
Quarterly Results,EPS in Rs,3.42,3.74,5.24,5.31,4.52,3.23,2.37,3.25,2.54,2.44,1.12,2.89,5.12,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,4811,,,,4889,,,,4639,,,,4828,4590,4254,4697,6662,4985,4584
Profit & Loss,Expenses,4560,,,,4515,,,,4379,,,,4521,4326,4011,4414,6325,4780,4281
Profit & Loss,Operating Profit,250,,,,375,,,,260,,,,307,264,243,283,338,205,303
Profit & Loss,OPM %,5%,,,,8%,,,,6%,,,,6%,6%,6%,6%,5%,4%,7%
Profit & Loss,Other Income,55,,,,46,,,,82,,,,76,46,30,-26,65,46,95
Profit & Loss,Interest,70,,,,44,,,,63,,,,70,108,80,59,118,171,76
Profit & Loss,Depreciation,69,,,,74,,,,110,,,,144,27,30,34,44,74,75
Profit & Loss,Profit before tax,166,,,,303,,,,168,,,,170,174,163,164,241,7,246
Profit & Loss,Tax %,25%,,,,29%,,,,22%,,,,21%,38%,37%,49%,36%,244%,23%
Profit & Loss,Net Profit,124,,,,216,,,,131,,,,133,108,102,84,154,-10,189
Profit & Loss,EPS in Rs,11.19,,,,18.78,,,,11.38,,,,11.57,9.62,9.08,7.39,13.76,-0.82,16.64
Profit & Loss,Dividend Payout %,27%,,,,21%,,,,26%,,,,26%,26%,28%,43%,23%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,23,,,,23,,,,23,,,,23,20,20,20,20,23,23
Balance Sheet,Reserves,1709,,,,1884,,,,1418,,,,1702,734,843,916,1035,1326,1555
Balance Sheet,Borrowings,91,,,,101,,,,215,,,,243,899,647,723,1590,1084,548
Balance Sheet,Other Liabilities,2169,,,,2985,,,,2177,,,,2251,1305,1569,1806,2533,2135,2142
Balance Sheet,Total Liabilities,3992,,,,4993,,,,3833,,,,4219,2957,3078,3466,5179,4567,4268
Balance Sheet,Fixed Assets,754,,,,770,,,,916,,,,954,276,310,316,393,469,531
Balance Sheet,CWIP,44,,,,42,,,,63,,,,9,21,8,6,9,11,18
Balance Sheet,Investments,5,,,,47,,,,35,,,,233,77,72,8,11,13,5
Balance Sheet,Other Assets,3189,,,,4134,,,,2819,,,,3023,2583,2688,3136,4766,4075,3714
Balance Sheet,Total Assets,3992,,,,4993,,,,3833,,,,4219,2957,3078,3466,5179,4567,4268
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,914,,,,449,,,,354,,,,347,305,437,-103,-621,626,658
Cash Flows,Cash from Investing Activity,-70,,,,-88,,,,-449,,,,-195,-53,-90,36,-103,-41,-110
Cash Flows,Cash from Financing Activity,-771,,,,-139,,,,-133,,,,-146,-239,-368,64,713,-495,-604
Cash Flows,Net Cash Flow,73,,,,223,,,,-227,,,,6,13,-22,-3,-11,90,-56
