Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Quarterly Results,Sales,145,121,107,86,89,80,80,63,78,83,91,99,110,,,,,
Quarterly Results,Expenses,126,105,93,74,77,67,66,49,62,69,76,79,90,,,,,
Quarterly Results,Operating Profit,19,16,15,13,12,13,14,14,16,14,15,19,20,,,,,
Quarterly Results,OPM %,13%,13%,14%,15%,14%,16%,17%,23%,20%,17%,17%,19%,18%,,,,,
Quarterly Results,Other Income,1,0,0,0,1,1,0,0,0,0,1,0,1,,,,,
Quarterly Results,Interest,1,1,1,1,1,1,1,1,0,0,0,1,1,,,,,
Quarterly Results,Depreciation,1,1,1,1,1,1,1,2,2,2,2,2,2,,,,,
Quarterly Results,Profit before tax,18,15,13,11,11,12,12,12,14,12,14,17,18,,,,,
Quarterly Results,Tax %,24%,26%,21%,30%,20%,27%,22%,27%,25%,29%,24%,25%,32%,,,,,
Quarterly Results,Net Profit,14,11,10,8,9,8,9,9,10,8,10,13,12,,,,,
Quarterly Results,EPS in Rs,2.76,2.20,2.05,1.54,1.76,1.68,1.80,1.72,2.10,1.69,2.07,2.55,2.38,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,537,,,,404,,,,303,,,,382,225,266,,,
Profit & Loss,Expenses,452,,,,348,,,,246,,,,314,174,213,,,
Profit & Loss,Operating Profit,85,,,,56,,,,57,,,,68,51,53,,,
Profit & Loss,OPM %,16%,,,,14%,,,,19%,,,,18%,22%,20%,,,
Profit & Loss,Other Income,1,,,,1,,,,1,,,,2,1,2,,,
Profit & Loss,Interest,4,,,,4,,,,3,,,,2,3,2,,,
Profit & Loss,Depreciation,3,,,,4,,,,6,,,,8,3,3,,,
Profit & Loss,Profit before tax,79,,,,50,,,,49,,,,60,45,50,,,
Profit & Loss,Tax %,26%,,,,24%,,,,25%,,,,28%,25%,26%,,,
Profit & Loss,Net Profit,59,,,,38,,,,36,,,,43,34,37,,,
Profit & Loss,EPS in Rs,11.73,,,,7.55,,,,7.30,,,,8.69,6.79,7.32,,,
Profit & Loss,Dividend Payout %,3%,,,,11%,,,,27%,,,,46%,15%,11%,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,5,,,,5,,,,5,,,,5,5,5,,,
Balance Sheet,Reserves,212,,,,246,,,,275,,,,296,124,156,,,
Balance Sheet,Borrowings,90,,,,52,,,,20,,,,66,34,31,,,
Balance Sheet,Other Liabilities,44,,,,29,,,,24,,,,29,24,34,,,
Balance Sheet,Total Liabilities,352,,,,331,,,,325,,,,396,186,226,,,
Balance Sheet,Fixed Assets,47,,,,55,,,,133,,,,134,40,38,,,
Balance Sheet,CWIP,37,,,,68,,,,4,,,,4,6,8,,,
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,,,
Balance Sheet,Other Assets,268,,,,207,,,,187,,,,258,141,179,,,
Balance Sheet,Total Assets,352,,,,331,,,,325,,,,396,186,226,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-21,,,,96,,,,63,,,,-5,28,11,,,
Cash Flows,Cash from Investing Activity,-30,,,,-41,,,,-12,,,,-7,-12,-3,,,
Cash Flows,Cash from Financing Activity,53,,,,-47,,,,-40,,,,19,-24,-8,,,
Cash Flows,Net Cash Flow,1,,,,7,,,,12,,,,8,-8,0,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,102,,,,91,,,,106,,,,123,124,130,,,
Ratios,Inventory Days,67,,,,75,,,,108,,,,115,102,93,,,
Ratios,Days Payable,34,,,,28,,,,31,,,,29,53,63,,,
Ratios,Cash Conversion Cycle,135,,,,138,,,,184,,,,209,173,159,,,
Ratios,Working Capital Days,152,,,,156,,,,187,,,,194,175,187,,,
Ratios,ROCE %,33%,,,,18%,,,,17%,,,,19%,,29%,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,64.27%,64.28%,64.28%,64.28%,64.28%,64.28%,64.28%,64.28%,64.28%,64.28%,64.28%,64.28%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.34%,0.20%,0.08%,0.09%,0.08%,0.07%,0.07%,0.08%,0.14%,0.11%,0.10%,0.11%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.11%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,
Shareholding Pattern (Quarterly),Public,,35.27%,35.51%,35.63%,35.63%,35.64%,35.66%,35.65%,35.64%,35.60%,35.62%,35.63%,35.62%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,21128,21972,21341,20508,19929,18432,17814,18808,17114,16894,16646,16309,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,64.27%,,,,64.28%,,,,64.28%,,,,64.28%,64.27%,64.27%,64.27%,64.27%,64.27%
Shareholding Pattern (Yearly),FIIs,0.37%,,,,0.09%,,,,0.08%,,,,0.11%,0.15%,0.26%,0.10%,0.55%,0.10%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.19%,0.00%,0.06%,0.30%,0.07%
Shareholding Pattern (Yearly),Public,35.36%,,,,35.63%,,,,35.64%,,,,35.62%,35.39%,35.47%,35.57%,34.88%,35.55%
Shareholding Pattern (Yearly),No. of Shareholders,20626,,,,20508,,,,18808,,,,16309,10974,14169,10289,12561,11412
,,,,,,,,,,,,,,,,,,,
