Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Revenue,19090,19144,20588,22808,24305,25673,26858,27852,28682,29145,30447,31895,32523,,,,,,,,
Quarterly Results,Interest,11497,11443,12172,13513,14690,16064,16820,17444,18206,18536,19790,20738,21640,,,,,,,,
Quarterly Results,Expenses,9384,9523,10493,11578,10813,10990,10259,9449,9831,8473,8592,7494,9142,,,,,,,,
Quarterly Results,Financing Profit,-1791,-1822,-2077,-2282,-1197,-1381,-221,959,646,2136,2065,3663,1742,,,,,,,,
Quarterly Results,Financing Margin %,-9%,-10%,-10%,-10%,-5%,-5%,-1%,3%,2%,7%,7%,11%,5%,,,,,,,,
Quarterly Results,Other Income,2261,2384,2704,3325,3827,3360,2999,2676,4294,3615,4664,3392,4776,,,,,,,,
Quarterly Results,Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Quarterly Results,Profit before tax,470,562,626,1043,2630,1979,2778,3634,4940,5751,6729,7055,6518,,,,,,,,
Quarterly Results,Tax %,48%,46%,42%,37%,34%,39%,36%,38%,37%,35%,34%,34%,29%,,,,,,,,
Quarterly Results,Net Profit,348,271,496,715,1876,1363,1990,2441,3363,3991,4739,4811,5011,,,,,,,,
Quarterly Results,EPS in Rs,0.31,0.26,0.45,0.64,1.69,1.22,1.81,2.21,3.04,3.61,4.10,4.18,4.34,,,,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
