Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,377,389,400,420,399,409,455,404,484,464,533,491,614,,,,,
Quarterly Results,Expenses,329,330,357,368,367,354,366,314,393,370,423,378,481,,,,,
Quarterly Results,Operating Profit,48,59,43,52,32,55,89,90,91,94,110,113,133,,,,,
Quarterly Results,OPM %,13%,15%,11%,12%,8%,13%,20%,22%,19%,20%,21%,23%,22%,,,,,
Quarterly Results,Other Income,21,4,9,6,3,6,7,6,8,3,4,2,15,,,,,
Quarterly Results,Interest,8,10,15,20,23,24,25,24,25,22,22,22,23,,,,,
Quarterly Results,Depreciation,20,22,26,30,31,31,31,32,30,32,32,32,35,,,,,
Quarterly Results,Profit before tax,41,30,11,8,-19,6,40,39,44,43,61,61,90,,,,,
Quarterly Results,Tax %,26%,26%,30%,31%,-21%,30%,25%,26%,28%,27%,26%,27%,29%,,,,,
Quarterly Results,Net Profit,30,22,8,6,-15,5,30,29,32,31,45,44,64,,,,,
Quarterly Results,EPS in Rs,7.65,5.72,2.02,1.44,-3.50,1.18,7.80,7.36,7.93,8.02,11.42,11.37,17.01,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1404,,,,1608,,,,1752,,,,2101,597,1024,1341,1324,1277
Profit & Loss,Expenses,1209,,,,1420,,,,1423,,,,1648,525,894,1128,1104,1067
Profit & Loss,Operating Profit,195,,,,188,,,,329,,,,454,72,130,213,221,210
Profit & Loss,OPM %,14%,,,,12%,,,,19%,,,,22%,12%,13%,16%,17%,16%
Profit & Loss,Other Income,38,,,,21,,,,26,,,,21,10,16,14,66,43
Profit & Loss,Interest,25,,,,70,,,,102,,,,88,20,24,29,38,24
Profit & Loss,Depreciation,75,,,,108,,,,123,,,,132,27,43,47,57,71
Profit & Loss,Profit before tax,133,,,,31,,,,130,,,,255,36,79,152,193,158
Profit & Loss,Tax %,27%,,,,31%,,,,27%,,,,27%,24%,32%,38%,24%,26%
Profit & Loss,Net Profit,97,,,,21,,,,95,,,,185,27,53,94,146,117
Profit & Loss,EPS in Rs,24.91,,,,5.68,,,,24.27,,,,47.83,7.21,14.19,24.10,37.35,29.90
Profit & Loss,Dividend Payout %,8%,,,,0%,,,,8%,,,,10%,14%,11%,10%,4%,7%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,39,,,,39,,,,39,,,,39,38,38,39,39,39
Balance Sheet,Reserves,773,,,,790,,,,885,,,,1064,406,451,537,573,683
Balance Sheet,Borrowings,933,,,,1079,,,,1008,,,,1143,321,330,491,510,538
Balance Sheet,Other Liabilities,431,,,,483,,,,410,,,,544,174,235,359,262,280
Balance Sheet,Total Liabilities,2176,,,,2391,,,,2343,,,,2791,939,1053,1426,1384,1540
Balance Sheet,Fixed Assets,704,,,,1017,,,,1034,,,,1170,388,437,498,598,598
Balance Sheet,CWIP,373,,,,100,,,,99,,,,127,24,49,95,30,175
Balance Sheet,Investments,12,,,,7,,,,40,,,,8,1,3,0,1,0
Balance Sheet,Other Assets,1087,,,,1268,,,,1169,,,,1485,527,564,833,754,768
Balance Sheet,Total Assets,2176,,,,2391,,,,2343,,,,2791,939,1053,1426,1384,1540
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,5,,,,49,,,,354,,,,281,17,107,21,216,149
Cash Flows,Cash from Investing Activity,-321,,,,-133,,,,-180,,,,-294,80,-81,-139,-176,-242
Cash Flows,Cash from Financing Activity,333,,,,72,,,,-171,,,,39,-89,-20,122,28,23
Cash Flows,Net Cash Flow,17,,,,-12,,,,4,,,,26,7,5,4,68,-69
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,69,,,,67,,,,72,,,,68,106,82,90,63,68
Ratios,Inventory Days,279,,,,311,,,,245,,,,254,236,132,162,152,170
Ratios,Days Payable,138,,,,114,,,,105,,,,130,115,85,95,69,83
Ratios,Cash Conversion Cycle,209,,,,264,,,,212,,,,193,227,129,157,146,155
Ratios,Working Capital Days,159,,,,166,,,,151,,,,145,162,97,117,105,123
Ratios,ROCE %,10%,,,,6%,,,,12%,,,,16%,,13%,18%,17%,13%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.05%,74.05%,74.05%,74.05%,74.05%,74.05%,74.05%,74.05%,74.05%,74.05%,74.05%,74.05%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.53%,0.46%,0.57%,0.90%,0.99%,0.97%,0.96%,0.62%,0.48%,0.43%,0.48%,0.40%,,,,,
Shareholding Pattern (Quarterly),DIIs,,3.55%,3.61%,3.60%,3.75%,3.53%,3.37%,3.39%,3.37%,2.84%,2.49%,2.09%,1.95%,,,,,
Shareholding Pattern (Quarterly),Public,,21.87%,21.88%,21.79%,21.32%,21.43%,21.62%,21.59%,21.95%,22.62%,23.02%,23.38%,23.62%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,21771,21187,20601,19977,19437,18224,17702,16821,17029,16372,18131,16721,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.05%,,,,74.05%,,,,74.05%,,,,74.05%,75.00%,75.00%,74.06%,74.06%,74.06%
Shareholding Pattern (Yearly),FIIs,0.51%,,,,0.90%,,,,0.62%,,,,0.40%,1.54%,1.48%,1.14%,0.48%,0.30%
Shareholding Pattern (Yearly),DIIs,3.65%,,,,3.75%,,,,3.37%,,,,1.95%,1.28%,1.25%,1.21%,1.34%,2.27%
Shareholding Pattern (Yearly),Public,21.79%,,,,21.32%,,,,21.95%,,,,23.62%,22.19%,22.27%,23.59%,24.12%,23.38%
Shareholding Pattern (Yearly),No. of Shareholders,25381,,,,19977,,,,16821,,,,16721,5239,6329,6659,9836,11454
,,,,,,,,,,,,,,,,,,,
