Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,37.86,35.23,44.64,41.88,45.44,36.76,38.79,29.54,26.52,21.18,25.71,29.58,35.93,,,,,,
Quarterly Results,Expenses,37.35,35.19,42.88,41.28,45.69,36.26,39.03,29.05,25.67,20.71,26.63,30.33,35.19,,,,,,
Quarterly Results,Operating Profit,0.51,0.04,1.76,0.60,-0.25,0.50,-0.24,0.49,0.85,0.47,-0.92,-0.75,0.74,,,,,,
Quarterly Results,OPM %,1.35%,0.11%,3.94%,1.43%,-0.55%,1.36%,-0.62%,1.66%,3.21%,2.22%,-3.58%,-2.54%,2.06%,,,,,,
Quarterly Results,Other Income,2.20,0.82,-0.24,0.35,1.81,0.19,0.18,0.21,0.71,0.11,0.89,0.92,-0.07,,,,,,
Quarterly Results,Interest,1.82,0.86,0.99,1.12,1.48,1.12,0.81,1.02,1.03,0.72,0.86,0.89,0.99,,,,,,
Quarterly Results,Depreciation,0.63,0.43,0.43,0.43,0.44,0.36,0.36,0.36,0.39,0.29,0.31,0.31,0.30,,,,,,
Quarterly Results,Profit before tax,0.26,-0.43,0.10,-0.60,-0.36,-0.79,-1.23,-0.68,0.14,-0.43,-1.20,-1.03,-0.62,,,,,,
Quarterly Results,Tax %,19.23%,0.00%,30.00%,-8.33%,58.33%,-16.46%,-22.76%,-38.24%,21.43%,-6.98%,-15.00%,-44.66%,-25.81%,,,,,,
Quarterly Results,Net Profit,0.02,-0.39,0.08,-0.47,-0.67,-0.66,-0.96,-0.42,0.13,-0.41,-1.02,-0.57,-0.42,,,,,,
Quarterly Results,EPS in Rs,0.01,-0.27,0.06,-0.33,-0.47,-0.46,-0.68,-0.30,0.09,-0.29,-0.72,-0.40,-0.30,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,167,,,,167,,,,132,,,,112,136,153,157,191,175,149
Profit & Loss,Expenses,162,,,,165,,,,130,,,,113,123,141,147,182,167,142
Profit & Loss,Operating Profit,5,,,,2,,,,2,,,,-0,12,11,11,9,8,7
Profit & Loss,OPM %,3%,,,,1%,,,,1%,,,,-0%,9%,8%,7%,5%,4%,5%
Profit & Loss,Other Income,3,,,,3,,,,1,,,,2,2,2,2,4,3,2
Profit & Loss,Interest,5,,,,4,,,,4,,,,3,7,7,8,9,7,6
Profit & Loss,Depreciation,3,,,,2,,,,1,,,,1,4,4,4,4,3,2
Profit & Loss,Profit before tax,0,,,,-1,,,,-3,,,,-3,3,2,1,1,0,1
Profit & Loss,Tax %,22%,,,,15%,,,,-25%,,,,-25%,31%,1%,59%,-13%,-93%,35%
Profit & Loss,Net Profit,0,,,,-1,,,,-2,,,,-2,2,2,0,1,-0,1
Profit & Loss,EPS in Rs,0.08,,,,-1.01,,,,-1.35,,,,-1.71,1.53,1.37,0.31,0.49,-0.04,0.49
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,65%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,14,,,,14,,,,14,,,,14,14,14,14,14,14,14
Balance Sheet,Reserves,124,,,,166,,,,259,,,,162,15,36,54,21,19,39
Balance Sheet,Borrowings,52,,,,56,,,,52,,,,62,64,69,67,61,51,51
Balance Sheet,Other Liabilities,9,,,,5,,,,4,,,,4,14,6,8,14,10,8
Balance Sheet,Total Liabilities,199,,,,242,,,,330,,,,242,107,124,143,110,93,112
Balance Sheet,Fixed Assets,23,,,,21,,,,20,,,,19,28,31,33,30,27,25
Balance Sheet,CWIP,0,,,,0,,,,0,,,,1,2,4,0,0,0,0
