Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,35.06,26.54,40.32,60.84,40.89,51.37,56.18,56.64,59.62,54.95,45.37,41.51,41.50,,,,,
Quarterly Results,Expenses,30.39,23.65,32.30,46.02,33.03,40.21,44.75,46.13,46.44,43.23,37.36,38.92,37.65,,,,,
Quarterly Results,Operating Profit,4.67,2.89,8.02,14.82,7.86,11.16,11.43,10.51,13.18,11.72,8.01,2.59,3.85,,,,,
Quarterly Results,OPM %,13.32%,10.89%,19.89%,24.36%,19.22%,21.72%,20.35%,18.56%,22.11%,21.33%,17.65%,6.24%,9.28%,,,,,
Quarterly Results,Other Income,0.49,0.39,0.29,0.47,0.22,1.61,1.68,2.42,0.69,0.33,0.53,1.70,0.30,,,,,
Quarterly Results,Interest,0.17,0.23,0.30,0.25,0.22,0.30,0.22,0.29,0.40,0.22,0.13,0.28,0.36,,,,,
Quarterly Results,Depreciation,0.89,0.96,0.98,1.15,1.40,1.17,1.57,2.29,1.73,1.31,1.80,2.23,2.73,,,,,
Quarterly Results,Profit before tax,4.10,2.09,7.03,13.89,6.46,11.30,11.32,10.35,11.74,10.52,6.61,1.78,1.06,,,,,
Quarterly Results,Tax %,18.29%,-26.79%,31.01%,25.99%,20.28%,20.09%,15.19%,6.38%,11.24%,13.69%,25.72%,101.12%,-14.15%,,,,,
Quarterly Results,Net Profit,3.35,2.65,4.84,10.29,5.16,9.03,9.59,9.68,10.41,9.07,4.89,-0.02,1.22,,,,,
Quarterly Results,EPS in Rs,0.66,0.52,0.96,2.01,0.82,1.39,1.48,1.46,1.62,1.37,0.73,0.00,0.18,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,105,,,,169,,,,224,,,,183,78,92,121,99,60
Profit & Loss,Expenses,96,,,,135,,,,177,,,,157,72,81,105,92,58
Profit & Loss,Operating Profit,9,,,,33,,,,46,,,,26,6,11,16,8,2
Profit & Loss,OPM %,9%,,,,20%,,,,21%,,,,14%,8%,12%,13%,8%,3%
Profit & Loss,Other Income,1,,,,1,,,,6,,,,3,1,0,1,1,1
Profit & Loss,Interest,1,,,,1,,,,1,,,,1,1,0,1,1,1
Profit & Loss,Depreciation,3,,,,5,,,,7,,,,8,0,1,2,4,4
Profit & Loss,Profit before tax,6,,,,29,,,,45,,,,20,6,10,13,4,-3
Profit & Loss,Tax %,23%,,,,22%,,,,13%,,,,24%,33%,39%,27%,47%,-13%
Profit & Loss,Net Profit,5,,,,23,,,,39,,,,15,4,6,10,2,-2
Profit & Loss,EPS in Rs,0.90,,,,3.54,,,,5.91,,,,2.26,3.24,3.53,5.78,0.45,-0.46
Profit & Loss,Dividend Payout %,11%,,,,42%,,,,8%,,,,0%,0%,0%,3%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,10,,,,13,,,,13,,,,13,2,3,3,10,10
Balance Sheet,Reserves,25,,,,77,,,,115,,,,127,9,18,28,23,21
Balance Sheet,Borrowings,3,,,,3,,,,13,,,,17,0,2,3,4,5
Balance Sheet,Other Liabilities,42,,,,35,,,,49,,,,44,14,16,17,23,26
Balance Sheet,Total Liabilities,80,,,,128,,,,190,,,,202,26,40,51,61,62
Balance Sheet,Fixed Assets,15,,,,21,,,,21,,,,38,2,3,13,13,15
Balance Sheet,CWIP,1,,,,2,,,,19,,,,22,0,4,1,0,1
Balance Sheet,Investments,0,,,,11,,,,6,,,,3,0,0,0,0,0
Balance Sheet,Other Assets,64,,,,95,,,,144,,,,138,24,33,37,47,46
Balance Sheet,Total Assets,80,,,,128,,,,190,,,,202,26,40,51,61,62
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,6,,,,-14,,,,6,,,,32,0,2,6,3,3
Cash Flows,Cash from Investing Activity,-3,,,,-10,,,,-20,,,,-25,0,-6,-9,-3,-1
Cash Flows,Cash from Financing Activity,-3,,,,30,,,,9,,,,-4,0,5,0,0,-1
Cash Flows,Net Cash Flow,-1,,,,7,,,,-5,,,,3,0,2,-2,-0,1
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,86,,,,68,,,,140,,,,138,64,70,57,93,106
Ratios,Inventory Days,124,,,,152,,,,129,,,,171,39,42,57,86,160
Ratios,Days Payable,136,,,,68,,,,94,,,,88,70,66,56,94,148
Ratios,Cash Conversion Cycle,73,,,,152,,,,175,,,,221,33,46,58,86,118
Ratios,Working Capital Days,80,,,,118,,,,152,,,,177,38,46,58,84,126
Ratios,ROCE %,18%,,,,46%,,,,39%,,,,14%,,57%,48%,13%,-4%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,72.66%,72.66%,72.66%,56.80%,56.80%,56.80%,56.09%,56.09%,56.09%,55.28%,55.28%,55.28%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.49%,0.85%,0.19%,0.37%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,
Shareholding Pattern (Quarterly),Public,,26.38%,26.38%,26.38%,42.64%,42.88%,43.20%,42.67%,43.40%,42.92%,42.35%,43.72%,43.54%,,,,,
Shareholding Pattern (Quarterly),Others,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%,0.81%,0.81%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,705,1105,2290,3237,4539,8127,15283,16249,18253,28712,25179,25162,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.36%,,,,56.80%,,,,56.09%,,,,55.28%,,73.36%,73.36%,73.36%,73.36%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.01%,,,,0.37%,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.24%,,,,0.00%,,,,0.00%,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,26.63%,,,,42.64%,,,,43.40%,,,,43.54%,,26.64%,26.65%,26.64%,26.64%
Shareholding Pattern (Yearly),Others,0.00%,,,,0.00%,,,,0.00%,,,,0.81%,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),No. of Shareholders,707,,,,3237,,,,16249,,,,25162,,143,175,215,188
,,,,,,,,,,,,,,,,,,,
