Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,597,459,401,321,390,332,330,339,394,422,429,443,451,,,,,,,,
Quarterly Results,Expenses,544,409,369,296,363,310,307,315,368,388,396,399,404,,,,,,,,
Quarterly Results,Operating Profit,54,50,32,25,27,22,23,24,25,34,33,44,47,,,,,,,,
Quarterly Results,OPM %,9%,11%,8%,8%,7%,7%,7%,7%,6%,8%,8%,10%,10%,,,,,,,,
Quarterly Results,Other Income,3,4,2,2,4,9,6,5,5,2,5,1,2,,,,,,,,
Quarterly Results,Interest,6,12,7,10,12,13,13,12,16,21,20,20,21,,,,,,,,
Quarterly Results,Depreciation,12,12,12,14,15,15,14,15,17,17,17,17,17,,,,,,,,
Quarterly Results,Profit before tax,38,29,14,3,5,3,2,2,-2,-1,1,8,12,,,,,,,,
Quarterly Results,Tax %,24%,23%,28%,11%,39%,31%,26%,49%,-200%,-19%,124%,34%,-25%,,,,,,,,
Quarterly Results,Net Profit,29,23,10,2,3,2,1,1,2,-1,-0,5,14,,,,,,,,
Quarterly Results,EPS in Rs,2.52,1.95,0.84,0.19,0.22,0.18,0.10,0.08,0.16,-0.09,-0.02,0.43,1.15,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2055,,,,1574,,,,1395,,,,1745,960,1043,908,1233,1142,1424,1375,1226
Profit & Loss,Expenses,1835,,,,1441,,,,1284,,,,1586,770,859,758,1007,946,1187,1237,1140
Profit & Loss,Operating Profit,220,,,,133,,,,111,,,,159,189,184,150,226,196,236,138,87
Profit & Loss,OPM %,11%,,,,8%,,,,8%,,,,9%,20%,18%,16%,18%,17%,17%,10%,7%
Profit & Loss,Other Income,-2,,,,12,,,,9,,,,11,-70,5,19,15,8,13,10,16
Profit & Loss,Interest,29,,,,41,,,,54,,,,82,47,27,12,9,5,9,19,17
Profit & Loss,Depreciation,47,,,,53,,,,60,,,,69,25,22,26,29,12,21,28,30
Profit & Loss,Profit before tax,142,,,,51,,,,5,,,,19,47,139,131,204,186,219,101,55
Profit & Loss,Tax %,31%,,,,25%,,,,-37%,,,,4%,35%,34%,34%,35%,33%,35%,15%,28%
Profit & Loss,Net Profit,99,,,,38,,,,6,,,,18,30,92,86,133,122,141,86,40
Profit & Loss,EPS in Rs,8.51,,,,3.03,,,,0.51,,,,1.47,2.76,8.41,7.88,12.18,10.03,11.72,7.12,3.43
Profit & Loss,Dividend Payout %,9%,,,,3%,,,,0%,,,,0%,0%,0%,8%,7%,8%,7%,11%,23%
,,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,24,,,,25,,,,25,,,,25,22,22,22,22,24,24,24,24
