Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2021,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Quarterly Results,Sales,28.46,17.12,18.08,15.30,12.61,15.70,24.32,21.75,17.72,17.93,20.79,20.52,23.32,,,,,
Quarterly Results,Expenses,32.37,25.72,27.30,23.85,16.31,19.61,25.42,25.12,27.25,19.85,24.20,22.02,24.58,,,,,
Quarterly Results,Operating Profit,-3.91,-8.60,-9.22,-8.55,-3.70,-3.91,-1.10,-3.37,-9.53,-1.92,-3.41,-1.50,-1.26,,,,,
Quarterly Results,OPM %,-13.74%,-50.23%,-51.00%,-55.88%,-29.34%,-24.90%,-4.52%,-15.49%,-53.78%,-10.71%,-16.40%,-7.31%,-5.40%,,,,,
Quarterly Results,Other Income,0.18,0.03,0.40,0.45,0.03,0.05,0.09,0.16,0.65,0.07,0.20,0.03,0.62,,,,,
Quarterly Results,Interest,0.84,0.62,0.63,0.75,0.18,0.17,0.19,0.21,0.27,0.16,0.32,0.28,0.26,,,,,
Quarterly Results,Depreciation,1.95,1.98,2.28,2.33,0.44,0.44,0.44,0.43,0.46,0.40,0.43,0.38,0.39,,,,,
Quarterly Results,Profit before tax,-6.52,-11.17,-11.73,-11.18,-4.29,-4.47,-1.64,-3.85,-9.61,-2.41,-3.96,-2.13,-1.29,,,,,
Quarterly Results,Tax %,-8.90%,-15.85%,-32.82%,-15.21%,0.00%,0.00%,0.00%,0.78%,0.00%,0.00%,0.00%,0.00%,13.95%,,,,,
Quarterly Results,Net Profit,-5.93,-9.40,-7.87,-9.48,-4.29,-4.47,-1.64,-3.88,-9.61,-2.41,-3.96,-2.13,-1.46,,,,,
Quarterly Results,EPS in Rs,-1.37,-2.63,-1.79,-1.92,-1.64,-1.71,-0.62,-1.48,-3.66,-0.92,-1.51,-0.81,-0.50,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,91.18,,,,63.20,,,,79.49,,,,82.56,77.25,,,,
Profit & Loss,Expenses,105.43,,,,92.93,,,,97.40,,,,90.60,76.68,,,,
Profit & Loss,Operating Profit,-14.25,,,,-29.73,,,,-17.91,,,,-8.04,0.57,,,,
Profit & Loss,OPM %,-15.63%,,,,-47.04%,,,,-22.53%,,,,-9.74%,0.74%,,,,
Profit & Loss,Other Income,0.80,,,,0.57,,,,0.96,,,,0.88,0.68,,,,
Profit & Loss,Interest,3.10,,,,2.18,,,,0.84,,,,1.03,3.10,,,,
Profit & Loss,Depreciation,7.35,,,,7.03,,,,1.77,,,,1.60,7.14,,,,
Profit & Loss,Profit before tax,-23.90,,,,-38.37,,,,-19.56,,,,-9.79,-8.99,,,,
Profit & Loss,Tax %,-19.21%,,,,-19.08%,,,,0.15%,,,,1.84%,115.46%,,,,
Profit & Loss,Net Profit,-19.31,,,,-31.04,,,,-19.59,,,,-9.97,-19.38,,,,
Profit & Loss,EPS in Rs,-4.31,,,,-7.97,,,,-7.46,,,,-3.38,-7.40,,,,
Profit & Loss,Dividend Payout %,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,24.70,,,,24.70,,,,26.25,,,,29.46,24.70,,,,
Balance Sheet,Reserves,62.79,,,,49.25,,,,39.34,,,,68.65,54.45,,,,
Balance Sheet,Borrowings,25.26,,,,6.51,,,,5.64,,,,7.58,31.38,,,,
Balance Sheet,Other Liabilities,83.16,,,,29.14,,,,19.21,,,,18.00,51.55,,,,
Balance Sheet,Total Liabilities,195.91,,,,109.60,,,,90.44,,,,123.69,162.08,,,,
Balance Sheet,Fixed Assets,110.01,,,,15.01,,,,13.67,,,,13.98,107.56,,,,
Balance Sheet,CWIP,15.11,,,,0.00,,,,0.00,,,,0.00,0.83,,,,
Balance Sheet,Investments,0.06,,,,64.03,,,,42.91,,,,73.55,0.02,,,,
Balance Sheet,Other Assets,70.73,,,,30.56,,,,33.86,,,,36.16,53.67,,,,
Balance Sheet,Total Assets,195.91,,,,109.60,,,,90.44,,,,123.69,162.08,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-37.44,,,,-14.49,,,,-9.68,,,,2.52,4.46,,,,
Cash Flows,Cash from Investing Activity,-24.91,,,,0.49,,,,0.18,,,,-45.97,-5.13,,,,
Cash Flows,Cash from Financing Activity,64.07,,,,11.41,,,,9.60,,,,43.36,1.16,,,,
Cash Flows,Net Cash Flow,1.72,,,,-2.58,,,,0.10,,,,-0.08,0.49,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,70.69,,,,73.64,,,,74.94,,,,88.38,64.73,,,,
Ratios,Inventory Days,156.51,,,,79.89,,,,60.49,,,,62.10,177.86,,,,
Ratios,Days Payable,159.24,,,,165.21,,,,97.25,,,,91.94,233.26,,,,
Ratios,Cash Conversion Cycle,67.96,,,,-11.69,,,,38.18,,,,58.54,9.34,,,,
Ratios,Working Capital Days,94.51,,,,-3.35,,,,57.81,,,,70.74,-4.77,,,,
Ratios,ROCE %,-15.50%,,,,-30.45%,,,,-24.70%,,,,-9.90%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,66.41%,66.41%,66.41%,66.41%,66.41%,63.59%,63.59%,63.59%,63.59%,63.59%,59.06%,52.62%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.01%,0.05%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,2.46%,3.86%,3.86%,3.86%,3.86%,3.86%,10.38%,,,,,
Shareholding Pattern (Quarterly),Public,,33.59%,33.58%,33.59%,33.59%,33.58%,33.94%,32.56%,32.55%,32.55%,32.53%,37.08%,36.95%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,11104,10524,10410,10709,11216,10686,10028,11432,11543,11282,10521,10537,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,66.41%,,,,66.41%,,,,63.59%,,,,52.62%,66.41%,60.62%,60.62%,60.62%,66.41%
