Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,758,644,768,786,994,808,910,854,917,790,891,944,1018,,,,,
Quarterly Results,Expenses,508,472,552,555,680,596,656,622,600,620,646,660,674,,,,,
Quarterly Results,Operating Profit,250,173,216,231,314,212,254,232,317,170,245,284,344,,,,,
Quarterly Results,OPM %,33%,27%,28%,29%,32%,26%,28%,27%,35%,22%,27%,30%,34%,,,,,
Quarterly Results,Other Income,15,16,15,17,23,24,14,26,16,50,16,18,19,,,,,
Quarterly Results,Interest,6,9,12,14,10,10,13,11,13,12,13,12,16,,,,,
Quarterly Results,Depreciation,80,86,90,95,96,102,105,108,111,107,111,109,106,,,,,
Quarterly Results,Profit before tax,179,93,130,140,231,123,151,138,209,101,137,181,240,,,,,
Quarterly Results,Tax %,17%,20%,22%,22%,23%,24%,23%,19%,10%,25%,23%,27%,24%,,,,,
Quarterly Results,Net Profit,148,74,102,110,179,93,116,112,189,76,106,131,183,,,,,
Quarterly Results,EPS in Rs,3.69,1.84,2.54,2.73,4.45,2.32,2.90,2.77,4.69,1.88,2.64,3.26,4.55,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2604,,,,3193,,,,3489,,,,3642,1423,1826,2012,2184,
Profit & Loss,Expenses,1806,,,,2251,,,,2472,,,,2598,949,1289,1394,1507,
Profit & Loss,Operating Profit,798,,,,942,,,,1017,,,,1045,474,537,618,678,
Profit & Loss,OPM %,31%,,,,30%,,,,29%,,,,29%,33%,29%,31%,31%,
Profit & Loss,Other Income,20,,,,63,,,,77,,,,101,53,75,153,94,
Profit & Loss,Interest,24,,,,45,,,,47,,,,53,23,32,35,28,
Profit & Loss,Depreciation,310,,,,366,,,,426,,,,433,131,164,219,274,
Profit & Loss,Profit before tax,484,,,,594,,,,621,,,,660,372,415,517,469,
Profit & Loss,Tax %,18%,,,,22%,,,,18%,,,,25%,18%,20%,20%,14%,
Profit & Loss,Net Profit,396,,,,464,,,,510,,,,496,305,332,412,405,
Profit & Loss,EPS in Rs,9.88,,,,11.57,,,,12.69,,,,12.33,7.64,8.29,10.30,10.12,
Profit & Loss,Dividend Payout %,10%,,,,11%,,,,10%,,,,10%,7%,3%,0%,0%,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,401,,,,401,,,,402,,,,402,200,200,400,400,
Balance Sheet,Reserves,2897,,,,3217,,,,3856,,,,4324,1520,1768,1776,2421,
Balance Sheet,Borrowings,1022,,,,815,,,,555,,,,578,787,813,773,893,
Balance Sheet,Other Liabilities,1245,,,,1398,,,,1339,,,,1491,681,922,1214,1169,
Balance Sheet,Total Liabilities,5564,,,,5831,,,,6152,,,,6796,3189,3704,4163,4883,
Balance Sheet,Fixed Assets,2393,,,,2667,,,,2850,,,,2802,1030,1377,2020,2201,
Balance Sheet,CWIP,346,,,,177,,,,838,,,,1266,155,274,234,237,
Balance Sheet,Investments,1034,,,,918,,,,548,,,,647,158,716,776,702,
Balance Sheet,Other Assets,1790,,,,2069,,,,1916,,,,2081,1846,1337,1133,1743,
Balance Sheet,Total Assets,5564,,,,5831,,,,6152,,,,6796,3189,3704,4163,4883,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,581,,,,824,,,,1042,,,,1168,446,630,677,701,
Cash Flows,Cash from Investing Activity,-611,,,,-653,,,,-494,,,,-744,-349,-646,-424,-629,
Cash Flows,Cash from Financing Activity,-31,,,,-342,,,,-551,,,,-142,-79,-72,-226,58,
Cash Flows,Net Cash Flow,-62,,,,-172,,,,-4,,,,281,18,-88,28,130,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,71,,,,61,,,,46,,,,53,68,68,72,79,
Ratios,Inventory Days,87,,,,141,,,,94,,,,60,82,30,18,41,
Ratios,Days Payable,113,,,,109,,,,100,,,,136,195,154,156,167,
Ratios,Cash Conversion Cycle,45,,,,92,,,,40,,,,-23,-44,-56,-66,-47,
Ratios,Working Capital Days,-3,,,,-1,,,,-18,,,,-34,-28,-65,-115,-20,
Ratios,ROCE %,13%,,,,15%,,,,15%,,,,14%,,17%,17%,14%,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,70.29%,64.86%,64.86%,54.88%,54.80%,54.79%,54.79%,54.79%,54.72%,54.72%,52.74%,52.74%,,,,,
Shareholding Pattern (Quarterly),FIIs,,14.15%,16.79%,16.87%,23.31%,23.19%,23.55%,21.20%,20.92%,20.64%,20.72%,20.65%,19.47%,,,,,
Shareholding Pattern (Quarterly),DIIs,,4.18%,6.75%,7.03%,10.71%,11.20%,11.70%,14.63%,15.80%,16.78%,17.49%,19.52%,21.50%,,,,,
Shareholding Pattern (Quarterly),Public,,10.56%,11.11%,10.77%,10.65%,10.23%,9.47%,9.07%,8.18%,7.44%,6.74%,6.79%,5.99%,,,,,
