Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,40.25%,40.25%,40.25%,40.25%,41.75%,43.00%,44.27%,45.24%,46.43%,47.61%,50.01%,50.01%,,,,,,
Shareholding Pattern (Quarterly),FIIs,1.85%,1.93%,2.16%,1.93%,1.96%,2.32%,3.30%,2.24%,2.67%,2.44%,2.52%,2.56%,,,,,,
Shareholding Pattern (Quarterly),DIIs,0.55%,0.55%,0.55%,0.55%,0.78%,1.01%,1.04%,1.04%,1.16%,1.16%,1.16%,1.16%,,,,,,
Shareholding Pattern (Quarterly),Public,57.35%,57.28%,57.04%,57.27%,55.52%,53.67%,51.39%,51.48%,49.73%,48.79%,46.32%,46.27%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,128195,125251,120702,117171,113265,106321,100484,113841,106182,109910,110999,109430,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,40.25%,,,,45.24%,,,,50.01%,40.25%,40.25%,40.25%,40.25%,40.25%,40.25%
Shareholding Pattern (Yearly),FIIs,,,,1.93%,,,,2.24%,,,,2.56%,0.95%,0.96%,0.38%,0.20%,1.70%,1.74%
Shareholding Pattern (Yearly),DIIs,,,,0.55%,,,,1.04%,,,,1.16%,0.32%,0.26%,0.19%,0.18%,0.00%,0.39%
Shareholding Pattern (Yearly),Public,,,,57.27%,,,,51.48%,,,,46.27%,58.48%,58.53%,59.18%,59.37%,58.05%,57.62%
Shareholding Pattern (Yearly),No. of Shareholders,,,,117171,,,,113841,,,,109430,80001,79758,72084,66571,125702,131954
,,,,,,,,,,,,,,,,,,,
