Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,548,584,653,675,743,731,787,782,884,891,922,868,865,,,,
Quarterly Results,Expenses,415,447,492,499,543,529,567,549,637,642,670,634,633,,,,
Quarterly Results,Operating Profit,133,138,161,176,200,203,220,233,247,249,252,234,231,,,,
Quarterly Results,OPM %,24%,24%,25%,26%,27%,28%,28%,30%,28%,28%,27%,27%,27%,,,,
Quarterly Results,Other Income,16,6,7,13,3,3,4,-0,9,9,13,41,53,,,,
Quarterly Results,Interest,3,3,4,5,5,5,6,7,7,9,11,6,5,,,,
Quarterly Results,Depreciation,37,40,43,47,48,51,53,56,60,61,63,67,65,,,,
Quarterly Results,Profit before tax,109,101,121,137,150,150,164,169,189,189,192,203,215,,,,
Quarterly Results,Tax %,4%,25%,24%,22%,20%,25%,24%,21%,21%,25%,25%,26%,24%,,,,
Quarterly Results,Net Profit,105,76,93,107,120,112,124,134,148,142,144,151,164,,,,
Quarterly Results,EPS in Rs,1.79,1.30,1.58,1.83,2.05,1.91,2.12,2.26,2.54,2.42,2.32,2.43,2.64,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2131,,,,2676,,,,3185,,,,3546,612,699,1038,1566
Profit & Loss,Expenses,1571,,,,1980,,,,2282,,,,2579,450,499,795,1125
Profit & Loss,Operating Profit,560,,,,696,,,,902,,,,967,162,200,243,441
Profit & Loss,OPM %,26%,,,,26%,,,,28%,,,,27%,26%,29%,23%,28%
Profit & Loss,Other Income,32,,,,8,,,,15,,,,116,3,76,237,-12
Profit & Loss,Interest,18,,,,17,,,,26,,,,30,19,18,26,33
Profit & Loss,Depreciation,142,,,,178,,,,220,,,,254,23,31,67,97
Profit & Loss,Profit before tax,432,,,,509,,,,671,,,,798,122,228,387,300
Profit & Loss,Tax %,16%,,,,22%,,,,23%,,,,25%,37%,24%,7%,28%
Profit & Loss,Net Profit,362,,,,395,,,,518,,,,600,78,173,360,215
Profit & Loss,EPS in Rs,6.19,,,,6.75,,,,8.82,,,,9.67,27.93,62.40,76.42,3.76
Profit & Loss,Dividend Payout %,25%,,,,42%,,,,35%,,,,33%,0%,0%,55%,504%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,584,,,,585,,,,586,,,,622,28,28,47,573
Balance Sheet,Reserves,1416,,,,1705,,,,2064,,,,4873,-28,146,1131,803
Balance Sheet,Borrowings,151,,,,295,,,,412,,,,202,614,163,366,447
Balance Sheet,Other Liabilities,444,,,,474,,,,802,,,,840,869,1295,307,375
Balance Sheet,Total Liabilities,2596,,,,3060,,,,3865,,,,6537,1484,1633,1851,2198
Balance Sheet,Fixed Assets,1384,,,,1588,,,,1951,,,,2127,793,291,1065,1217
Balance Sheet,CWIP,147,,,,91,,,,364,,,,419,18,13,90,83
Balance Sheet,Investments,7,,,,233,,,,42,,,,864,1,0,2,0
Balance Sheet,Other Assets,1058,,,,1149,,,,1509,,,,3126,672,1328,694,898
Balance Sheet,Total Assets,2596,,,,3060,,,,3865,,,,6537,1484,1633,1851,2198
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,445,,,,533,,,,693,,,,775,149,155,253,143
Cash Flows,Cash from Investing Activity,-352,,,,-562,,,,-471,,,,-1762,-138,204,-954,-156
Cash Flows,Cash from Financing Activity,-64,,,,19,,,,-175,,,,1944,-13,-346,767,-67
Cash Flows,Net Cash Flow,29,,,,-10,,,,47,,,,957,-2,13,66,-80
