Section,,Mar 2006,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,178,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,195,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,-18,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,-10%,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,60,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,3,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,3,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,37,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,6%,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,35,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,4%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,11,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,94,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,82,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,22,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,209,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,70,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,19,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,53,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,67,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,209,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-20,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,-51,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,72,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,71,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,31,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,13,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,89,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,106,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,52.87%,52.87%,52.87%,52.87%,52.87%,52.87%,52.87%,57.32%,57.32%,57.32%,57.32%,57.32%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,,,,,,
Shareholding Pattern (Quarterly),Public,,47.11%,47.13%,47.12%,47.10%,47.11%,47.12%,47.08%,42.67%,42.67%,42.68%,42.69%,42.67%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,9004,8915,9187,9048,8793,8737,9276,11561,11074,13077,12664,12570,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,,52.87%,,,,57.32%,,,,57.32%,52.63%,52.64%,52.87%,52.87%,52.87%,52.87%
Shareholding Pattern (Yearly),DIIs,,,,,0.01%,,,,0.01%,,,,0.01%,0.03%,0.03%,0.01%,0.01%,0.01%,0.01%
Shareholding Pattern (Yearly),Public,,,,,47.10%,,,,42.67%,,,,42.67%,47.34%,47.33%,47.11%,47.11%,47.11%,47.11%
Shareholding Pattern (Yearly),No. of Shareholders,,,,,9048,,,,11561,,,,12570,10371,10855,8606,8478,7872,7870
,,,,,,,,,,,,,,,,,,,,
