Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,57.00,96.00,100.04,77.82,88.16,94.72,93.70,70.83,82.58,88.80,85.77,80.65,101.66,,,,,,
Quarterly Results,Expenses,49.86,84.66,87.18,69.40,79.25,82.72,81.49,59.21,71.19,74.38,70.75,67.27,87.33,,,,,,
Quarterly Results,Operating Profit,7.14,11.34,12.86,8.42,8.91,12.00,12.21,11.62,11.39,14.42,15.02,13.38,14.33,,,,,,
Quarterly Results,OPM %,12.53%,11.81%,12.85%,10.82%,10.11%,12.67%,13.03%,16.41%,13.79%,16.24%,17.51%,16.59%,14.10%,,,,,,
Quarterly Results,Other Income,0.21,0.22,0.24,0.27,0.47,0.24,0.23,0.32,0.80,0.16,7.84,0.43,1.01,,,,,,
Quarterly Results,Interest,2.28,1.99,2.45,2.45,2.36,2.31,2.49,3.14,4.48,3.52,4.16,3.61,4.75,,,,,,
Quarterly Results,Depreciation,2.79,2.75,3.10,2.97,3.08,3.07,3.03,3.91,4.19,4.81,5.44,4.84,4.65,,,,,,
Quarterly Results,Profit before tax,2.28,6.82,7.55,3.27,3.94,6.86,6.92,4.89,3.52,6.25,13.26,5.36,5.94,,,,,,
Quarterly Results,Tax %,1.32%,24.78%,33.77%,12.23%,31.47%,23.03%,31.36%,18.40%,26.42%,28.48%,20.21%,17.35%,25.42%,,,,,,
Quarterly Results,Net Profit,2.25,5.13,5.00,2.86,2.70,5.29,4.75,3.98,2.59,4.48,10.58,4.42,4.43,,,,,,
Quarterly Results,EPS in Rs,0.25,0.58,0.56,0.32,0.21,0.42,0.43,0.19,0.12,0.21,0.44,0.19,0.19,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,270,,,,360,,,,339,,,,357,0,157,169,208,166,224
Profit & Loss,Expenses,239,,,,318,,,,287,,,,300,0,139,144,178,145,200
Profit & Loss,Operating Profit,30,,,,42,,,,52,,,,57,-0,18,25,30,21,24
Profit & Loss,OPM %,11%,,,,12%,,,,15%,,,,16%,-22%,11%,15%,14%,13%,11%
Profit & Loss,Other Income,8,,,,1,,,,2,,,,9,0,0,1,2,2,1
Profit & Loss,Interest,9,,,,9,,,,15,,,,16,0,7,6,8,7,8
Profit & Loss,Depreciation,11,,,,12,,,,17,,,,20,0,5,6,6,8,8
Profit & Loss,Profit before tax,18,,,,22,,,,23,,,,31,0,7,14,18,8,9
Profit & Loss,Tax %,20%,,,,27%,,,,25%,,,,22%,33%,35%,21%,20%,27%,31%
Profit & Loss,Net Profit,14,,,,16,,,,17,,,,24,0,4,11,14,6,6
Profit & Loss,EPS in Rs,1.63,,,,1.67,,,,0.78,,,,1.02,0.03,0.63,1.26,1.59,0.63,0.66
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,3%,6%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,18,,,,18,,,,32,,,,33,5,14,18,18,18,18
Balance Sheet,Reserves,121,,,,144,,,,180,,,,204,-0,27,78,98,103,110
Balance Sheet,Borrowings,85,,,,95,,,,149,,,,169,0,45,55,61,68,85
Balance Sheet,Other Liabilities,66,,,,94,,,,76,,,,97,0,46,42,56,54,67
Balance Sheet,Total Liabilities,290,,,,350,,,,438,,,,503,5,132,192,232,243,279
Balance Sheet,Fixed Assets,129,,,,132,,,,231,,,,246,0,34,61,92,96,115
Balance Sheet,CWIP,2,,,,9,,,,2,,,,20,0,2,7,9,15,11
Balance Sheet,Investments,0,,,,0,,,,0,,,,2,1,0,0,2,5,6
Balance Sheet,Other Assets,158,,,,209,,,,204,,,,235,4,95,124,129,127,148
Balance Sheet,Total Assets,290,,,,350,,,,438,,,,503,5,132,192,232,243,279
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,19,,,,5,,,,42,,,,35,0,3,-9,28,19,21
Cash Flows,Cash from Investing Activity,-6,,,,-23,,,,-97,,,,-48,-0,-36,-24,-40,-19,-26
Cash Flows,Cash from Financing Activity,-12,,,,30,,,,44,,,,13,0,30,36,8,1,4
Cash Flows,Net Cash Flow,1,,,,12,,,,-11,,,,-0,-0,-2,3,-4,1,-1
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,97,,,,99,,,,40,,,,45,151,89,81,83,102,104
Ratios,Inventory Days,149,,,,118,,,,238,,,,303,,190,173,165,217,170
Ratios,Days Payable,59,,,,48,,,,41,,,,45,,70,61,59,64,65
Ratios,Cash Conversion Cycle,186,,,,169,,,,238,,,,303,151,209,192,189,255,210
Ratios,Working Capital Days,117,,,,132,,,,152,,,,162,3303,102,160,127,162,129
Ratios,ROCE %,9%,,,,13%,,,,12%,,,,12%,,29%,17%,16%,8%,8%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,48.13%,48.12%,48.13%,48.54%,48.54%,48.54%,68.38%,65.80%,64.86%,59.85%,57.51%,57.51%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,11.02%,1.73%,1.54%,1.55%,1.54%,1.34%,2.41%,4.12%,4.07%,7.27%,5.11%,5.14%,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.50%,1.50%,,,,,,
Shareholding Pattern (Quarterly),Public,,40.85%,50.15%,50.32%,49.91%,49.92%,50.11%,29.21%,30.07%,31.08%,32.88%,35.86%,35.85%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,17917,21133,22007,22955,25742,31893,42939,65274,61734,68829,75076,74363,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,48.05%,,,,48.54%,,,,65.80%,,,,57.51%,,0.61%,48.28%,47.86%,47.86%,47.86%
Shareholding Pattern (Yearly),FIIs,11.05%,,,,1.55%,,,,4.12%,,,,5.14%,,0.00%,0.00%,0.50%,1.61%,11.23%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,1.50%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,40.90%,,,,49.91%,,,,30.07%,,,,35.85%,,99.39%,51.72%,51.63%,50.53%,40.91%
Shareholding Pattern (Yearly),No. of Shareholders,17185,,,,22955,,,,65274,,,,74363,,992,1595,1658,1732,1934
,,,,,,,,,,,,,,,,,,,,
