Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1693,1292,1935,1722,1249,1233,1663,1097,1062,600,1449,949,1053,,,,,,,
Quarterly Results,Expenses,1396,1110,1698,1523,1065,1086,1531,1054,1025,656,1414,918,968,,,,,,,
Quarterly Results,Operating Profit,297,183,237,199,184,147,132,43,37,-57,35,32,85,,,,,,,
Quarterly Results,OPM %,18%,14%,12%,12%,15%,12%,8%,4%,4%,-9%,2%,3%,8%,,,,,,,
Quarterly Results,Other Income,-2,23,-23,36,52,-7,39,54,-129,60,48,57,76,,,,,,,
Quarterly Results,Interest,60,62,62,62,61,63,61,62,61,62,61,62,60,,,,,,,
Quarterly Results,Depreciation,9,7,7,7,9,5,5,5,11,5,6,12,13,,,,,,,
Quarterly Results,Profit before tax,227,137,145,166,165,72,105,30,-164,-64,15,15,88,,,,,,,
Quarterly Results,Tax %,0%,0%,0%,0%,0%,0%,0%,0%,-63%,-24%,28%,46%,20%,,,,,,,
Quarterly Results,Net Profit,227,137,145,166,165,72,105,30,-61,-49,11,8,71,,,,,,,
Quarterly Results,EPS in Rs,3.50,2.12,2.23,2.56,2.56,1.11,1.63,0.47,-0.95,-0.75,0.17,0.12,1.09,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,4425,,,,6198,,,,5055,,,,4051,1981,1746,1867,1927,1955,2770,3259
Profit & Loss,Expenses,3829,,,,5443,,,,4695,,,,3956,2155,1966,1821,1759,1945,2491,2708
Profit & Loss,Operating Profit,596,,,,755,,,,359,,,,95,-174,-220,45,168,10,279,551
Profit & Loss,OPM %,13%,,,,12%,,,,7%,,,,2%,-9%,-13%,2%,9%,0%,10%,17%
Profit & Loss,Other Income,22,,,,136,,,,-42,,,,241,27,41,18,42,457,1004,68
Profit & Loss,Interest,244,,,,248,,,,247,,,,246,201,257,305,321,281,289,245
Profit & Loss,Depreciation,27,,,,30,,,,27,,,,37,25,23,21,17,23,18,23
Profit & Loss,Profit before tax,346,,,,613,,,,44,,,,54,-373,-459,-263,-129,163,976,350
Profit & Loss,Tax %,0%,,,,0%,,,,-236%,,,,23%,0%,0%,0%,0%,0%,0%,0%
Profit & Loss,Net Profit,346,,,,613,,,,146,,,,41,-373,-459,-263,-129,163,976,350
Profit & Loss,EPS in Rs,5.35,,,,9.47,,,,2.26,,,,0.64,-5.76,-7.09,-4.06,-1.99,2.51,15.08,5.42
Profit & Loss,Dividend Payout %,0%,,,,11%,,,,43%,,,,31%,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,647,,,,647,,,,647,,,,647,647,647,647,647,647,647,647
Balance Sheet,Reserves,15,,,,627,,,,729,,,,724,-1499,-1957,-2159,-2286,-2119,-1138,-827
Balance Sheet,Borrowings,1838,,,,1842,,,,1810,,,,1805,1119,1856,2402,2278,2274,1821,1822
Balance Sheet,Other Liabilities,2276,,,,2379,,,,2682,,,,2806,1451,1174,715,1215,1547,1316,1756
Balance Sheet,Total Liabilities,4775,,,,5494,,,,5868,,,,5981,1718,1720,1605,1854,2348,2646,3399
Balance Sheet,Fixed Assets,816,,,,814,,,,827,,,,951,330,314,297,295,296,299,286
Balance Sheet,CWIP,43,,,,105,,,,222,,,,216,25,22,25,18,18,39,55
Balance Sheet,Investments,98,,,,113,,,,130,,,,158,4,4,46,59,69,78,86
Balance Sheet,Other Assets,3819,,,,4463,,,,4688,,,,4656,1359,1381,1238,1482,1966,2229,2972
Balance Sheet,Total Assets,4775,,,,5494,,,,5868,,,,5981,1718,1720,1605,1854,2348,2646,3399
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,152,,,,638,,,,278,,,,140,192,-237,31,224,-410,256,1021
Cash Flows,Cash from Investing Activity,-158,,,,-765,,,,214,,,,-282,-9,-4,75,-3,416,289,-854
Cash Flows,Cash from Financing Activity,8,,,,-5,,,,-106,,,,-75,-181,224,-94,-207,-45,-504,-36
Cash Flows,Net Cash Flow,3,,,,-132,,,,386,,,,-217,2,-17,12,14,-40,42,130
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,14,,,,28,,,,11,,,,26,2,2,99,69,76,51,12
Ratios,Inventory Days,93,,,,103,,,,134,,,,120,147,124,158,184,197,138,112
Ratios,Days Payable,77,,,,37,,,,54,,,,59,181,167,109,150,120,49,76
Ratios,Cash Conversion Cycle,30,,,,94,,,,91,,,,86,-32,-41,148,102,152,141,47
Ratios,Working Capital Days,-11,,,,-13,,,,-46,,,,-84,-12,63,123,76,102,-63,-28
Ratios,ROCE %,33%,,,,30%,,,,17%,,,,9%,,-55%,6%,25%,1%,27%,40%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,90.00%,90.00%,90.00%,90.00%,90.00%,90.00%,90.00%,90.00%,90.00%,90.00%,90.00%,90.00%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.05%,0.07%,0.11%,0.11%,0.12%,0.07%,0.10%,0.14%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,8.57%,8.57%,8.57%,8.57%,0.01%,8.58%,8.59%,8.61%,8.60%,8.60%,8.61%,8.59%,,,,,,,
Shareholding Pattern (Quarterly),Government,,0.40%,0.40%,0.40%,0.40%,8.96%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,,,,,,,
Shareholding Pattern (Quarterly),Public,,1.03%,1.03%,1.03%,1.03%,0.97%,0.95%,0.90%,0.89%,0.88%,0.93%,0.89%,0.87%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,34155,34428,39394,45300,44503,54769,61556,58568,92862,110531,109350,85224,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,90.00%,,,,90.00%,,,,90.00%,,,,90.00%,,,90.00%,90.00%,90.00%,90.00%,90.00%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.11%,,,,0.14%,,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,8.57%,,,,8.57%,,,,8.61%,,,,8.59%,,,8.56%,8.56%,8.57%,8.56%,8.56%
Shareholding Pattern (Yearly),Government,0.40%,,,,0.40%,,,,0.40%,,,,0.40%,,,0.40%,0.40%,0.40%,0.40%,0.40%
Shareholding Pattern (Yearly),Public,1.03%,,,,1.03%,,,,0.89%,,,,0.87%,,,1.04%,1.04%,1.03%,1.04%,1.04%
Shareholding Pattern (Yearly),No. of Shareholders,33310,,,,45300,,,,58568,,,,85224,,,16124,19717,20496,21596,31067
,,,,,,,,,,,,,,,,,,,,,
