Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,8021,12855,12498,14933,14161,16683,14944,19452,17825,19571,16970,22111,22152,,,,,
Quarterly Results,Expenses,7983,12257,12470,11815,11409,11709,12744,14303,13832,14412,15338,16932,16062,,,,,
Quarterly Results,Operating Profit,38,599,27,3118,2752,4974,2200,5149,3994,5159,1631,5179,6089,,,,,
Quarterly Results,OPM %,0%,5%,0%,21%,19%,30%,15%,26%,22%,26%,10%,23%,27%,,,,,
Quarterly Results,Other Income,187,164,355,477,440,478,559,610,680,678,789,882,946,,,,,
Quarterly Results,Interest,633,657,728,829,918,954,1021,1095,1099,1158,1240,1308,1374,,,,,
Quarterly Results,Depreciation,1269,1170,1238,1342,1353,1408,1549,1666,1803,1876,2088,2226,2491,,,,,
Quarterly Results,Profit before tax,-1678,-1064,-1583,1423,920,3091,189,2998,1771,2804,-907,2527,3169,,,,,
Quarterly Results,Tax %,0%,0%,0%,0%,0%,0%,0%,0%,-7%,3%,9%,3%,3%,,,,,
Quarterly Results,Net Profit,-1682,-1064,-1583,1423,919,3091,189,2998,1895,2729,-987,2449,3068,,,,,
Quarterly Results,EPS in Rs,-43.65,-27.62,-41.08,36.91,23.84,80.16,4.90,77.68,49.09,70.70,-25.54,63.38,79.38,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,25931,,,,54446,,,,68904,,,,80803,18580,23021,28497,35756,14641
Profit & Loss,Expenses,25356,,,,47915,,,,52548,,,,62745,16362,19991,28646,31666,14626
Profit & Loss,Operating Profit,575,,,,6531,,,,16356,,,,18058,2219,3030,-149,4090,14
Profit & Loss,OPM %,2%,,,,12%,,,,24%,,,,22%,12%,13%,-1%,11%,0%
Profit & Loss,Other Income,726,,,,1435,,,,2327,,,,3295,789,947,1325,1531,1037
Profit & Loss,Interest,2386,,,,3168,,,,4208,,,,5080,406,413,563,1902,2170
Profit & Loss,Depreciation,5069,,,,5103,,,,6426,,,,8680,457,437,760,3974,4699
Profit & Loss,Profit before tax,-6154,,,,-304,,,,8049,,,,7593,2144,3127,-147,-256,-5818
Profit & Loss,Tax %,0%,,,,0%,,,,-2%,,,,4%,23%,28%,-207%,-9%,-0%
Profit & Loss,Net Profit,-6162,,,,-306,,,,8172,,,,7258,1659,2242,157,-234,-5806
Profit & Loss,EPS in Rs,-159.94,,,,-7.93,,,,211.73,,,,187.84,45.90,58.33,4.09,-6.07,-150.85
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,5%,74%,10%,122%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,385,,,,386,,,,386,,,,386,361,384,384,385,385
Balance Sheet,Reserves,-6373,,,,-6638,,,,1610,,,,8982,3418,6693,6561,5493,-274
Balance Sheet,Borrowings,36878,,,,44860,,,,51280,,,,66810,2596,2254,2429,22719,29860
Balance Sheet,Other Liabilities,15073,,,,20562,,,,28948,,,,39666,8834,11798,15651,13504,13081
Balance Sheet,Total Liabilities,45963,,,,59170,,,,82225,,,,115844,15210,21129,25026,42101,43051
Balance Sheet,Fixed Assets,21284,,,,27658,,,,36154,,,,51784,3794,4579,5662,16779,18817
Balance Sheet,CWIP,125,,,,21,,,,1,,,,1,25,32,24,140,72
Balance Sheet,Investments,8106,,,,11558,,,,16546,,,,26093,3713,6344,6517,9499,7339
Balance Sheet,Other Assets,16447,,,,19933,,,,29524,,,,37966,7677,10174,12824,15682,16823
Balance Sheet,Total Assets,45963,,,,59170,,,,82225,,,,115844,15210,21129,25026,42101,43051
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,2091,,,,12728,,,,21218,,,,24151,3782,3903,3176,6972,-1614
Cash Flows,Cash from Investing Activity,1504,,,,-4043,,,,-11812,,,,-12759,-3033,-4151,-2526,-4574,3179
Cash Flows,Cash from Financing Activity,-3088,,,,-8432,,,,-9979,,,,-11015,-1401,766,-592,-2407,-1775
Cash Flows,Net Cash Flow,506,,,,253,,,,-573,,,,377,-652,518,58,-9,-210
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,5,,,,3,,,,3,,,,3,3,4,5,3,5
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,5,,,,3,,,,3,,,,3,3,4,5,3,5
Ratios,Working Capital Days,-127,,,,-57,,,,-73,,,,44,-72,-70,-64,-81,-186
Ratios,ROCE %,-13%,,,,7%,,,,24%,,,,20%,,40%,0%,5%,-14%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.77%,71.92%,71.92%,67.86%,67.77%,63.25%,63.12%,57.29%,55.29%,49.29%,49.27%,49.27%,,,,,
Shareholding Pattern (Quarterly),FIIs,,16.72%,18.06%,17.77%,19.43%,19.76%,20.29%,18.70%,23.66%,24.43%,25.40%,24.83%,25.12%,,,,,
Shareholding Pattern (Quarterly),DIIs,,6.38%,7.77%,8.24%,10.43%,10.37%,13.25%,14.65%,15.03%,15.36%,20.59%,21.14%,20.66%,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,,,,,
Shareholding Pattern (Quarterly),Public,,2.13%,2.18%,1.98%,2.19%,2.02%,3.16%,3.45%,3.95%,4.85%,4.64%,4.69%,4.88%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,115224,115067,103777,106266,105511,140179,141106,170059,239650,249061,273677,289444,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.77%,,,,67.86%,,,,57.29%,,,,49.27%,85.88%,74.93%,74.93%,74.86%,74.84%
Shareholding Pattern (Yearly),FIIs,17.70%,,,,19.43%,,,,23.66%,,,,25.12%,6.42%,12.64%,14.98%,13.59%,18.34%
Shareholding Pattern (Yearly),DIIs,5.48%,,,,10.43%,,,,15.03%,,,,20.66%,1.64%,7.53%,5.14%,9.17%,4.80%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.07%,,,,0.07%,,,,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,2.05%,,,,2.19%,,,,3.95%,,,,4.88%,6.06%,4.89%,4.95%,2.39%,2.02%
Shareholding Pattern (Yearly),No. of Shareholders,111409,,,,106266,,,,170059,,,,289444,59454,66936,65095,61635,82422
,,,,,,,,,,,,,,,,,,,
