Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,272,296,294,280,311,300,308,294,334,346,337,331,370,,,,,,,
Quarterly Results,Expenses,257,274,263,244,284,273,278,265,303,318,304,298,337,,,,,,,
Quarterly Results,Operating Profit,15,22,31,36,27,27,30,29,31,28,33,33,32,,,,,,,
Quarterly Results,OPM %,6%,7%,10%,13%,9%,9%,10%,10%,9%,8%,10%,10%,9%,,,,,,,
Quarterly Results,Other Income,2,1,1,2,3,3,3,4,4,5,4,4,6,,,,,,,
Quarterly Results,Interest,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
Quarterly Results,Depreciation,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,
Quarterly Results,Profit before tax,16,22,30,36,28,28,32,31,34,32,35,36,37,,,,,,,
Quarterly Results,Tax %,26%,25%,25%,25%,27%,25%,26%,26%,25%,26%,24%,25%,26%,,,,,,,
Quarterly Results,Net Profit,12,16,23,27,20,21,24,23,25,24,27,26,27,,,,,,,
Quarterly Results,EPS in Rs,3.30,4.56,6.39,7.68,5.69,5.90,6.65,6.46,7.07,6.65,7.53,7.46,7.73,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,918,,,,1181,,,,1236,,,,1384,641,721,707,644,716,740,727
Profit & Loss,Expenses,862,,,,1066,,,,1118,,,,1257,607,683,681,625,670,698,685
Profit & Loss,Operating Profit,56,,,,115,,,,117,,,,127,34,38,25,18,46,42,42
Profit & Loss,OPM %,6%,,,,10%,,,,10%,,,,9%,5%,5%,4%,3%,6%,6%,6%
Profit & Loss,Other Income,7,,,,7,,,,14,,,,20,2,1,2,3,-3,14,7
Profit & Loss,Interest,0,,,,1,,,,1,,,,1,0,0,1,1,0,1,1
Profit & Loss,Depreciation,5,,,,5,,,,6,,,,7,2,2,2,1,1,6,5
Profit & Loss,Profit before tax,57,,,,116,,,,124,,,,140,33,38,25,19,41,50,42
Profit & Loss,Tax %,26%,,,,26%,,,,25%,,,,25%,34%,35%,34%,33%,36%,29%,26%
