Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Revenue,1425,1411,1684,1797,1636,1708,1778,1755,1810,1823,1879,1942,2022,,,,,
Quarterly Results,Interest,931,930,964,996,1008,1048,1057,1087,1070,1097,1118,1158,1178,,,,,
Quarterly Results,Expenses,257,158,366,421,275,201,204,216,170,168,143,155,133,,,,,
Quarterly Results,Financing Profit,237,323,355,379,353,459,517,452,570,559,618,629,711,,,,,
Quarterly Results,Financing Margin %,17%,23%,21%,21%,22%,27%,29%,26%,31%,31%,33%,32%,35%,,,,,
Quarterly Results,Other Income,0,1,-1,0,2,0,2,1,4,9,1,1,15,,,,,
Quarterly Results,Depreciation,14,13,13,13,13,13,11,13,14,13,14,14,14,,,,,
Quarterly Results,Profit before tax,224,311,340,367,342,447,507,440,560,554,605,616,711,,,,,
Quarterly Results,Tax %,24%,24%,23%,27%,18%,22%,24%,23%,22%,22%,22%,22%,23%,,,,,
Quarterly Results,Net Profit,170,235,263,269,279,347,383,338,439,433,470,483,550,,,,,
Quarterly Results,EPS in Rs,6.54,9.06,10.13,10.38,10.76,13.38,14.75,13.03,16.91,16.66,18.08,18.60,21.17,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,1.24%,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,0.84%,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,6196,,,,6527,,,,7050,,,,7665,5489,7679,8482,7604,
Profit & Loss,Interest,4065,,,,3900,,,,4263,,,,4551,3537,5167,5875,5101,
Profit & Loss,Expenses,998,,,,1217,,,,789,,,,599,693,750,1737,1253,
Profit & Loss,Financing Profit,1133,,,,1410,,,,1998,,,,2515,1258,1762,870,1250,
Profit & Loss,Financing Margin %,18%,,,,22%,,,,28%,,,,33%,23%,23%,10%,16%,
Profit & Loss,Other Income,5,,,,2,,,,7,,,,26,0,4,7,16,
Profit & Loss,Depreciation,53,,,,51,,,,51,,,,56,24,31,66,59,
Profit & Loss,Profit before tax,1084,,,,1361,,,,1954,,,,2486,1235,1734,811,1207,
Profit & Loss,Tax %,23%,,,,23%,,,,23%,,,,22%,32%,31%,20%,23%,
Profit & Loss,Net Profit,836,,,,1046,,,,1508,,,,1936,841,1192,646,930,
Profit & Loss,EPS in Rs,32.28,,,,40.31,,,,58.06,,,,74.49,32.86,46.29,25.00,35.96,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,7%,18%,13%,0%,0%,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,169,,,,169,,,,260,,,,260,167,167,168,168,
Balance Sheet,Reserves,9703,,,,10845,,,,14715,,,,16603,6401,7376,7830,8755,
