Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.20%,0.20%,0.20%,0.19%,0.19%,0.19%,0.18%,0.18%,0.18%,0.17%,0.17%,0.16%,,,,,,
Shareholding Pattern (Quarterly),DIIs,7.95%,7.85%,8.38%,8.61%,8.77%,8.83%,8.73%,8.91%,8.81%,9.00%,9.01%,8.91%,,,,,,
Shareholding Pattern (Quarterly),Public,16.86%,16.95%,16.42%,16.20%,16.05%,16.01%,16.09%,15.92%,16.01%,15.86%,15.85%,15.94%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,82113,83526,74915,72086,69582,68885,72252,69382,71588,69449,67892,69934,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,74.99%,,,,74.99%,,,,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%
Shareholding Pattern (Yearly),FIIs,,,,0.19%,,,,0.18%,,,,0.16%,2.74%,2.82%,1.90%,1.64%,1.01%,0.22%
Shareholding Pattern (Yearly),DIIs,,,,8.61%,,,,8.91%,,,,8.91%,6.14%,6.62%,7.14%,6.08%,5.53%,7.52%
Shareholding Pattern (Yearly),Public,,,,16.20%,,,,15.92%,,,,15.94%,16.13%,15.58%,15.98%,17.30%,18.47%,17.27%
Shareholding Pattern (Yearly),No. of Shareholders,,,,72086,,,,69382,,,,69934,23004,22583,26624,49254,84478,90567
,,,,,,,,,,,,,,,,,,,
