Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,2,2,37,13,3,3,39,4,20,5,46,6,21,,,,,,
Quarterly Results,Expenses,1,3,1,0,2,1,1,1,1,1,1,5,2,,,,,,
Quarterly Results,Operating Profit,1,-1,37,12,2,3,38,3,19,4,46,0,19,,,,,,
Quarterly Results,OPM %,51%,-34%,98%,96%,51%,82%,97%,70%,93%,84%,98%,9%,89%,,,,,,
Quarterly Results,Other Income,6,0,8,8,11,2,4,5,18,2,6,5,16,,,,,,
Quarterly Results,Interest,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Quarterly Results,Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Quarterly Results,Profit before tax,8,-1,45,20,13,5,41,8,37,6,51,6,35,,,,,,
Quarterly Results,Tax %,20%,-23%,25%,23%,26%,26%,25%,25%,21%,26%,25%,45%,26%,,,,,,
Quarterly Results,Net Profit,6,-1,33,16,10,4,31,6,29,4,38,3,26,,,,,,
Quarterly Results,EPS in Rs,13.84,-1.42,76.70,36.03,21.76,8.52,71.20,13.93,66.82,9.55,88.13,7.40,58.83,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,31,,,,56,,,,67,,,,78,38,10,28,32,42,8
Profit & Loss,Expenses,3,,,,3,,,,5,,,,9,2,2,2,3,5,3
Profit & Loss,Operating Profit,28,,,,53,,,,62,,,,69,36,8,26,29,37,5
Profit & Loss,OPM %,91%,,,,95%,,,,93%,,,,88%,95%,80%,92%,90%,87%,60%
Profit & Loss,Other Income,44,,,,25,,,,29,,,,28,-12,-0,25,32,27,42
Profit & Loss,Interest,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Profit & Loss,Depreciation,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Profit & Loss,Profit before tax,71,,,,77,,,,91,,,,97,24,8,51,61,63,46
Profit & Loss,Tax %,20%,,,,25%,,,,23%,,,,27%,0%,-0%,-0%,0%,24%,25%
Profit & Loss,Net Profit,57,,,,58,,,,70,,,,72,37,28,51,61,48,35
Profit & Loss,EPS in Rs,130.96,,,,133.05,,,,160.47,,,,163.88,84.16,63.91,116.28,139.92,110.05,79.24
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,4,,,,4,,,,4,,,,4,4,4,4,4,4,4
Balance Sheet,Reserves,5346,,,,5847,,,,8300,,,,8712,434,459,5044,3773,2004,4623
Balance Sheet,Borrowings,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Balance Sheet,Other Liabilities,115,,,,164,,,,474,,,,594,19,17,12,4,45,113
Balance Sheet,Total Liabilities,5466,,,,6015,,,,8779,,,,9310,458,480,5061,3781,2054,4741
Balance Sheet,Fixed Assets,0,,,,0,,,,0,,,,0,1,1,1,1,1,0
