Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,540,505,573,610,869,666,812,871,1090,1010,1167,1292,1508,,,,,,
Quarterly Results,Expenses,795,740,800,744,937,743,901,898,1085,1050,1175,1264,1395,,,,,,
Quarterly Results,Operating Profit,-255,-235,-226,-133,-68,-77,-89,-27,5,-39,-8,28,113,,,,,,
Quarterly Results,OPM %,-47%,-46%,-39%,-22%,-8%,-12%,-11%,-3%,0%,-4%,-1%,2%,7%,,,,,,
Quarterly Results,Other Income,51,47,61,69,82,91,97,94,98,141,106,100,101,,,,,,
Quarterly Results,Interest,4,4,6,6,6,6,7,6,7,6,9,9,9,,,,,,
Quarterly Results,Depreciation,12,13,16,18,17,20,22,23,24,25,29,34,33,,,,,,
Quarterly Results,Profit before tax,-220,-204,-187,-88,-9,-12,-21,37,73,71,60,85,171,,,,,,
Quarterly Results,Tax %,-0%,-0%,0%,0%,-0%,3%,-1%,0%,17%,15%,15%,16%,0%,,,,,,
Quarterly Results,Net Profit,-220,-204,-187,-88,-9,-12,-21,37,60,60,51,72,171,,,,,,
Quarterly Results,EPS in Rs,-4.89,-4.55,-4.15,-1.94,-0.20,-0.25,-0.45,0.84,1.34,1.32,1.11,1.56,3.72,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1425,,,,2558,,,,3438,,,,4977,78,90,334,492,771,887
Profit & Loss,Expenses,2325,,,,3219,,,,3626,,,,4884,149,232,386,828,1091,1046
Profit & Loss,Operating Profit,-901,,,,-662,,,,-188,,,,94,-72,-142,-52,-336,-320,-160
Profit & Loss,OPM %,-63%,,,,-26%,,,,-5%,,,,2%,-92%,-157%,-16%,-68%,-41%,-18%
Profit & Loss,Other Income,124,,,,259,,,,381,,,,449,10,35,26,37,84,71
Profit & Loss,Interest,14,,,,22,,,,27,,,,34,0,0,0,8,12,12
Profit & Loss,Depreciation,43,,,,64,,,,89,,,,121,2,3,7,30,47,41
Profit & Loss,Profit before tax,-833,,,,-488,,,,77,,,,388,-64,-110,-34,-337,-295,-142
Profit & Loss,Tax %,-0%,,,,-0%,,,,16%,,,,9%,0%,0%,76%,3%,3%,6%
Profit & Loss,Net Profit,-833,,,,-488,,,,64,,,,353,-64,-110,-59,-347,-304,-150
Profit & Loss,EPS in Rs,-18.53,,,,-10.82,,,,1.48,,,,7.69,-17719.44,-30600.00,-16396.12,-91265.79,-80007.89,-6583.70
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,90,,,,90,,,,90,,,,92,0.04,0.04,0.04,0.04,0.04,0.05
Balance Sheet,Reserves,5322,,,,5386,,,,5781,,,,6340,97,301,787,489,1265,1990
Balance Sheet,Borrowings,159,,,,227,,,,253,,,,322,0,1,1,90,110,110
Balance Sheet,Other Liabilities,344,,,,551,,,,604,,,,775,29,43,92,172,202,230
Balance Sheet,Total Liabilities,5915,,,,6254,,,,6729,,,,7529,126,345,880,751,1576,2331
Balance Sheet,Fixed Assets,205,,,,313,,,,359,,,,418,4,6,11,119,147,125
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Balance Sheet,Investments,373,,,,622,,,,1358,,,,2173,19,237,650,125,2,138
Balance Sheet,Other Assets,5338,,,,5319,,,,5011,,,,4938,103,102,219,507,1427,2068
Balance Sheet,Total Assets,5915,,,,6254,,,,6729,,,,7529,126,345,880,751,1576,2331
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-1568,,,,-299,,,,9,,,,-183,-102,-97,-83,-282,-364,29
Cash Flows,Cash from Investing Activity,-2125,,,,46,,,,301,,,,458,-15,-244,-434,375,79,-1202
Cash Flows,Cash from Financing Activity,3621,,,,-42,,,,-57,,,,-73,119,315,513,-23,1031,759
Cash Flows,Net Cash Flow,-71,,,,-295,,,,253,,,,202,2,-27,-5,69,746,-415
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,92,,,,97,,,,69,,,,73,120,156,105,97,85,71
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,92,,,,97,,,,69,,,,73,120,156,105,97,85,71
Ratios,Working Capital Days,314,,,,325,,,,329,,,,173,57,93,29,-12,7,-7
Ratios,ROCE %,-21%,,,,-8%,,,,2%,,,,6%,,-63%,,-53%,-36%,-9%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,19.73%,17.91%,47.99%,50.41%,49.60%,49.40%,46.00%,48.97%,51.58%,49.70%,47.78%,45.93%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,8.08%,9.97%,14.90%,13.97%,15.33%,16.31%,18.97%,16.64%,16.17%,18.31%,20.57%,22.95%,,,,,,
Shareholding Pattern (Quarterly),Public,,71.11%,71.04%,36.27%,34.79%,34.24%,33.46%,34.28%,33.81%,31.69%,31.44%,31.35%,30.85%,,,,,,
