Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,863,1021,931,1006,1094,1036,950,1063,1177,1160,943,1118,1072,,,,,,,
Quarterly Results,Expenses,753,949,853,921,970,966,863,956,994,945,845,919,889,,,,,,,
Quarterly Results,Operating Profit,110,72,78,86,124,71,86,107,184,215,98,199,183,,,,,,,
Quarterly Results,OPM %,13%,7%,8%,8%,11%,7%,9%,10%,16%,19%,10%,18%,17%,,,,,,,
Quarterly Results,Other Income,44,1,4,1,1,1,2,1,3,1,2,1,12,,,,,,,
Quarterly Results,Interest,6,4,7,8,9,6,7,8,8,6,5,5,5,,,,,,,
Quarterly Results,Depreciation,23,25,25,25,25,25,28,29,34,30,30,29,31,,,,,,,
Quarterly Results,Profit before tax,125,45,50,53,92,41,54,71,145,179,65,165,159,,,,,,,
Quarterly Results,Tax %,29%,45%,45%,61%,26%,25%,13%,26%,34%,32%,25%,31%,27%,,,,,,,
Quarterly Results,Net Profit,89,25,28,21,68,31,47,52,95,122,49,114,116,,,,,,,
Quarterly Results,EPS in Rs,10.93,1.02,1.14,0.87,2.81,1.27,1.96,2.15,3.95,5.05,2.03,4.71,4.82,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3017,,,,4057,,,,4227,,,,4293,720,670,616,824,1064,865,1007
Profit & Loss,Expenses,2721,,,,3693,,,,3779,,,,3598,656,604,565,738,938,833,896
Profit & Loss,Operating Profit,296,,,,364,,,,448,,,,694,65,66,52,86,125,32,111
Profit & Loss,OPM %,10%,,,,9%,,,,11%,,,,16%,9%,10%,8%,10%,12%,4%,11%
Profit & Loss,Other Income,54,,,,3,,,,7,,,,16,1,3,1,5,5,1,2
Profit & Loss,Interest,20,,,,27,,,,28,,,,22,12,7,6,7,6,6,10
Profit & Loss,Depreciation,92,,,,100,,,,116,,,,120,17,18,17,15,14,14,16
Profit & Loss,Profit before tax,237,,,,240,,,,311,,,,568,37,44,30,69,110,13,88
Profit & Loss,Tax %,26%,,,,41%,,,,28%,,,,29%,8%,5%,11%,29%,35%,42%,35%
Profit & Loss,Net Profit,176,,,,141,,,,225,,,,401,34,46,38,63,104,22,81
Profit & Loss,EPS in Rs,21.62,,,,5.84,,,,9.34,,,,16.61,4.17,5.62,4.65,7.71,12.83,2.76,10.01
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,11%,,,,8%,0%,0%,0%,3%,2%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,81,,,,241,,,,241,,,,241,81,81,81,81,81,81,81
Balance Sheet,Reserves,2002,,,,1984,,,,2209,,,,2601,200,289,340,452,554,574,656
Balance Sheet,Borrowings,387,,,,538,,,,462,,,,378,91,62,74,56,51,123,114
Balance Sheet,Other Liabilities,219,,,,186,,,,223,,,,328,52,59,31,94,31,54,79
Balance Sheet,Total Liabilities,2689,,,,2949,,,,3136,,,,3548,424,492,527,683,718,832,930
Balance Sheet,Fixed Assets,1452,,,,1623,,,,1894,,,,1807,212,205,230,219,208,198,463
Balance Sheet,CWIP,359,,,,316,,,,122,,,,318,5,18,13,29,127,241,5
Balance Sheet,Investments,1,,,,2,,,,52,,,,40,43,90,101,164,196,211,236
Balance Sheet,Other Assets,876,,,,1009,,,,1068,,,,1383,165,178,183,271,186,182,226
Balance Sheet,Total Assets,2689,,,,2949,,,,3136,,,,3548,424,492,527,683,718,832,930
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,234,,,,96,,,,344,,,,579,70,56,42,122,76,57,92
Cash Flows,Cash from Investing Activity,-209,,,,-225,,,,-248,,,,-460,-20,-22,-52,-97,-69,-122,-75
Cash Flows,Cash from Financing Activity,-19,,,,126,,,,-102,,,,-114,-48,-36,7,-23,-10,65,-17
Cash Flows,Net Cash Flow,6,,,,-3,,,,-5,,,,5,2,-1,-2,2,-3,-0,1
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,19,,,,12,,,,9,,,,8,12,17,20,22,13,10,18
Ratios,Inventory Days,50,,,,48,,,,48,,,,51,55,57,77,65,51,69,66
Ratios,Days Payable,24,,,,7,,,,6,,,,11,0,3,17,47,8,19,18
Ratios,Cash Conversion Cycle,45,,,,53,,,,51,,,,48,67,71,80,41,55,59,66
Ratios,Working Capital Days,80,,,,79,,,,80,,,,84,66,76,66,63,44,35,53
Ratios,ROCE %,16%,,,,10%,,,,12%,,,,19%,,13%,8%,14%,18%,3%,12%
,,,,,,,,,,,,,,,,,,,,,
