Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,147.86,199.34,199.70,245.30,174.10,174.71,161.97,174.72,165.91,181.72,157.80,156.23,,,,,,
Quarterly Results,Expenses,139.83,182.50,183.88,222.98,161.89,164.97,150.65,167.53,159.45,172.55,148.69,148.30,,,,,,
Quarterly Results,Operating Profit,8.03,16.84,15.82,22.32,12.21,9.74,11.32,7.19,6.46,9.17,9.11,7.93,,,,,,
Quarterly Results,OPM %,5.43%,8.45%,7.92%,9.10%,7.01%,5.57%,6.99%,4.12%,3.89%,5.05%,5.77%,5.08%,,,,,,
Quarterly Results,Other Income,0.10,1.44,1.86,1.10,9.67,2.90,0.76,1.66,0.56,1.03,0.75,0.76,,,,,,
Quarterly Results,Interest,1.84,3.45,4.03,3.59,3.66,3.28,3.99,3.93,2.97,3.95,3.94,2.48,,,,,,
Quarterly Results,Depreciation,2.71,2.64,2.59,2.70,2.41,2.60,3.01,2.77,3.84,3.83,3.92,4.16,,,,,,
Quarterly Results,Profit before tax,3.58,12.19,11.06,17.13,15.81,6.76,5.08,2.15,0.21,2.42,2.00,2.05,,,,,,
Quarterly Results,Tax %,19.83%,25.10%,25.95%,25.63%,25.87%,25.30%,25.20%,26.05%,28.57%,25.21%,28.00%,27.32%,,,,,,
Quarterly Results,Net Profit,2.88,9.13,8.20,12.73,11.71,5.05,3.80,1.59,0.14,1.82,1.44,1.48,,,,,,
Quarterly Results,EPS in Rs,0.96,3.04,2.73,4.24,3.90,1.68,1.27,0.53,0.05,0.61,0.48,0.49,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,792,,,,686,,,,662,,,,,,
Profit & Loss,Expenses,,,,729,,,,645,,,,629,,,,,,
Profit & Loss,Operating Profit,,,,63,,,,40,,,,33,,,,,,
Profit & Loss,OPM %,,,,8%,,,,6%,,,,5%,,,,,,
Profit & Loss,Other Income,,,,4,,,,15,,,,3,,,,,,
Profit & Loss,Interest,,,,13,,,,15,,,,13,,,,,,
Profit & Loss,Depreciation,,,,11,,,,11,,,,16,,,,,,
Profit & Loss,Profit before tax,,,,44,,,,30,,,,7,,,,,,
Profit & Loss,Tax %,,,,25%,,,,26%,,,,27%,,,,,,
Profit & Loss,Net Profit,,,,33,,,,22,,,,5,,,,,,
Profit & Loss,EPS in Rs,,,,10.98,,,,7.38,,,,1.63,,,,,,
Profit & Loss,Dividend Payout %,,,,23%,,,,24%,,,,0%,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,30,,,,30,,,,30,,,,,,
Balance Sheet,Reserves,,,,199,,,,221,,,,223,,,,,,
Balance Sheet,Borrowings,,,,129,,,,165,,,,111,,,,,,
Balance Sheet,Other Liabilities,,,,103,,,,42,,,,51,,,,,,
Balance Sheet,Total Liabilities,,,,461,,,,458,,,,416,,,,,,
Balance Sheet,Fixed Assets,,,,83,,,,117,,,,128,,,,,,
Balance Sheet,CWIP,,,,3,,,,0,,,,0,,,,,,
Balance Sheet,Investments,,,,28,,,,36,,,,41,,,,,,
Balance Sheet,Other Assets,,,,346,,,,305,,,,247,,,,,,
Balance Sheet,Total Assets,,,,461,,,,458,,,,416,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,-8,,,,16,,,,112,,,,,,
Cash Flows,Cash from Investing Activity,,,,-22,,,,-32,,,,-38,,,,,,
Cash Flows,Cash from Financing Activity,,,,30,,,,15,,,,-74,,,,,,
Cash Flows,Net Cash Flow,,,,0,,,,-1,,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,100,,,,114,,,,92,,,,,,
Ratios,Inventory Days,,,,60,,,,51,,,,35,,,,,,
Ratios,Days Payable,,,,49,,,,17,,,,20,,,,,,
Ratios,Cash Conversion Cycle,,,,111,,,,148,,,,107,,,,,,
Ratios,Working Capital Days,,,,108,,,,141,,,,104,,,,,,
Ratios,ROCE %,,,,,,,,10%,,,,5%,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,66.35%,66.35%,66.35%,66.35%,66.35%,66.35%,66.35%,66.35%,66.35%,66.35%,66.35%,66.35%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.40%,0.23%,0.01%,0.00%,0.04%,0.01%,0.00%,0.34%,0.03%,0.00%,0.00%,0.13%,,,,,,
Shareholding Pattern (Quarterly),DIIs,0.01%,0.01%,0.01%,0.01%,0.21%,0.09%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,,,,,,
Shareholding Pattern (Quarterly),Public,33.24%,33.42%,33.63%,33.64%,33.40%,33.56%,33.64%,33.31%,33.61%,33.65%,33.65%,33.52%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,39610,39324,39122,38611,38412,50774,51587,50641,51464,51549,50941,50723,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,66.35%,,,,66.35%,,,,66.35%,66.35%,66.35%,66.35%,66.35%,66.35%,66.35%
Shareholding Pattern (Yearly),FIIs,,,,0.00%,,,,0.34%,,,,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,,,,0.01%,,,,0.01%,,,,0.01%,0.01%,0.04%,0.17%,0.13%,0.01%,0.01%
Shareholding Pattern (Yearly),Public,,,,33.64%,,,,33.31%,,,,33.52%,33.64%,33.61%,33.48%,33.52%,33.64%,33.64%
Shareholding Pattern (Yearly),No. of Shareholders,,,,38611,,,,50641,,,,50723,27373,26206,32080,34156,36657,39781
,,,,,,,,,,,,,,,,,,,
