Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,201.75,194.37,156.38,155.88,235.75,218.23,166.33,133.60,162.91,165.18,104.45,160.48,204.14,,,,,
Quarterly Results,Expenses,182.86,189.91,151.83,152.05,224.54,204.79,156.55,127.39,154.91,162.07,107.55,154.67,195.18,,,,,
Quarterly Results,Operating Profit,18.89,4.46,4.55,3.83,11.21,13.44,9.78,6.21,8.00,3.11,-3.10,5.81,8.96,,,,,
Quarterly Results,OPM %,9.36%,2.29%,2.91%,2.46%,4.76%,6.16%,5.88%,4.65%,4.91%,1.88%,-2.97%,3.62%,4.39%,,,,,
Quarterly Results,Other Income,1.24,0.07,2.24,3.46,1.50,2.73,4.53,5.54,2.77,3.37,7.63,-0.04,0.85,,,,,
Quarterly Results,Interest,0.62,0.41,0.85,0.88,1.79,0.72,0.68,2.96,3.85,1.68,1.31,2.09,3.40,,,,,
Quarterly Results,Depreciation,2.65,2.64,2.68,2.54,2.42,1.97,1.83,1.83,1.34,1.48,1.53,1.58,1.53,,,,,
Quarterly Results,Profit before tax,16.86,1.48,3.26,3.87,8.50,13.48,11.80,6.96,5.58,3.32,1.69,2.10,4.88,,,,,
Quarterly Results,Tax %,38.37%,54.73%,24.54%,26.61%,26.71%,24.70%,24.49%,30.75%,19.35%,51.20%,35.50%,-10.48%,3.48%,,,,,
Quarterly Results,Net Profit,10.39,0.66,2.46,2.84,6.22,10.15,8.92,4.81,4.51,1.63,1.09,2.32,4.71,,,,,
Quarterly Results,EPS in Rs,1.59,0.10,0.38,0.43,0.95,1.55,1.36,0.73,0.69,0.25,0.17,0.35,0.72,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,611,,,,742,,,,681,,,,634,503,688,536,504,
Profit & Loss,Expenses,558,,,,718,,,,644,,,,619,472,667,517,465,
Profit & Loss,Operating Profit,53,,,,24,,,,37,,,,15,32,20,19,39,
Profit & Loss,OPM %,9%,,,,3%,,,,6%,,,,2%,6%,3%,4%,8%,
Profit & Loss,Other Income,8,,,,7,,,,16,,,,12,2,4,3,7,
Profit & Loss,Interest,2,,,,4,,,,8,,,,8,4,3,2,2,
